risk_level,learned_phase,static_phase,learned_policy,best_static_policy,learned_fill_rate,static_s2_fill_rate,best_static_fill_rate,delta_fill_rate_vs_static_s2,delta_fill_rate_vs_best_static,learned_backorder_rate,static_s2_backorder_rate,best_static_backorder_rate,delta_backorder_rate_vs_static_s2,delta_backorder_rate_vs_best_static,learned_order_level_ret_mean,static_s2_order_level_ret_mean,best_static_order_level_ret_mean,delta_order_level_ret_mean_vs_static_s2,delta_order_level_ret_mean_vs_best_static,learned_pct_steps_S1,learned_pct_steps_S2,learned_pct_steps_S3
current,cross_eval_current,cross_eval_current,ppo,static_s2,1.0,0.9952800503461297,0.9952800503461297,0.004719949653870348,0.004719949653870348,0.0,0.004719949653870348,0.004719949653870348,-0.004719949653870348,-0.004719949653870348,0.6623874197886888,0.6491804151072678,0.6491804151072678,0.013207004681420997,0.013207004681420997,0.0,100.0,0.0
increased,ppo_eval,static_screen,ppo,static_s3,0.8058527375707993,0.7957835116425425,0.8042794210195091,0.010069225928256875,0.001573316551290227,0.19414726242920072,0.20421648835745754,0.1957205789804909,-0.01006922592825682,-0.0015733165512901715,0.2059099251682583,0.1940905715111197,0.20678751375379076,0.011819353657138598,-0.0008775885855324683,0.0,100.0,0.0
severe,cross_eval_severe,cross_eval_severe,ppo,static_s3,0.4392699811202014,0.4974826935179358,0.47388294524858404,-0.0582127123977344,-0.03461296412838266,0.5607300188797986,0.5025173064820643,0.526117054751416,0.05821271239773429,0.03461296412838255,0.16571950250537532,0.163183979267427,0.16368864594344362,0.0025355232379483117,0.002030856561931693,0.0,100.0,0.0
