policy,seed,episode,eval_seed,steps,reward_total,fill_rate,backorder_rate,order_level_ret_mean,flow_fill_rate,flow_backorder_rate,terminal_rolling_fill_rate_4w,terminal_rolling_backorder_rate_4w,pct_steps_S1,pct_steps_S2,pct_steps_S3,op10_multiplier_step_mean,op12_multiplier_step_mean,op10_multiplier_step_p95,op12_multiplier_step_p95,pct_steps_op10_multiplier_ge_190,pct_steps_op12_multiplier_ge_190,pct_steps_both_downstream_ge_190,assembly_hours_total,assembly_cost_index,ret_garrido2024_raw_total,ret_garrido2024_train_total,ret_garrido2024_sigmoid_total,ret_garrido2024_sigmoid_mean,terminal_zeta_avg,terminal_epsilon_avg,terminal_phi_avg,terminal_tau_avg,terminal_kappa_dot,order_ret_excel,order_ret_thesis,order_ret_continuous,order_fill_rate,order_fill_rate_on_time,order_lost_orders,order_lost_rate,order_backorder_qty_final,order_service_loss_auc_ration_hours,order_service_loss_auc_per_order,order_ttr_mean,order_ttr_p95,order_backlog_age_mean,order_backlog_age_max,order_ctj_p50,order_ctj_p90,order_ctj_p99,order_rpj_p50,order_rpj_p90,order_rpj_p99,order_dpj_p99,order_delivered_rations,order_demanded_rations,order_flow_fill_rate,order_shift_hours,order_surge_hours,order_strategic_buffer_units,order_unit_surge_hours_per_ration,order_unit_buffer_units_per_ration,order_ret_excel_cvar05,order_ret_excel_p05,order_ret_excel_p10,order_ret_excel_p25,order_ret_excel_p50,order_ret_excel_p75,order_ret_excel_p90,order_ret_excel_p95,order_ret_excel_rolling_4w_mean,order_ret_excel_rolling_4w_min,order_ret_excel_rolling_4w_final,order_ration_ret_excel,order_excel_case_pct_fill_rate,order_excel_case_pct_autotomy,order_excel_case_pct_recovery,order_excel_case_pct_risk_no_recovery,order_excel_case_pct_unfulfilled,order_apj_p50,order_apj_p90,order_apj_p99,order_apj_positive_p50,order_apj_positive_p90,order_apj_positive_p99
ppo,1,11,50011,104,-13.402075919355497,0.0044378698224851,0.9955621301775148,0.0056955037335423,0.972925142139116,0.027074857860884,1.0,0.0,55.76923076923077,22.115384615384617,22.115384615384617,1.1389043871671534,1.137061851314054,1.9703108586370943,1.7598661586642264,7.6923076923076925,2.8846153846153846,1.9230769230769231,9688.0,0.5544871794871795,6740.191494475152,5897.241803794105,100.45348536605876,0.9658988977505648,197884.4089423077,3516.561442307692,4684.007388091216,1.230364511580057,0.3001288176543907,0.0059150863814761,0.0059150863814761,0.2497132378667665,0.0046728971962616,0.0,0.0,0.0,0.0,46336829.82758728,72175.74739499576,91.4401106925331,152.0,28.799999999999272,52.79999999999927,54.0,54.0,886.7690894925265,74.25795373416986,126.0,234.07464277807344,886.7690894925265,1775232.93,1785068.53,0.9944900714820176,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,1,12,50012,104,-13.5128660684844,0.0029542097488921,0.9970457902511078,0.005752676290621,0.9694247894793332,0.0305752105206667,1.0,0.0,49.03846153846154,22.115384615384617,28.846153846153847,1.205924419345907,1.1789248094607432,2.0,1.7708004429936408,12.5,1.9230769230769231,0.9615384615384616,10472.0,0.5993589743589743,3810.8681139048936,3458.7939126727365,98.22479154922377,0.944469149511767,289225.6634615385,5955.542980769232,6188.593282003959,1.3543783367229996,0.4284263889972197,0.0060070825599899,0.0060070825599899,0.2504565989219867,0.0031152647975077,0.0,0.0,0.0,0.0,64497125.24572119,100462.81190922303,89.36563563559322,148.72475734511363,18.799999999999272,30.799999999999272,54.0,54.0,1123.7881766169548,74.0,126.0,216.9565988924633,1123.7881766169548,1739178.68,1744235.68,0.9971007358363406,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,1,50002,104,-20.507346397720713,0.0029585798816568,0.9970414201183432,0.0056763748389644,0.9578756860366558,0.0421243139633441,1.0,0.0,0.0,45.19230769230769,54.80769230769231,1.5360597860462104,1.396844644887516,1.9316164821386337,1.7230066746473311,5.769230769230769,0.9615384615384616,0.0,14840.0,0.8493589743589743,5694.53397161201,5329.999387560106,99.79374009498883,0.9595551932210464,473336.5794230771,4845.9697115384615,11423.737627108976,1.230524404964734,0.6869002082128055,0.0058751762473099,0.0058751762473099,0.2467468944806063,0.0031152647975077,0.0,0.0,0.0,0.0,59202929.512122765,92216.4011092255,91.09406866639702,145.0,35.79999999999927,47.79999999999927,54.0,54.0,814.9482132749997,75.22052835703289,126.0,190.63552023767625,814.9482132749997,1745710.52,1750839.08,0.9970707987623854,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,2,50003,104,-20.797169379865533,0.0029585798816568,0.9970414201183432,0.0055702564497293,0.9587380470562324,0.0412619529437677,1.0,0.0,0.0,50.0,50.0,1.5369066517406071,1.4130154175039094,1.9993634045124056,1.856690104305744,7.6923076923076925,2.8846153846153846,2.8846153846153846,14560.0,0.8333333333333334,4584.351252162554,4225.441238294651,98.5245509684602,0.9473514516198096,399300.26913461526,5719.316538461539,11391.329839559605,1.2556800843142195,0.5875805384476024,0.0057951762427111,0.0057951762427111,0.2452540273776452,0.0031152647975077,0.0,0.0,0.0,0.0,61378889.48845024,95605.74686674491,99.77098310223008,180.0,24.799999999999272,36.79999999999927,54.0,54.0,911.9568531012565,76.10970479819753,126.0,480.9446833909228,911.9568531012565,1742687.83,1747857.19,0.997042458600408,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,3,50004,104,-13.399695474671285,0.0044313146233382,0.9955686853766618,0.0057307590346025,0.9752961290729106,0.0247038709270893,1.0,0.0,0.0,39.42307692307692,60.57692307692308,1.581480382117801,1.3379112590964024,2.0,1.7033559106290337,10.576923076923077,0.0,0.0,15176.0,0.8685897435897436,5792.575436074284,5446.265075935473,99.21500907278148,0.953990471853668,469147.7740384614,4760.110000000001,12041.411199312182,1.2433655528334124,0.6817082804807381,0.0059456271766614,0.0059456271766614,0.2500260926417171,0.0046728971962616,0.0,0.0,0.0,0.0,56359357.14680034,87787.16066479804,90.98340676038868,151.28188741606118,26.799999999999272,50.79999999999927,54.0,54.0,956.1752552916112,74.33663020013864,126.0,235.53966642340788,956.1752552916112,1765347.72,1772552.52,0.9959353531595216,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,4,50005,104,-15.222882873951557,0.0029542097488921,0.9970457902511078,0.0053869883990462,0.9713089011942002,0.0286910988057997,1.0,0.0,0.0,50.96153846153846,49.03846153846154,1.53646032888299,1.3639299771927584,2.0,1.7845042176544663,11.538461538461538,1.9230769230769231,1.9230769230769231,14504.0,0.8301282051282052,6665.540358599512,6240.423092850466,100.04125096373691,0.9619351054205474,445693.26105769235,4159.931057692308,10781.92862724214,1.227176368751638,0.6459045014928914,0.0055919845107471,0.0055919845107471,0.2411351843789742,0.0031152647975077,0.0,0.0,0.0,0.0,71207772.77210282,110915.53391293272,106.09167043811536,256.80412497471116,21.799999999999272,33.79999999999927,54.0,54.0,1489.1712727846066,78.0,152.0037581893148,463.61647463267263,1489.1712727846066,1750734.24,1755648.24,0.9972010338471904,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,5,50006,104,-16.047258862380563,0.0029585798816568,0.9970414201183432,0.0057683800117718,0.9677488439905902,0.0322511560094097,1.0,0.0,0.0,34.61538461538461,65.38461538461539,1.614648124615017,1.5349007988026222,2.0,2.0,17.307692307692307,11.538461538461538,5.769230769230769,15456.0,0.8846153846153846,4564.641940654858,4295.149846431086,97.99739818863698,0.94228267489074,485416.33278846176,5802.078461538462,12541.993888166991,1.277592639932195,0.7057147200645727,0.0059783344648112,0.0059783344648112,0.2495145945858075,0.0031201248049922,0.0,0.0,0.0,0.0,76124617.03628898,118759.15294272851,89.55995911876389,148.0,29.542710301160696,41.542710301160696,54.0,54.0,1202.0070539672356,75.25728969883858,123.74271030116142,254.15978915274695,1202.0070539672356,1727670.24,1732683.24,0.9971067995094128,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,6,50007,104,-20.411377702933276,0.0044313146233382,0.9955686853766618,0.0056165879083962,0.9590522532613364,0.0409477467386636,1.0,0.0,0.0,54.80769230769231,45.19230769230769,1.5177144212290072,1.3588097672013997,1.995004153251648,1.7155732363462448,9.615384615384617,2.8846153846153846,1.9230769230769231,14280.0,0.8173076923076923,6219.519705967573,5807.847428179935,99.97193119885834,0.9612685692197918,470278.6188461539,4355.422788461538,9916.93645497959,1.241505460747517,0.6797356286915273,0.0058466058981805,0.0058466058981805,0.2472002012231602,0.0046728971962616,0.0,0.0,0.0,0.0,54265977.281259865,84526.44436333312,93.91225375647302,169.0,29.799999999999272,53.79999999999927,54.0,54.0,769.8408467608983,74.3983526759348,127.0,284.0,769.8408467608983,1739015.6,1746507.61,0.9957102906640068,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,7,50008,104,-10.202334241234304,0.0029542097488921,0.9970457902511078,0.0057253016036055,0.9832097809779604,0.0167902190220394,1.0,0.0,0.0,46.15384615384615,53.84615384615385,1.5588305331587504,1.4442882856640678,2.0,1.9653962828218936,8.653846153846153,6.730769230769231,3.8461538461538463,14784.0,0.8461538461538461,5802.351413659226,5453.347340056493,99.66235438209476,0.9582918690586036,474059.1093269232,4717.907788461539,11250.819674164197,1.224297487414898,0.6873357912441919,0.0059826634148658,0.0059826634148658,0.2525826146011949,0.0031152647975077,0.0,0.0,0.0,0.0,44203389.52603091,68852.63166048429,90.32610355635008,132.54532491205646,23.799999999999272,35.79999999999927,54.0,54.0,1028.5085479986992,74.17652888914017,126.0,279.9032726282803,1028.5085479986992,1767689.51,1772721.51,0.997161426669889,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,8,50009,104,-17.947305101963302,0.0029585798816568,0.9970414201183432,0.0058144417869639,0.9628396525612796,0.0371603474387203,1.0,0.0,0.0,36.53846153846154,63.46153846153846,1.588475637925932,1.484414172770742,2.0,1.907338650524616,10.576923076923077,5.769230769230769,3.8461538461538463,15344.0,0.8782051282051282,6954.66136781476,6477.932743589614,100.16899214257496,0.9631633859862976,461666.0636538462,4113.097980769231,11889.936070106667,1.217659460445076,0.6706887863981563,0.0060081608020031,0.0060081608020031,0.2489380439137393,0.0031152647975077,0.0,0.0,0.0,0.0,55390344.069163896,86277.79450025529,87.65280647687995,131.33458641816105,26.799999999999272,38.79999999999927,54.0,54.0,766.5169192461985,74.0,126.0,174.0,766.5169192461985,1747381.72,1752458.26,0.9971031892080556,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,9,50010,104,-6.607748140058593,0.0029542097488921,0.9970457902511078,0.0058494583733669,0.992736675735585,0.007263324264415,1.0,0.0,0.0,48.07692307692308,51.92307692307692,1.5503892231947527,1.40236507044532,2.0,1.845808035880327,13.461538461538462,3.8461538461538463,1.9230769230769231,14672.0,0.8397435897435898,6732.981831173438,6339.102032318509,99.93283939295527,0.960892686470724,486138.57663461554,4082.422115384616,10440.19335119489,1.2230476937076302,0.7014726133609049,0.0060916124542246,0.0060916124542246,0.2548620960288043,0.0031152647975077,0.0,0.0,0.0,0.0,62463635.82524498,97295.38290536602,89.9347759412199,151.0,21.799999999999272,33.79999999999927,54.0,54.0,1292.4171423079815,73.1622344568973,121.63481676061748,371.5048035048983,1292.4171423079815,1736093.52,1744324.78,0.9952811196089296,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,10,50011,104,-15.24189296788684,0.0044378698224851,0.9955621301775148,0.0057423910206406,0.9707162467239604,0.0292837532760396,1.0,0.0,0.0,59.61538461538461,40.38461538461539,1.469875636958302,1.3163693558890373,2.0,1.7241911336779592,7.6923076923076925,0.9615384615384616,0.9615384615384616,14000.0,0.8012820512820513,5691.891987720297,5243.873022831264,99.22677855725686,0.9541036399736236,414505.3310576925,4630.355961538462,9701.291413734174,1.2476571229225577,0.6049394650007689,0.0059573794213808,0.0059573794213808,0.2493217601922717,0.0046728971962616,0.0,0.0,0.0,0.0,59927588.11161538,93345.1528218308,89.24284524487473,144.0,28.799999999999272,52.79999999999927,54.0,54.0,911.0096003968832,74.12920305855732,126.0,204.9564312465766,911.0096003968832,1754412.7,1761491.15,0.9959815580112338,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,11,50012,104,-23.46055145039881,0.0029542097488921,0.9970457902511078,0.0057222266703096,0.9482622202297144,0.0517377797702855,1.0,0.0,0.9615384615384616,51.92307692307692,47.11538461538461,1.5379185614605937,1.357364754926843,1.998043905198574,1.7353469081223007,11.538461538461538,0.9615384615384616,0.0,14336.0,0.8205128205128205,3186.650068514849,2970.9063612481427,96.91374631619983,0.9318629453480752,454470.7225961536,7524.789230769233,10302.212233947705,1.4389621231212826,0.6636777777641971,0.0059801458299099,0.0059801458299099,0.2490527597900237,0.0031152647975077,0.0,0.0,0.0,0.0,76396565.34108707,118997.76532879609,92.59303726236722,163.6643321959948,18.799999999999272,30.799999999999272,54.0,54.0,1377.282690590136,73.6092005167202,127.0,326.7671549605145,1377.282690590136,1738394.4,1743450.4,0.9971000035332236,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,2,12,50013,104,-20.048580491017972,0.0029585798816568,0.9970414201183432,0.005584128687767,0.9585478477975686,0.0414521522024313,1.0,0.0,0.0,50.96153846153846,49.03846153846154,1.5036150735014906,1.419756697777372,1.98802427649498,1.7967337295413013,6.730769230769231,1.9230769230769231,1.9230769230769231,14504.0,0.8301282051282052,2908.6059079975876,2767.2869889937506,96.403770515917,0.9269593318838172,500620.72615384613,8040.284711538463,10135.152282463949,1.221964508911788,0.7253656963909625,0.0058154648132354,0.0058154648132354,0.2452803159183652,0.0031152647975077,0.0,0.0,0.0,0.0,92519543.39353946,144111.43830769387,104.4745617641092,202.5274518351084,24.799999999999272,36.79999999999927,54.0,54.0,1270.7855784952344,74.56325758619096,126.0,613.8641369356587,1270.7855784952344,1737701.92,1742299.92,0.9973609595298608,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,3,1,50003,104,-25.7383104816642,0.0029585798816568,0.9970414201183432,0.0056168998872372,0.94094841798763,0.0590515820123699,1.0,0.0,10.576923076923077,49.03846153846154,40.38461538461539,1.431011424596923,1.1493087822678858,2.0,1.7190067119896406,11.538461538461538,2.8846153846153846,0.0,13384.0,0.7660256410256411,4119.574110627107,3676.250113893174,97.43953643260508,0.9369186195442796,283595.8704807692,6107.211442307692,11284.2152870158,1.2198644641705512,0.4309841391980102,0.0058361010795789,0.0058361010795789,0.2442936716770201,0.0031152647975077,0.0,0.0,0.0,0.0,76037882.874965,118439.06989869937,96.78085156862004,190.2638448688483,24.799999999999272,36.79999999999927,54.0,54.0,913.2015585208944,73.94168642869727,130.5410563954938,342.82083160478373,913.2015585208944,1738138.65,1743501.53,0.9969240749676886,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ppo,3,2,50004,104,-46.548771970727046,0.0029542097488921,0.9970457902511078,0.0056460544499548,0.8949456070063394,0.1050543929936606,0.912239909172058,0.0416666679084301,7.6923076923076925,51.92307692307692,40.38461538461539,1.4588743064624186,1.245707603475939,2.0,1.8592266403138635,11.538461538461538,2.8846153846153846,0.0,13552.0,0.7756410256410257,4383.709611522883,4012.0290060974658,97.57520523512927,0.9382231272608584,404776.1162499999,8536.915769230769,9410.801869358793,1.3044695779647455,0.5955805340393993,0.0058524944873098,0.0058524944873098,0.243013678553177,0.0031152647975077,0.0,0.0,0.0,8477.52,100194875.72458622,156066.78461773554,95.14538816908878,174.0,620.7999999999993,2402.7999999999993,54.0,69.53158407889714,1009.4031593542022,74.36069719138504,127.02004503404989,265.82531879381713,1009.4031593542022,1740306.34,1751483.06,0.993618710762752,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
