metric,label,definition,learned_policy,static_policy,n_pairs,ppo_mean,static_mean,raw_delta_ppo_minus_static,raw_delta_ci95_low,raw_delta_ci95_high,direction,win,ci95_directional_win
order_ret_excel_cvar05,Excel ReT CVaR05,conditional mean of the lowest 5% of per-episode order_ret_excel,ppo,S2_op10_2.00_op12_1.50,120,0.0056730925146636,0.005098284755656101,0.0005748077590074993,0.0005260567303021499,0.0006134099005472416,higher,True,True
