op3_inventory_target,op3_order_quantity,op3_review_period,op5_inventory_target,op5_capacity_posture,op7_release_period,op9_inventory_target,op9_release_period,op10_dispatch_quantity,op10_dispatch_period,op12_dispatch_quantity,op12_dispatch_period,risk_frequency_scale,risk_impact_scale,demand_level
0.0,7750.0,156.0,52662.857142857145,1.8571428571428572,24.0,36000.00000000001,12.0,1771.4285714285716,12.0,1771.4285714285716,22.285714285714285,0.7142857142857143,0.7142857142857143,0.9642857142857143
0.0,7750.0,156.0,52662.857142857145,1.8571428571428572,51.42857142857143,36000.00000000001,12.0,1771.4285714285716,12.0,1771.4285714285716,22.285714285714285,0.7142857142857143,0.7142857142857143,0.9642857142857143
0.0,7750.0,300.0,52662.857142857145,1.8571428571428572,51.42857142857143,36000.00000000001,12.0,1771.4285714285716,12.0,1771.4285714285716,22.285714285714285,0.7142857142857143,0.7142857142857143,0.9642857142857143
0.0,7750.0,300.0,52662.857142857145,1.8571428571428572,51.42857142857143,36000.00000000001,12.0,1771.4285714285716,12.0,1771.4285714285716,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,52662.857142857145,1.8571428571428572,51.42857142857143,36000.00000000001,12.0,1771.4285714285716,12.0,4057.1428571428573,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,52662.857142857145,1.8571428571428572,51.42857142857143,108000.00000000001,12.0,1771.4285714285716,12.0,4057.1428571428573,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,52662.857142857145,1.8571428571428572,51.42857142857143,108000.00000000001,12.0,1771.4285714285716,32.57142857142857,4057.1428571428573,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,122880.0,1.8571428571428572,51.42857142857143,108000.00000000001,12.0,1771.4285714285716,32.57142857142857,4057.1428571428573,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,122880.0,1.8571428571428572,51.42857142857143,108000.00000000001,32.57142857142857,1771.4285714285716,32.57142857142857,4057.1428571428573,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,122880.0,3.0,51.42857142857143,108000.00000000001,32.57142857142857,1771.4285714285716,32.57142857142857,4057.1428571428573,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,122880.0,3.0,51.42857142857143,108000.00000000001,32.57142857142857,4057.1428571428573,32.57142857142857,4057.1428571428573,22.285714285714285,0.7142857142857143,0.7142857142857143,1.3928571428571428
0.0,7750.0,300.0,122880.0,3.0,51.42857142857143,108000.00000000001,32.57142857142857,4057.1428571428573,32.57142857142857,4057.1428571428573,22.285714285714285,0.7142857142857143,1.5714285714285714,1.3928571428571428
0.0,7750.0,300.0,122880.0,3.0,51.42857142857143,108000.00000000001,32.57142857142857,4057.1428571428573,32.57142857142857,4057.1428571428573,22.285714285714285,1.5714285714285714,1.5714285714285714,1.3928571428571428
0.0,7750.0,300.0,122880.0,3.0,51.42857142857143,108000.00000000001,32.57142857142857,4057.1428571428573,32.57142857142857,4057.1428571428573,42.85714285714286,1.5714285714285714,1.5714285714285714,1.3928571428571428
0.0,30178.571428571428,300.0,122880.0,3.0,51.42857142857143,108000.00000000001,32.57142857142857,4057.1428571428573,32.57142857142857,4057.1428571428573,42.85714285714286,1.5714285714285714,1.5714285714285714,1.3928571428571428
70217.14285714286,30178.571428571428,300.0,122880.0,3.0,51.42857142857143,108000.00000000001,32.57142857142857,4057.1428571428573,32.57142857142857,4057.1428571428573,42.85714285714286,1.5714285714285714,1.5714285714285714,1.3928571428571428
52662.857142857145,18964.285714285717,120.0,17554.285714285717,1.0,37.714285714285715,18000.000000000004,17.142857142857142,2342.857142857143,12.0,1200.0,12.0,0.5,0.5,0.75
52662.857142857145,18964.285714285717,120.0,17554.285714285717,1.0,37.714285714285715,18000.000000000004,17.142857142857142,2342.857142857143,12.0,1200.0,12.0,0.5,1.3571428571428572,0.75
122880.0,18964.285714285717,120.0,17554.285714285717,1.0,37.714285714285715,18000.000000000004,17.142857142857142,2342.857142857143,12.0,1200.0,12.0,0.5,1.3571428571428572,0.75
122880.0,18964.285714285717,120.0,17554.285714285717,2.142857142857143,37.714285714285715,18000.000000000004,17.142857142857142,2342.857142857143,12.0,1200.0,12.0,0.5,1.3571428571428572,0.75
122880.0,18964.285714285717,120.0,17554.285714285717,2.142857142857143,37.714285714285715,18000.000000000004,17.142857142857142,2342.857142857143,12.0,1200.0,12.0,0.5,1.3571428571428572,1.1785714285714286
122880.0,18964.285714285717,264.0,17554.285714285717,2.142857142857143,37.714285714285715,18000.000000000004,17.142857142857142,2342.857142857143,12.0,1200.0,12.0,0.5,1.3571428571428572,1.1785714285714286
122880.0,18964.285714285717,264.0,17554.285714285717,2.142857142857143,37.714285714285715,18000.000000000004,17.142857142857142,2342.857142857143,32.57142857142857,1200.0,12.0,0.5,1.3571428571428572,1.1785714285714286
122880.0,18964.285714285717,264.0,17554.285714285717,2.142857142857143,65.14285714285714,18000.000000000004,17.142857142857142,2342.857142857143,32.57142857142857,1200.0,12.0,0.5,1.3571428571428572,1.1785714285714286
122880.0,18964.285714285717,264.0,87771.42857142858,2.142857142857143,65.14285714285714,18000.000000000004,17.142857142857142,2342.857142857143,32.57142857142857,1200.0,12.0,0.5,1.3571428571428572,1.1785714285714286
122880.0,18964.285714285717,264.0,87771.42857142858,2.142857142857143,65.14285714285714,18000.000000000004,17.142857142857142,2342.857142857143,32.57142857142857,1200.0,12.0,1.3571428571428572,1.3571428571428572,1.1785714285714286
122880.0,18964.285714285717,264.0,87771.42857142858,2.142857142857143,65.14285714285714,18000.000000000004,37.714285714285715,2342.857142857143,32.57142857142857,1200.0,12.0,1.3571428571428572,1.3571428571428572,1.1785714285714286
122880.0,41392.857142857145,264.0,87771.42857142858,2.142857142857143,65.14285714285714,18000.000000000004,37.714285714285715,2342.857142857143,32.57142857142857,1200.0,12.0,1.3571428571428572,1.3571428571428572,1.1785714285714286
122880.0,41392.857142857145,264.0,87771.42857142858,2.142857142857143,65.14285714285714,18000.000000000004,37.714285714285715,2342.857142857143,32.57142857142857,1200.0,32.57142857142857,1.3571428571428572,1.3571428571428572,1.1785714285714286
122880.0,41392.857142857145,264.0,87771.42857142858,2.142857142857143,65.14285714285714,18000.000000000004,37.714285714285715,4628.571428571429,32.57142857142857,1200.0,32.57142857142857,1.3571428571428572,1.3571428571428572,1.1785714285714286
122880.0,41392.857142857145,264.0,87771.42857142858,2.142857142857143,65.14285714285714,18000.000000000004,37.714285714285715,4628.571428571429,32.57142857142857,3485.714285714286,32.57142857142857,1.3571428571428572,1.3571428571428572,1.1785714285714286
122880.0,41392.857142857145,264.0,87771.42857142858,2.142857142857143,65.14285714285714,90000.0,37.714285714285715,4628.571428571429,32.57142857142857,3485.714285714286,32.57142857142857,1.3571428571428572,1.3571428571428572,1.1785714285714286
52662.857142857145,7750.0,120.0,35108.571428571435,1.5714285714285716,37.714285714285715,0.0,22.285714285714285,2914.2857142857147,22.285714285714285,2342.857142857143,17.142857142857142,0.7142857142857143,1.1428571428571428,1.0714285714285714
52662.857142857145,7750.0,120.0,35108.571428571435,1.5714285714285716,37.714285714285715,72000.0,22.285714285714285,2914.2857142857147,22.285714285714285,2342.857142857143,17.142857142857142,0.7142857142857143,1.1428571428571428,1.0714285714285714
52662.857142857145,7750.0,120.0,35108.571428571435,1.5714285714285716,37.714285714285715,72000.0,42.85714285714286,2914.2857142857147,22.285714285714285,2342.857142857143,17.142857142857142,0.7142857142857143,1.1428571428571428,1.0714285714285714
52662.857142857145,7750.0,120.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,2914.2857142857147,22.285714285714285,2342.857142857143,17.142857142857142,0.7142857142857143,1.1428571428571428,1.0714285714285714
122880.0,7750.0,120.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,2914.2857142857147,22.285714285714285,2342.857142857143,17.142857142857142,0.7142857142857143,1.1428571428571428,1.0714285714285714
122880.0,7750.0,120.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,2914.2857142857147,22.285714285714285,2342.857142857143,17.142857142857142,0.7142857142857143,2.0,1.0714285714285714
122880.0,30178.571428571428,120.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,2914.2857142857147,22.285714285714285,2342.857142857143,17.142857142857142,0.7142857142857143,2.0,1.0714285714285714
122880.0,30178.571428571428,120.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,2914.2857142857147,42.85714285714286,2342.857142857143,17.142857142857142,0.7142857142857143,2.0,1.0714285714285714
122880.0,30178.571428571428,120.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,5200.0,42.85714285714286,2342.857142857143,17.142857142857142,0.7142857142857143,2.0,1.0714285714285714
122880.0,30178.571428571428,120.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,5200.0,42.85714285714286,2342.857142857143,17.142857142857142,1.5714285714285714,2.0,1.0714285714285714
122880.0,30178.571428571428,264.0,35108.571428571435,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,5200.0,42.85714285714286,2342.857142857143,17.142857142857142,1.5714285714285714,2.0,1.0714285714285714
122880.0,30178.571428571428,264.0,105325.71428571429,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,5200.0,42.85714285714286,2342.857142857143,17.142857142857142,1.5714285714285714,2.0,1.0714285714285714
122880.0,30178.571428571428,264.0,105325.71428571429,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,5200.0,42.85714285714286,4628.571428571429,17.142857142857142,1.5714285714285714,2.0,1.0714285714285714
122880.0,30178.571428571428,264.0,105325.71428571429,2.7142857142857144,37.714285714285715,72000.0,42.85714285714286,5200.0,42.85714285714286,4628.571428571429,17.142857142857142,1.5714285714285714,2.0,1.5
122880.0,30178.571428571428,264.0,105325.71428571429,2.7142857142857144,65.14285714285714,72000.0,42.85714285714286,5200.0,42.85714285714286,4628.571428571429,17.142857142857142,1.5714285714285714,2.0,1.5
122880.0,30178.571428571428,264.0,105325.71428571429,2.7142857142857144,65.14285714285714,72000.0,42.85714285714286,5200.0,42.85714285714286,4628.571428571429,37.714285714285715,1.5714285714285714,2.0,1.5
0.0,18964.285714285717,120.0,0.0,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,1771.4285714285716,27.42857142857143,2342.857142857143,22.285714285714285,0.7142857142857143,0.7142857142857143,0.75
0.0,18964.285714285717,120.0,0.0,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,1771.4285714285716,27.42857142857143,2342.857142857143,22.285714285714285,0.7142857142857143,0.7142857142857143,1.1785714285714286
0.0,41392.857142857145,120.0,0.0,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,1771.4285714285716,27.42857142857143,2342.857142857143,22.285714285714285,0.7142857142857143,0.7142857142857143,1.1785714285714286
0.0,41392.857142857145,264.0,0.0,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,1771.4285714285716,27.42857142857143,2342.857142857143,22.285714285714285,0.7142857142857143,0.7142857142857143,1.1785714285714286
0.0,41392.857142857145,264.0,70217.14285714286,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,1771.4285714285716,27.42857142857143,2342.857142857143,22.285714285714285,0.7142857142857143,0.7142857142857143,1.1785714285714286
0.0,41392.857142857145,264.0,70217.14285714286,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,4057.1428571428573,27.42857142857143,2342.857142857143,22.285714285714285,0.7142857142857143,0.7142857142857143,1.1785714285714286
0.0,41392.857142857145,264.0,70217.14285714286,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,4057.1428571428573,27.42857142857143,2342.857142857143,22.285714285714285,1.5714285714285714,0.7142857142857143,1.1785714285714286
70217.14285714286,41392.857142857145,264.0,70217.14285714286,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,4057.1428571428573,27.42857142857143,2342.857142857143,22.285714285714285,1.5714285714285714,0.7142857142857143,1.1785714285714286
70217.14285714286,41392.857142857145,264.0,70217.14285714286,1.2857142857142858,44.57142857142857,36000.00000000001,22.285714285714285,4057.1428571428573,27.42857142857143,2342.857142857143,22.285714285714285,1.5714285714285714,1.5714285714285714,1.1785714285714286
70217.14285714286,41392.857142857145,264.0,70217.14285714286,1.2857142857142858,44.57142857142857,108000.00000000001,22.285714285714285,4057.1428571428573,27.42857142857143,2342.857142857143,22.285714285714285,1.5714285714285714,1.5714285714285714,1.1785714285714286
70217.14285714286,41392.857142857145,264.0,70217.14285714286,2.428571428571429,44.57142857142857,108000.00000000001,22.285714285714285,4057.1428571428573,27.42857142857143,2342.857142857143,22.285714285714285,1.5714285714285714,1.5714285714285714,1.1785714285714286
70217.14285714286,41392.857142857145,264.0,70217.14285714286,2.428571428571429,44.57142857142857,108000.00000000001,22.285714285714285,4057.1428571428573,27.42857142857143,4628.571428571429,22.285714285714285,1.5714285714285714,1.5714285714285714,1.1785714285714286
70217.14285714286,41392.857142857145,264.0,70217.14285714286,2.428571428571429,44.57142857142857,108000.00000000001,22.285714285714285,4057.1428571428573,48.0,4628.571428571429,22.285714285714285,1.5714285714285714,1.5714285714285714,1.1785714285714286
70217.14285714286,41392.857142857145,264.0,70217.14285714286,2.428571428571429,72.0,108000.00000000001,22.285714285714285,4057.1428571428573,48.0,4628.571428571429,22.285714285714285,1.5714285714285714,1.5714285714285714,1.1785714285714286
