algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,garrido_cf_s2_reward_mean,best_static_reward_mean,best_garrido_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,garrido_cf_s2_fill_rate_mean,best_static_fill_rate_mean,best_garrido_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,garrido_cf_s2_backorder_rate_mean,best_static_backorder_rate_mean,best_garrido_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,garrido_cf_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,best_garrido_ret_thesis_corrected_total_mean,ppo_ret_garrido2024_sigmoid_total_mean,static_s2_ret_garrido2024_sigmoid_total_mean,garrido_cf_s2_ret_garrido2024_sigmoid_total_mean,best_static_ret_garrido2024_sigmoid_total_mean,best_garrido_ret_garrido2024_sigmoid_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_garrido_policy,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_garrido_cf_s2,ppo_beats_best_garrido,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,ReT_seq_v1,resilience_index,1,v1,ppo,1.0,0.02,0.0,heuristic_disruption,36.10394069456723,133.34309185128382,0.7924500212334683,0.20754997876653164,242.51239644626156,134.7472896580438,0.7934176425515366,0.20658235744846337,242.60415669896656,134.7472896580438,133.761165739935,132.71280806963264,134.9537204040701,132.71280806963264,0.7934176425515366,0.793870828419219,0.791621970089675,0.800709401123561,0.791621970089675,0.20658235744846337,0.20612917158078092,0.20837802991032484,0.199290598876439,0.20837802991032484,242.60415669896656,242.5713036724507,242.4475928583754,242.55665875756227,242.4475928583754,150.64054346309015,147.60874890230417,146.33978848932318,146.4737043116363,146.33978848932318,61.46923076923076,24.307692307692314,14.223076923076922,garrido_cf_s2,heuristic_disruption,134.9537204040701,0.800709401123561,heuristic_disruption,134.9537204040701,True,False,False,False,True,True,True,False,False,False,False
