phase,policy,algo,reward_mode,reward_family,frame_stack,observation_version,w_bo,w_cost,w_disr,seed_count,reward_total_mean,reward_total_std,reward_total_ci95_low,reward_total_ci95_high,service_loss_total_mean,service_loss_total_std,service_loss_total_ci95_low,service_loss_total_ci95_high,shift_cost_total_mean,shift_cost_total_std,shift_cost_total_ci95_low,shift_cost_total_ci95_high,mean_disruption_fraction_mean,mean_disruption_fraction_std,mean_disruption_fraction_ci95_low,mean_disruption_fraction_ci95_high,fill_rate_mean,fill_rate_std,fill_rate_ci95_low,fill_rate_ci95_high,backorder_rate_mean,backorder_rate_std,backorder_rate_ci95_low,backorder_rate_ci95_high,ret_thesis_corrected_total_mean,ret_thesis_corrected_total_std,ret_thesis_corrected_total_ci95_low,ret_thesis_corrected_total_ci95_high,ret_garrido2024_raw_total_mean,ret_garrido2024_raw_total_std,ret_garrido2024_raw_total_ci95_low,ret_garrido2024_raw_total_ci95_high,ret_garrido2024_train_total_mean,ret_garrido2024_train_total_std,ret_garrido2024_train_total_ci95_low,ret_garrido2024_train_total_ci95_high,ret_garrido2024_sigmoid_total_mean,ret_garrido2024_sigmoid_total_std,ret_garrido2024_sigmoid_total_ci95_low,ret_garrido2024_sigmoid_total_ci95_high,order_level_ret_mean_mean,order_level_ret_mean_std,order_level_ret_mean_ci95_low,order_level_ret_mean_ci95_high,pct_steps_S1_mean,pct_steps_S1_std,pct_steps_S1_ci95_low,pct_steps_S1_ci95_high,pct_steps_S2_mean,pct_steps_S2_std,pct_steps_S2_ci95_low,pct_steps_S2_ci95_high,pct_steps_S3_mean,pct_steps_S3_std,pct_steps_S3_ci95_low,pct_steps_S3_ci95_high
cross_eval_severe,static_s3,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,85.88293079479021,0.5972595371340981,85.35940972809539,86.40645186148504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49326798868680133,0.004265704351313043,0.4895289339654319,0.49700704340817076,0.5067320113131987,0.004265704351313042,0.5029929565918293,0.510471066034568,229.30816415014232,0.24956277537982452,229.08941273262442,229.5269155676602,314.9912106702667,3.087829005104879,312.28460921140913,317.69781212912426,293.18207639815347,3.638928695590285,289.9924147621366,296.37173803417033,141.7393409685573,0.6417890071133459,141.17678810048722,142.30189383662736,0.16276121228450027,0.0021765095473112663,0.1608534175503259,0.16466900701867465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
heuristic_eval,heuristic_disruption,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,134.9537204040701,1.446671616366771,133.6856568225464,136.22178398559382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800709401123561,0.005139284553862533,0.7962046195932457,0.8052141826538763,0.199290598876439,0.005139284553862588,0.19478581734612363,0.20379538040675435,242.55665875756227,0.16722176390696517,242.41008241884822,242.70323509627633,338.5330659757257,2.0697683332701082,336.7188340409053,340.34729791054616,303.9691054546501,1.8798107257354677,302.32137870415966,305.61683220514055,146.4737043116363,0.41116805496993963,146.11329962096937,146.83410900230325,0.20567392448953542,0.002627417213625884,0.20337089175952655,0.2079769572195443,0.0,0.0,0.0,0.0,77.25,0.7867006603493428,76.56042646744184,77.93957353255816,22.749999999999996,0.7867006603493365,22.060426467441843,23.43957353255815
heuristic_eval,heuristic_hysteresis,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,131.24021663672994,0.6110254400195007,130.70462922414274,131.77580404931714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7940704420167919,0.0014532924414053412,0.7927965750262457,0.7953443090073381,0.2059295579832082,0.001453292441405341,0.20465569099266195,0.20720342497375444,242.36114923808637,0.23405895313863254,242.15598751994187,242.56631095623086,313.161723994854,0.9964861225510031,312.2882653970596,314.0351825926484,308.2281744458083,1.5841500648479456,306.83960569103647,309.6167432005801,141.29310479108568,0.21791633783807762,141.10209269911869,141.48411688305268,0.20149397427300864,0.001180446064423204,0.20045926767663028,0.202528680869387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
heuristic_eval,heuristic_tuned,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,131.24021663672994,0.6110254400195007,130.70462922414274,131.77580404931714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7940704420167919,0.0014532924414053412,0.7927965750262457,0.7953443090073381,0.2059295579832082,0.001453292441405341,0.20465569099266195,0.20720342497375444,242.36114923808637,0.23405895313863254,242.15598751994187,242.56631095623086,313.161723994854,0.9964861225510031,312.2882653970596,314.0351825926484,308.2281744458083,1.5841500648479456,306.83960569103647,309.6167432005801,141.29310479108568,0.21791633783807762,141.10209269911869,141.48411688305268,0.20149397427300864,0.001180446064423204,0.20045926767663028,0.202528680869387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
ppo_eval,ppo,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,134.7472896580438,1.4061941493567456,133.51470614069433,135.97987317539327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934176425515366,0.004264041154236584,0.7896800456866826,0.7971552394163905,0.20658235744846337,0.004264041154236545,0.20284476058360937,0.21031995431331738,242.60415669896656,0.24642724219382156,242.38815369746573,242.8201597004674,360.64414333777523,24.051870555662827,339.56174925876803,381.72653741678243,296.90245198719873,9.575917178866586,288.50879049772806,305.2961134766694,150.64054346309015,4.557145955782006,146.64602891200755,154.63505801417276,0.2011826879597646,0.005132531115883842,0.19668382607883894,0.20568154984069026,61.46923076923076,12.340960146490955,50.651902257524306,72.28655928093723,24.307692307692314,6.577583749992523,18.54218594576126,30.073198669623366,14.223076923076922,6.527587110956411,8.501394547490124,19.94475929866372
random_eval,random,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,133.34309185128382,0.7904287381888636,132.6502505144196,134.03593318814802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7924500212334683,0.001441537797528319,0.7911864576425641,0.7937135848243725,0.20754997876653164,0.0014415377975282688,0.20628641517562749,0.2088135423574358,242.51239644626156,0.070068485786666,242.45097871052016,242.57381418200296,344.3906299508044,1.249354469763799,343.29552247402944,345.48573742757935,301.8552454492861,1.463115670995524,300.57276801836394,303.13772288020823,147.63658926545705,0.21802248884070125,147.44548412803383,147.82769440288027,0.20065888543037264,0.003082179955599422,0.19795723558172645,0.20336053527901882,33.91153846153846,0.6419448537579163,33.34884898786139,34.47422793521554,32.642307692307696,0.6396363149357749,32.08164174212674,33.20297364248865,33.44615384615385,0.7657855540508084,32.77491321257623,34.117394479731466
static_screen,garrido_cf_s1,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,96.33550160880144,0.9687395623626717,95.48636394333839,97.18463927426448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333886804265052,0.004021925684063142,0.6298633071283384,0.636914053724672,0.3666113195734947,0.0040219256840631715,0.3630859462753278,0.37013669287166157,242.30879245981686,0.12283715873840442,242.20112094287288,242.41646397676084,399.5775751767095,0.9022261496529806,398.78673908804234,400.36841126537666,268.68109532510834,0.6642080276728954,268.0988913190859,269.2632993311308,157.45897367405632,0.13692163727024836,157.3389565673538,157.57899078075886,0.1412121031801444,0.0016942588076166597,0.13972701985694344,0.14269718650334537,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s2,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,132.71280806963264,1.804089036321636,131.13145430634316,134.29416183292213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791621970089675,0.005548192868747514,0.7867587646182098,0.7964851755611403,0.20837802991032484,0.005548192868747465,0.20351482443885965,0.21324123538179002,242.4475928583754,0.16625495919605468,242.30186396135474,242.59332175539606,337.8450528740744,1.5171715971432405,336.51519333477466,339.1749124133741,298.8226485795095,1.9721104335226787,297.09401756802015,300.5512795909989,146.33978848932318,0.30263511447176644,146.07451711549496,146.6050598631514,0.1988012500798983,0.0033523783115592966,0.1958627609298488,0.20173973922994778,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s3,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,131.2257900780118,2.1140500669404814,129.3727434922652,133.07883666375844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936313168751139,0.007839771283390608,0.7867594543601707,0.8005031793900571,0.20636868312488615,0.007839771283390634,0.19949682060994295,0.21324054563982936,242.3838946563439,0.20701618885758813,242.20243696621833,242.56535234646947,303.0398349788476,1.3859099708394818,301.8250313278948,304.25463862980035,300.8544497228267,1.8944820262569624,299.19386301042476,302.51503643522864,139.05731404779732,0.3163139979313472,138.7800526039665,139.33457549162813,0.20255827027464113,0.004431776764390408,0.19867364666497897,0.20644289388430329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,1.0,0.02,0.0,5,98.84977970950288,0.9069310196980951,98.05481962041121,99.64473979859456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6429471753012839,0.005190718607940866,0.6383973098347877,0.64749704076778,0.3570528246987162,0.005190718607940831,0.3525029592322201,0.3616026901652123,242.57372565271925,0.16167140133839014,242.43201442130243,242.71543688413607,400.261478576712,0.5705322105598638,399.7613850446953,400.7615721087287,269.20380150951985,1.698484727659203,267.7150140040817,270.692589014958,157.5518020034952,0.09440908363202581,157.46904879304688,157.63455521394351,0.14261702725756872,0.0012271501738129191,0.14154138270432814,0.1436926718108093,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
