rollout/ep_rew_mean,train/n_updates,time/fps,time/total_timesteps,rollout/exploration_rate,train/learning_rate,train/loss,time/time_elapsed,rollout/ep_len_mean,time/episodes
0.7115452499999999,6,102,32,0.02,0.0003,4.742926120758057,0,8.0,4
0.734253125,14,113,64,0.02,0.0003,2.6769449710845947,0,8.0,8
