phase,policy,algo,reward_mode,reward_family,frame_stack,observation_version,seed,episode,eval_seed,w_bo,w_cost,w_disr,steps,reward_total,service_loss_total,shift_cost_total,mean_disruption_fraction,fill_rate,backorder_rate,ret_thesis_corrected_total,order_level_ret_mean,demanded_total,delivered_total,backorder_qty_total,flow_fill_rate,flow_backorder_rate,fill_rate_state_terminal,backorder_rate_state_terminal,pct_steps_S1,pct_steps_S2,pct_steps_S3
static_screen,static_s1,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,1,80042,1.0,0.02,0.0,260,406.2073323072789,0.0,0.0,0.0,0.592196349905601,0.407803650094399,241.79219624839598,0.1264788781278435,4545352.0,2979757.0,3450518.0,0.24086891400269994,0.7591310859973001,0.592196349905601,0.407803650094399,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,2,80043,1.0,0.02,0.0,260,408.71206497062246,0.0,0.0,0.0,0.6230333543108874,0.37696664568911264,243.81532280241888,0.12349143467694636,4533609.0,3098031.0,3474691.0,0.23357064978475206,0.7664293502152479,0.6230333543108874,0.37696664568911264,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,3,80044,1.0,0.02,0.0,260,406.78350829817384,0.0,0.0,0.0,0.6066708621774701,0.3933291378225299,242.94003303586322,0.13292414687544524,4533416.0,3022529.0,3417293.0,0.24619911342793166,0.7538008865720683,0.6073001887979861,0.39269981120201386,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,4,80045,1.0,0.02,0.0,260,407.5588115860277,0.0,0.0,0.0,0.6205160478288232,0.3794839521711768,242.58773508633365,0.13772907836855897,4556567.0,3103524.0,3395638.0,0.254781505462336,0.745218494537664,0.6211453744493391,0.3788546255506608,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,5,80046,1.0,0.02,0.0,260,397.88455756352806,0.0,0.0,0.0,0.565764631843927,0.434235368156073,241.39772241491616,0.107930848763223,4526218.0,2852676.0,3581432.0,0.20873630037262902,0.791263699627371,0.5663939584644431,0.43360604153555693,100.0,0.0,0.0
static_screen,static_s2,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,1,80042,1.0,0.02,0.0,260,338.3102696358566,0.0,0.0,0.0,0.7967275015733165,0.2032724984266835,242.76988972128933,0.1870007076134814,4528571.0,3785155.0,2657296.0,0.4132153387900952,0.5867846612099048,0.7973568281938326,0.2026431718061674,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,2,80043,1.0,0.02,0.0,260,360.9028534581046,0.0,0.0,0.0,0.7243549402139711,0.27564505978602893,243.09392911368587,0.16519000832242134,4523827.0,3495142.0,2935780.0,0.3510406122957399,0.6489593877042601,0.724984266834487,0.2750157331655129,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,3,80044,1.0,0.02,0.0,260,334.7379414532817,0.0,0.0,0.0,0.7709251101321586,0.2290748898678414,241.36689484502895,0.18729286111789725,4557974.0,3708905.0,2833907.0,0.37825292553226497,0.621747074467735,0.7715544367526747,0.22844556324732537,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,4,80045,1.0,0.02,0.0,260,329.1216127170338,0.0,0.0,0.0,0.7702957835116425,0.22970421648835748,240.8536934260995,0.18234687537074823,4535588.0,3685220.0,2872995.0,0.36656614313293,0.63343385686707,0.7702957835116425,0.22970421648835745,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,5,80046,1.0,0.02,0.0,260,372.40848060222964,0.0,0.0,0.0,0.7916928886091882,0.20830711139081182,240.4613842619999,0.21964587216769732,4566957.0,3801980.0,2700781.0,0.4086256997821526,0.5913743002178474,0.7916928886091882,0.20830711139081184,0.0,100.0,0.0
static_screen,static_s3,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,1,80042,1.0,0.02,0.0,260,297.64730600782525,0.0,0.0,0.0,0.8143486469477659,0.18565135305223412,242.1967655055948,0.21507405570928728,4573928.0,3902310.0,2487208.0,0.4562205614080501,0.5437794385919499,0.8143486469477659,0.1856513530522341,0.0,0.0,100.0
static_screen,static_s3,ppo,ReT_garrido2024_raw,resilience_index,1,v1,42,2,80043,1.0,0.02,0.0,260,325.2618926765518,0.0,0.0,0.0,0.7960981749528004,0.20390182504719956,243.45595340941006,0.19433707995646116,4527194.0,3789827.0,2666631.0,0.41097487759526097,0.589025122404739,0.7967275015733165,0.20327249842668346,0.0,0.0,100.0
