tape_id,family,relative_time,category,imbalance,prefix_hash,sb_inventory,allocation_a,service_rule_spt_full,service_rule_fifo_partial,service_rule_r24_age_partial,day_phase,cssu_A_inventory,cssu_A_inbound,cssu_A_outbound,cssu_A_backlog_qty,cssu_A_backlog_count,cssu_A_max_age,cssu_A_r24_share,cssu_A_demand_1d,cssu_A_demand_7d,cssu_A_delivered_7d,cssu_A_op10_up,cssu_A_op11_up,cssu_A_op12_up,cssu_B_inventory,cssu_B_inbound,cssu_B_outbound,cssu_B_backlog_qty,cssu_B_backlog_count,cssu_B_max_age,cssu_B_r24_share,cssu_B_demand_1d,cssu_B_demand_7d,cssu_B_delivered_7d,cssu_B_op10_up,cssu_B_op11_up,cssu_B_op12_up
dra1-cal-r24_mixed-830050,r24_mixed,12264.0,localized_r24_both_up,63572.0,e8c65b48541488da5375a6cf4fc0d0df3438a2f5e19c3c93bdf15016307410b1,842906.0,0.25,1.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,127730.0,40.0,11952.0,0.47229311829640647,2406.0,9740.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,64158.0,20.0,11472.0,0.474640730696094,0.0,5042.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830051,r24_mixed,2760.0,localized_r24_both_up,114424.0,2eb7a6201042bd484d03d6911588d2e7be2f88e8b03fe5a3649fead3eb97d008,88120.0,0.25,1.0,0.0,0.0,0.047619047619047616,0.0,2528.0,2435.0,12914.0,5.0,2736.0,0.0,0.0,4898.0,7448.0,1.0,1.0,1.0,0.0,0.0,0.0,127338.0,47.0,2640.0,0.15586077997141465,0.0,12349.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830052,r24_mixed,2064.0,localized_r24_both_up,57512.0,3d6639201c17bbd0b8db1984fd6a231adaa0a614ef517bbf973a65ad9ea45b0f,87941.0,0.25,1.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,35099.0,13.0,1896.0,0.14142853072737116,0.0,2409.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,92611.0,35.0,1968.0,0.10591614387059853,2514.0,12449.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830053,r24_mixed,3360.0,localized_r24_both_up,152104.0,748c7447a4383675b23d3d2015ab704f619b56fba90ef1f14e5535a99713ca31,110336.0,0.25,1.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,157241.0,58.0,3336.0,0.15944950744398725,2497.0,10086.0,0.0,1.0,1.0,1.0,0.0,0.0,2547.0,5137.0,2.0,408.0,0.0,0.0,5006.0,7455.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830054,r24_mixed,3120.0,localized_r24_both_up,144850.0,cc9f144dbc392bbbebbd417978b4d1c96a5467e612da46fe91835779f069c9d7,119957.0,0.25,1.0,0.0,0.0,0.19047619047619047,0.0,0.0,2507.0,7712.0,3.0,1152.0,0.0,0.0,10039.0,9902.0,1.0,1.0,1.0,0.0,0.0,0.0,152562.0,56.0,3000.0,0.1660505237215034,2598.0,5038.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830055,r24_mixed,2520.0,localized_r24_both_up,74331.0,60d45fc21973c7d778f7d511207a13ab01301d7e34dfdbd16373284ac50f4f44,110613.0,0.25,1.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,114869.0,44.0,2496.0,0.08730815102421019,2590.0,7706.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,40538.0,15.0,2160.0,0.12099758251517095,0.0,7580.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830056,r24_mixed,2280.0,localized_r24_both_up,63174.0,9bf297741d250d3535c090028f338f24046bef43b0992ab0f8fe3453c3cc11c0,105662.0,0.25,1.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,105867.0,40.0,2256.0,0.09368358411969735,2563.0,15166.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,42693.0,16.0,2016.0,0.11622514229498981,0.0,0.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830057,r24_mixed,4728.0,localized_r24_both_up,81221.0,35cfd35f5f4fce6b1dbb215215a35e5672607624753f4c7b7751b0b8909beb6e,283029.0,0.25,1.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,41593.0,16.0,3096.0,0.11961147308441324,0.0,5074.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,122814.0,44.0,4656.0,0.24488250525184424,4910.0,12605.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830058,r24_mixed,1032.0,localized_r24_both_up,42442.0,600bb8c57c22231b2f47acdef3f04c039c8e082b8778e60f464b46a50d9ff327,30228.0,0.25,1.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,45036.0,17.0,888.0,0.1112443378630429,2519.0,9996.0,0.0,1.0,1.0,1.0,0.0,2584.0,2475.0,2594.0,1.0,336.0,0.0,0.0,4927.0,7380.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830059,r24_mixed,3240.0,localized_r24_both_up,52776.0,14c268c0b9eb7728ffd3f3e9cf48b2746977b250601f5b80173f135e9a44e4ca,184911.0,0.25,1.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,54277.0,20.0,2160.0,0.18389004550730512,0.0,2445.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,107053.0,40.0,2832.0,0.1409582169579554,2539.0,12762.0,0.0,1.0,1.0,1.0
dra1-cal-r24_mixed-830060,r24_mixed,4056.0,localized_r24_both_up,73590.0,4dee1e4c792e16883a6e245f03afa2a86fb4fe0e275288c027428d314702494e,205647.0,0.25,1.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,118079.0,43.0,3408.0,0.2093090219259987,2486.0,9918.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,44489.0,17.0,2616.0,0.11317404302187058,0.0,5033.0,0.0,1.0,1.0,1.0
