time_offset,sb_inventory,queue_qty,queue_count,queue_occupancy,contingent_share,size_p25,size_p50,size_p75,age_p25,age_p50,age_p75,oldest_age,in_transit,op9_down,op10_down,op11_down,op12_down,recent_demand,recent_delivered,recent_fill,prior_rule,operational_day,day,r24,downstream,stratum,fallback,state_id,tape_id,tape_sha256,seed,family,risk_level,state_sha256,rule,horizon_hours,ret_excel,ret_excel_visible_clipped_0_1,ret_excel_full_ledger,ret_excel_visible_n,service_loss_auc,lost_orders,served_qty,ct_mean,terminal_open_orders,cohort_orders,risk_sha256,demand_sha256,pre_risk_sha256,pre_demand_sha256,raw_residual,ration_residual
0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,spt_flat,0.0,0,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:0:0,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,29e49acdb1211bacd00b799607cd9b125d749c27a60a986d206370454301500c,age_threshold,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c92440b7be24e34f7735c7b30f86258c6434e847557acb690d410d032670e45e,4a11101b4171c9221c009a7c6c60921162f996324085bc1d2f1df9de5298eda4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0,0.0
0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,spt_flat,0.0,0,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:0:0,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,29e49acdb1211bacd00b799607cd9b125d749c27a60a986d206370454301500c,age_threshold,672.0,0.006251087931657807,0.006251087931657807,0.004620369340790553,17.0,3643870.0,0.0,42721.0,99.6470588235294,6.0,23.0,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,spt_contingent,72.0,0.005927051671732523,0.005927051671732523,0.002222644376899696,3.0,906364.0,0.0,7414.0,86.0,5.0,8.0,d4279e36f7ee29acb20322771c265b3ef943fe8b17bc81e240d16a5377e81be7,0bd96db85de7e4c79b426bb343fc7e672e72c93c2d8d36913e5a96405443173a,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,spt_contingent,672.0,0.00597617655137633,0.00597617655137633,0.003984117700917553,20.0,11346478.0,0.0,49597.0,104.8,10.0,30.0,b396f10d888d49d937d7fd1877bbcad744fcb95b24068d8c80f8547e2221d8f5,c0f13d131f3ae20559fd795426601877920a9d25871b5968d5da7e13ef071e56,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,fifo_contingent,72.0,0.003982399465300212,0.003982399465300212,0.0014933997994875793,3.0,905998.0,0.0,7597.0,190.0,5.0,8.0,d4279e36f7ee29acb20322771c265b3ef943fe8b17bc81e240d16a5377e81be7,0bd96db85de7e4c79b426bb343fc7e672e72c93c2d8d36913e5a96405443173a,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,fifo_contingent,672.0,0.0050269585397020545,0.0050269585397020545,0.003351305693134703,20.0,11295120.0,0.0,49632.0,126.4,10.0,30.0,b396f10d888d49d937d7fd1877bbcad744fcb95b24068d8c80f8547e2221d8f5,c0f13d131f3ae20559fd795426601877920a9d25871b5968d5da7e13ef071e56,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,lpt_contingent,72.0,0.003982399465300212,0.003982399465300212,0.0014933997994875793,3.0,905998.0,0.0,7597.0,190.0,5.0,8.0,d4279e36f7ee29acb20322771c265b3ef943fe8b17bc81e240d16a5377e81be7,0bd96db85de7e4c79b426bb343fc7e672e72c93c2d8d36913e5a96405443173a,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,lpt_contingent,672.0,0.0050269585397020545,0.0050269585397020545,0.003351305693134703,20.0,11295120.0,0.0,49632.0,126.4,10.0,30.0,b396f10d888d49d937d7fd1877bbcad744fcb95b24068d8c80f8547e2221d8f5,c0f13d131f3ae20559fd795426601877920a9d25871b5968d5da7e13ef071e56,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,spt_flat,72.0,0.005927051671732523,0.005927051671732523,0.002222644376899696,3.0,906364.0,0.0,7414.0,86.0,5.0,8.0,d4279e36f7ee29acb20322771c265b3ef943fe8b17bc81e240d16a5377e81be7,0bd96db85de7e4c79b426bb343fc7e672e72c93c2d8d36913e5a96405443173a,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,spt_flat,672.0,0.00597617655137633,0.00597617655137633,0.003984117700917553,20.0,11346478.0,0.0,49597.0,104.8,10.0,30.0,b396f10d888d49d937d7fd1877bbcad744fcb95b24068d8c80f8547e2221d8f5,c0f13d131f3ae20559fd795426601877920a9d25871b5968d5da7e13ef071e56,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,fifo_flat,72.0,0.003982399465300212,0.003982399465300212,0.0014933997994875793,3.0,905998.0,0.0,7597.0,190.0,5.0,8.0,d4279e36f7ee29acb20322771c265b3ef943fe8b17bc81e240d16a5377e81be7,0bd96db85de7e4c79b426bb343fc7e672e72c93c2d8d36913e5a96405443173a,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,fifo_flat,672.0,0.0050269585397020545,0.0050269585397020545,0.003351305693134703,20.0,11295120.0,0.0,49632.0,126.4,10.0,30.0,b396f10d888d49d937d7fd1877bbcad744fcb95b24068d8c80f8547e2221d8f5,c0f13d131f3ae20559fd795426601877920a9d25871b5968d5da7e13ef071e56,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,age_threshold,72.0,0.005927051671732523,0.005927051671732523,0.002222644376899696,3.0,906364.0,0.0,7414.0,86.0,5.0,8.0,d4279e36f7ee29acb20322771c265b3ef943fe8b17bc81e240d16a5377e81be7,0bd96db85de7e4c79b426bb343fc7e672e72c93c2d8d36913e5a96405443173a,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
672.0,2275.0,10335.0,4.0,0.06666666666666667,0.0,2580.0,2587.0,2590.75,78.0,180.0,276.0,312.0,10004.0,0,0,0,0,15150.0,12471.0,0.8231683168316831,spt_flat,0.0,28,0.0,0.0,nominal,False,d1v2-selection-R1-current-810001:nominal:1:28,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,3248ed70a61ad4457d68793903c90eef898a73cd14e3d097ae93ae221b8e173b,age_threshold,672.0,0.00597617655137633,0.00597617655137633,0.003984117700917553,20.0,11346478.0,0.0,49597.0,104.8,10.0,30.0,b396f10d888d49d937d7fd1877bbcad744fcb95b24068d8c80f8547e2221d8f5,c0f13d131f3ae20559fd795426601877920a9d25871b5968d5da7e13ef071e56,3e627fa3f839cf2d2786a5c0ef95ac17c912173252b4a9cb9db3b376cb24d0b4,bd662427e084d3088e6959bc27236e9dcd82d9af75355e48ed04aab8eff78b24,0.0,0.0
6432.0,18.0,123768.0,48.0,0.8,0.0,2573.0,2580.0,2586.0,1344.0,2940.0,4140.0,6072.0,2536.0,0,0,0,0,14992.0,14905.0,0.9941969050160085,spt_flat,2.0,268,0.0,0.0,high_occupancy,False,d1v2-selection-R1-current-810001:high_occupancy:0:268,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,8e6b54757a489c22f816975c374046475050307c93676906491782781440835d,spt_contingent,72.0,0.007142857142857143,0.007142857142857143,0.00014005602240896358,1.0,8906800.0,0.0,2536.0,70.0,50.0,51.0,26102e42310a6408d39a8d24d4f4b9988c44c351acd69152f1e9667d50b7b5a3,bc172540a301b0d447b44c404e075bb7c98e35b8ac5d9e6d79fe988704253a12,766de7549d7d585b6a33139d1825f37bfe798ff3c530a83bdea1d780c32ad181,fb208f3f7912a9c8b3f87b5c56aefab3a8e55c70db09af41b32601b6860ff6c0,0.0,0.0
6432.0,18.0,123768.0,48.0,0.8,0.0,2573.0,2580.0,2586.0,1344.0,2940.0,4140.0,6072.0,2536.0,0,0,0,0,14992.0,14905.0,0.9941969050160085,spt_flat,2.0,268,0.0,0.0,high_occupancy,False,d1v2-selection-R1-current-810001:high_occupancy:0:268,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,8e6b54757a489c22f816975c374046475050307c93676906491782781440835d,spt_contingent,672.0,0.005135966597288249,0.005135966597288249,0.0013367584294311883,19.0,86383778.0,0.0,47447.0,135.68421052631578,54.0,73.0,de0dfaf37da1e50aeb1b7295e5c1632194d78ab7c98710122d4d1b8064319fa5,55922b344a1c5794b5b23cf150288f575e338979110c13527f09f632b89803ca,766de7549d7d585b6a33139d1825f37bfe798ff3c530a83bdea1d780c32ad181,fb208f3f7912a9c8b3f87b5c56aefab3a8e55c70db09af41b32601b6860ff6c0,0.0,0.0
6432.0,18.0,123768.0,48.0,0.8,0.0,2573.0,2580.0,2586.0,1344.0,2940.0,4140.0,6072.0,2536.0,0,0,0,0,14992.0,14905.0,0.9941969050160085,spt_flat,2.0,268,0.0,0.0,high_occupancy,False,d1v2-selection-R1-current-810001:high_occupancy:0:268,d1v2-selection-R1-current-810001,312b49d4c654fcf4a55362be1f696a286ac5233cdc5057f341f6f170c7977fa7,810001,R1,current,8e6b54757a489c22f816975c374046475050307c93676906491782781440835d,fifo_contingent,72.0,0.007142857142857143,0.007142857142857143,0.00014005602240896358,1.0,8906800.0,0.0,2536.0,70.0,50.0,51.0,26102e42310a6408d39a8d24d4f4b9988c44c351acd69152f1e9667d50b7b5a3,bc172540a301b0d447b44c404e075bb7c98e35b8ac5d9e6d79fe988704253a12,766de7549d7d585b6a33139d1825f37bfe798ff3c530a83bdea1d780c32ad181,fb208f3f7912a9c8b3f87b5c56aefab3a8e55c70db09af41b32601b6860ff6c0,0.0,0.0
