algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,garrido_cf_s2_reward_mean,best_static_reward_mean,best_garrido_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,garrido_cf_s2_fill_rate_mean,best_static_fill_rate_mean,best_garrido_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,garrido_cf_s2_backorder_rate_mean,best_static_backorder_rate_mean,best_garrido_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,garrido_cf_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,best_garrido_ret_thesis_corrected_total_mean,ppo_ret_unified_total_mean,static_s2_ret_unified_total_mean,garrido_cf_s2_ret_unified_total_mean,best_static_ret_unified_total_mean,best_garrido_ret_unified_total_mean,ppo_ret_garrido2024_sigmoid_total_mean,static_s2_ret_garrido2024_sigmoid_total_mean,garrido_cf_s2_ret_garrido2024_sigmoid_total_mean,best_static_ret_garrido2024_sigmoid_total_mean,best_garrido_ret_garrido2024_sigmoid_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_garrido_policy,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_garrido_cf_s2,ppo_beats_best_garrido,ppo_beats_best_static,ppo_meets_garrido_cf_s2_fill_rate,ppo_meets_unified_acceptance_gate,shift_collapse_flag,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,ReT_unified_v1,resilience_index,1,v5,ppo,1.0,0.02,0.0,heuristic_disruption,40.078489547498606,138.55704989806125,0.7927444325876056,0.20725556741239426,242.39980370341195,139.1935519810752,0.7963369965292623,0.2036630034707377,242.4431820651383,139.1935519810752,139.4002210552537,136.3309263291073,141.62693300564726,139.43179860107261,0.7963369965292623,0.7923327108980157,0.7873181426142667,0.8028466940442357,0.7946254838274732,0.2036630034707377,0.20766728910198431,0.21268185738573323,0.19715330595576439,0.20537451617252667,242.4431820651383,242.67508211862443,242.4258404623246,242.52806473593003,242.45098965166957,139.1935519810752,139.4002210552537,136.3309263291073,141.62693300564726,139.43179860107261,147.19903552096196,147.597700585197,146.18434514501658,146.5591587857099,139.1228690030073,25.58974358974359,68.89743589743591,5.512820512820514,garrido_cf_s3,heuristic_disruption,141.62693300564726,0.8028466940442357,heuristic_disruption,141.62693300564726,True,False,False,False,False,True,False,False,True,True,none,False,False,False
