phase,policy,algo,reward_mode,reward_family,frame_stack,observation_version,w_bo,w_cost,w_disr,seed_count,reward_total_mean,reward_total_std,reward_total_ci95_low,reward_total_ci95_high,service_loss_total_mean,service_loss_total_std,service_loss_total_ci95_low,service_loss_total_ci95_high,shift_cost_total_mean,shift_cost_total_std,shift_cost_total_ci95_low,shift_cost_total_ci95_high,mean_disruption_fraction_mean,mean_disruption_fraction_std,mean_disruption_fraction_ci95_low,mean_disruption_fraction_ci95_high,fill_rate_mean,fill_rate_std,fill_rate_ci95_low,fill_rate_ci95_high,backorder_rate_mean,backorder_rate_std,backorder_rate_ci95_low,backorder_rate_ci95_high,ret_thesis_corrected_total_mean,ret_thesis_corrected_total_std,ret_thesis_corrected_total_ci95_low,ret_thesis_corrected_total_ci95_high,ret_unified_total_mean,ret_unified_total_std,ret_unified_total_ci95_low,ret_unified_total_ci95_high,ret_garrido2024_raw_total_mean,ret_garrido2024_raw_total_std,ret_garrido2024_raw_total_ci95_low,ret_garrido2024_raw_total_ci95_high,ret_garrido2024_train_total_mean,ret_garrido2024_train_total_std,ret_garrido2024_train_total_ci95_low,ret_garrido2024_train_total_ci95_high,ret_garrido2024_sigmoid_total_mean,ret_garrido2024_sigmoid_total_std,ret_garrido2024_sigmoid_total_ci95_low,ret_garrido2024_sigmoid_total_ci95_high,order_level_ret_mean_mean,order_level_ret_mean_std,order_level_ret_mean_ci95_low,order_level_ret_mean_ci95_high,pct_steps_S1_mean,pct_steps_S1_std,pct_steps_S1_ci95_low,pct_steps_S1_ci95_high,pct_steps_S2_mean,pct_steps_S2_std,pct_steps_S2_ci95_low,pct_steps_S2_ci95_high,pct_steps_S3_mean,pct_steps_S3_std,pct_steps_S3_ci95_low,pct_steps_S3_ci95_high
heuristic_eval,heuristic_cycle_guard,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,137.71303308924837,0.8190957425049658,136.78613900029083,138.6399271782059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7900017789621373,0.004061240263357434,0.7854060529699227,0.7945975049543519,0.20999822103786278,0.004061240263357512,0.2054024950456481,0.21459394703007748,242.43501009939007,0.21447690571110817,242.19230663286544,242.6777135659147,137.71303308924837,0.8190957425049658,136.78613900029083,138.6399271782059,325.0869933466986,5.814973988556359,318.5067308233562,331.667255870041,304.96191891047744,4.776031210761775,299.55733081630234,310.36650700465253,143.79795911665414,1.1398333734653145,142.50811623085116,145.08780200245712,0.19919477618849413,0.0039929112966575605,0.19467637170102206,0.2037131806759662,0.0,0.0,0.0,0.0,48.3076923076923,0.9888430870909576,47.1887110155565,49.4266735998281,51.6923076923077,0.9888430870909576,50.5733264001719,52.8112889844435
heuristic_eval,heuristic_disruption,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,141.62693300564726,0.82067580007811,140.69825091322593,142.55561509806859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8028466940442357,0.00624485501609858,0.7957799753440301,0.8099134127444413,0.19715330595576439,0.006244855016098562,0.1900865872555588,0.20422002465596997,242.52806473593003,0.25626105468044025,242.238078053681,242.81805141817907,141.62693300564726,0.82067580007811,140.69825091322593,142.55561509806859,338.87667323179573,4.503099696821459,333.7809362203865,343.972410243205,304.4412740592067,2.3972029886041866,301.72858350929204,307.1539646091214,146.5591587857099,0.8529163837698988,145.59399303832896,147.52432453309086,0.2074333143343623,0.003922444629813218,0.20299465038707032,0.21187197828165427,0.0,0.0,0.0,0.0,77.97435897435898,0.5107329304369779,77.39641025641026,78.55230769230769,22.025641025641022,0.5107329304369759,21.447692307692304,22.60358974358974
heuristic_eval,heuristic_hysteresis,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,242.3968345232156,0.531470923148377,241.7954185573451,242.9982504890861,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,312.8977908979755,3.7670543180144485,308.6349676418426,317.1606141541084,308.43521757514264,4.243310527007255,303.63345968409794,313.23697546618735,141.24959142791704,0.7890043144888856,140.35674899532765,142.14243386050643,0.20133911667118065,0.0013874624948785402,0.19976905505515974,0.20290917828720156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
heuristic_eval,heuristic_tuned,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,242.3968345232156,0.531470923148377,241.7954185573451,242.9982504890861,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,312.8977908979755,3.7670543180144485,308.6349676418426,317.1606141541084,308.43521757514264,4.243310527007255,303.63345968409794,313.23697546618735,141.24959142791704,0.7890043144888856,140.35674899532765,142.14243386050643,0.20133911667118065,0.0013874624948785402,0.19976905505515974,0.20290917828720156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
ppo_eval,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,139.1935519810752,0.4532723418700189,138.68062604022924,139.70647792192113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963369965292623,0.004742281723813104,0.7909705995748219,0.8017033934837027,0.2036630034707377,0.004742281723813051,0.19829660651629735,0.20902940042517806,242.4431820651383,0.04502660287680299,242.39222966740672,242.49413446286988,139.1935519810752,0.4532723418700189,138.68062604022924,139.70647792192113,341.70661009676496,8.262535540520343,332.35667094448877,351.05654924904115,297.11730177513374,15.321893191684039,279.77894742405533,314.45565612621215,147.19903552096196,1.6038020497429846,145.38416265247582,149.0139083894481,0.20115244512227967,0.0033001109302930186,0.1974180180517175,0.20488687219284185,25.58974358974359,6.18708969512028,18.588392503826608,32.59109467566058,68.89743589743591,8.367867300323216,59.42830263820195,78.36656915666987,5.512820512820514,4.532318745961071,0.38401903467424336,10.641621990966783
random_eval,random,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,138.55704989806125,1.479332325317219,136.88302778222533,140.23107201389718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927444325876056,0.005633048698159632,0.7863700379104138,0.7991188272647974,0.20725556741239426,0.005633048698159702,0.20088117273520234,0.21362996208958618,242.39980370341195,0.6771109997535008,241.63358047617322,243.16602693065067,138.55704989806125,1.479332325317219,136.88302778222533,140.23107201389718,341.7020063769275,5.6390536115804455,335.32081650051094,348.08319625334406,300.23700790915694,4.395678308231048,295.2628296422817,305.2111861760322,147.13445679474577,1.0578418725510021,145.9373960265861,148.33151756290545,0.1991347598070986,0.0018856864381022252,0.19700090472471332,0.2012686148894839,33.60256410256411,0.7500821782723115,32.75376621338599,34.45136199174223,33.205128205128204,0.5443813780913439,32.5891026841698,33.82115372608661,33.192307692307686,1.2480754415067636,31.77997737574682,34.604638008868555
static_screen,garrido_cf_s1,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,100.41425613636467,1.6363061393502287,98.56260142790491,102.26591084482443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6352029740072862,0.007519364739344962,0.6266940117847505,0.6437119362298219,0.3647970259927138,0.0075193647393449895,0.356288063770178,0.3733059882152496,242.36074205375994,0.1598384969002602,242.17986776730396,242.5416163402159,100.41425613636467,1.6363061393502287,98.56260142790491,102.26591084482443,399.3050463128182,1.8985292680276897,397.1566582002563,401.4534344253801,269.39883295804003,1.0184171364804173,268.2463854785672,270.55128043751284,157.41901154366474,0.29034613617560906,157.09045396070158,157.7475691266279,0.14162658304480594,0.004068204260915872,0.13702297654749593,0.14623018954211595,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s2,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,136.3309263291073,1.303319410041141,134.85608157714177,137.80577108107286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7873181426142667,0.0032659224273940374,0.7836224034767543,0.7910138817517791,0.21268185738573323,0.003265922427394004,0.20898611824822083,0.21637759652324562,242.4258404623246,0.4621615539158596,241.90285543110227,242.94882549354693,136.3309263291073,1.303319410041141,134.85608157714177,137.80577108107286,336.9838169053391,5.57174896298535,330.67878940861135,343.28884440206684,298.62383531877333,5.500846059806527,292.3990420101093,304.84862862743734,146.18434514501658,1.069709845159732,144.97385450158336,147.3948357884498,0.19577169695680477,0.004766422170045371,0.19037798251582846,0.20116541139778107,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s3,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,139.43179860107261,3.7315619245134983,135.20913876910598,143.65445843303925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7946254838274732,0.01461522909497832,0.7780867951810558,0.8111641724738906,0.20537451617252667,0.014615229094978371,0.1888358275261092,0.22191320481894414,242.45098965166957,0.21343477382396206,242.20946546839104,242.6925138349481,139.43179860107261,3.7315619245134983,135.20913876910598,143.65445843303925,303.28358361604745,4.621107261249389,298.054308474424,308.5128587576709,301.1752080239112,5.7171779448775215,294.70561214197033,307.64480390585203,139.1228690030073,1.0055612532955205,137.98496932486472,140.2607686811499,0.20476679014033686,0.009444543972250781,0.19407928253102247,0.21545429774965125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
static_screen,static_s1,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,101.54844345814865,3.8314447316425793,97.21275558963858,105.88413132665873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435042787912637,0.015844391485861878,0.6255746619598277,0.6614338956226997,0.35649572120873635,0.01584439148586191,0.3385661043773003,0.3744253380401724,242.405886474108,0.6338172100121593,241.68865478194562,243.1231181662704,101.54844345814865,3.8314447316425793,97.21275558963858,105.88413132665873,399.7309214637323,2.337119907358708,397.08622132075396,402.3756216067106,270.521128637304,0.7899997412134302,269.62715977333534,271.41509750127267,157.461979641912,0.3774144098896327,157.03489503206617,157.88906425175782,0.14139110333516616,0.007004688272578281,0.1334645523620317,0.14931765430830063,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
