phase,policy,algo,reward_mode,reward_family,frame_stack,observation_version,seed,episode,eval_seed,w_bo,w_cost,w_disr,steps,reward_total,service_loss_total,shift_cost_total,mean_disruption_fraction,fill_rate,backorder_rate,ret_thesis_corrected_total,ret_garrido2024_raw_total,ret_garrido2024_train_total,ret_garrido2024_sigmoid_total,order_level_ret_mean,demanded_total,delivered_total,backorder_qty_total,flow_fill_rate,flow_backorder_rate,fill_rate_state_terminal,backorder_rate_state_terminal,pct_steps_S1,pct_steps_S2,pct_steps_S3
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,1,80011,1.0,0.02,0.0,260,99.29370438806517,0.0,0.0,0.0,0.6586102719033233,0.34138972809667667,240.68024066428612,398.12168954784175,279.2584377095766,157.1722100582157,0.14182734108208628,4508247.0,3205547.0,3262787.0,0.2762625916459325,0.7237374083540675,0.659214501510574,0.34078549848942596,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,2,80012,1.0,0.02,0.0,260,89.76273663572991,0.0,0.0,0.0,0.6164960866947622,0.3835039133052378,241.49215733503166,405.56285462604956,269.2607366418748,158.31308065846827,0.13267976485330685,4575454.0,3120395.0,3461841.0,0.2433885249420058,0.7566114750579942,0.617098133654425,0.38290186634557494,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,3,80013,1.0,0.02,0.0,260,89.45281595165883,0.0,0.0,0.0,0.6215888417222559,0.3784111582777441,242.30758811495295,407.8703820513774,278.1931270450776,158.63776810382336,0.13241316274010026,4589649.0,3130456.0,3425506.0,0.2536453223329278,0.7463546776670722,0.6215888417222559,0.3784111582777441,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,4,80014,1.0,0.02,0.0,260,91.03191906285582,0.0,0.0,0.0,0.6189042745334137,0.3810957254665863,240.9880742323467,384.14777861897545,267.67656040270947,155.01653249664867,0.13532422174040037,4565248.0,3127718.0,3423667.0,0.25005892341445635,0.7499410765855437,0.6195063214930765,0.38049367850692356,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,5,80015,1.0,0.02,0.0,260,87.32018424052787,0.0,0.0,0.0,0.6008428657435281,0.3991571342564719,241.06436611842298,401.13260336328494,266.360825555844,157.70569244560983,0.12893093448914347,4591417.0,3044857.0,3469187.0,0.24441909763369352,0.7555809023663065,0.6014449127031909,0.39855508729680916,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,6,80016,1.0,0.02,0.0,260,104.9158210484581,0.0,0.0,0.0,0.6381697772426249,0.3618302227573751,243.1119680947837,379.9788587690759,275.05345116767796,154.3619471585876,0.12974513101681714,4579531.0,3284978.0,3224005.0,0.29599668612353536,0.7040033138764646,0.6387718242022877,0.3612281757977122,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,7,80017,1.0,0.02,0.0,260,93.89331447027641,0.0,0.0,0.0,0.6086694762191451,0.39133052378085487,241.15976129566798,392.431493627839,263.16499552563243,156.37340078992992,0.13822282647744968,4553279.0,3060075.0,3363758.0,0.2612449182226698,0.7387550817773302,0.609271523178808,0.39072847682119205,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,8,80018,1.0,0.02,0.0,260,103.0367890243859,0.0,0.0,0.0,0.6315472606863335,0.3684527393136665,242.3117022431655,397.7584174706942,263.6994404595631,157.21425584845426,0.14468180894612015,4534419.0,3154996.0,3194635.0,0.2954698275567388,0.7045301724432612,0.6321493076459963,0.36785069235400364,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,9,80019,1.0,0.02,0.0,260,98.7829008758936,0.0,0.0,0.0,0.6628119293974437,0.3371880706025563,242.60354351250356,412.6458547437278,280.91032187389044,159.3670772475107,0.1467970373941945,4559829.0,3262508.0,3273120.0,0.282183608201097,0.717816391798903,0.663420572124163,0.3365794278758369,100.0,0.0,0.0
static_screen,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,11,10,80020,1.0,0.02,0.0,260,89.2524478440091,0.0,0.0,0.0,0.6116797110174594,0.38832028898254056,241.08667367003204,391.24349632045295,263.57183973007784,156.1805583678535,0.11392856442819616,4531920.0,3044800.0,3414404.0,0.24658775971332236,0.7534122402866776,0.6122817579771223,0.3877182420228778,100.0,0.0,0.0
static_screen,static_s2,ppo,ReT_seq_v1,resilience_index,1,v1,11,1,80011,1.0,0.02,0.0,260,130.58219273993925,0.0,0.0,0.0,0.7891238670694865,0.21087613293051355,242.698906448216,351.87017186039424,314.91843914810175,149.16786040616526,0.1986758845737255,4530002.0,3774562.0,2718638.0,0.39985942611062864,0.6001405738893714,0.7897280966767372,0.21027190332326284,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_seq_v1,resilience_index,1,v1,11,2,80012,1.0,0.02,0.0,260,128.86041864013865,0.0,0.0,0.0,0.7808549066827213,0.21914509331727872,242.13121271510803,319.86089784947114,272.2741540412106,143.061504896249,0.19381888620254453,4552136.0,3788995.0,2734655.0,0.3992589412970087,0.6007410587029913,0.7814569536423841,0.2185430463576159,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_seq_v1,resilience_index,1,v1,11,3,80013,1.0,0.02,0.0,260,133.1806177303364,0.0,0.0,0.0,0.7835051546391752,0.21649484536082475,241.81861553019323,354.3732499303755,315.0067146576553,149.5163207816969,0.19530467371891824,4550057.0,3767735.0,2614966.0,0.42528939747348216,0.5747106025265178,0.7841115827774409,0.21588841722255914,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_seq_v1,resilience_index,1,v1,11,4,80014,1.0,0.02,0.0,260,137.06644549211958,0.0,0.0,0.0,0.8031306441902468,0.19686935580975318,242.04038238893781,350.7015456172619,314.8182117699513,148.98661924799114,0.21558269696841728,4538311.0,3884165.0,2581036.0,0.43127828833237736,0.5687217116676226,0.8031306441902468,0.19686935580975315,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_seq_v1,resilience_index,1,v1,11,5,80015,1.0,0.02,0.0,260,139.6203144735516,0.0,0.0,0.0,0.8007224563515954,0.19927754364840455,242.7529766630199,367.85690697442885,315.2019079335676,151.8694603521429,0.21775029812125668,4560751.0,3855386.0,2468806.0,0.45868432633134326,0.5413156736686567,0.8013245033112583,0.1986754966887417,0.0,100.0,0.0
static_screen,static_s2,ppo,ReT_seq_v1,resilience_index,1,v1,11,6,80016,1.0,0.02,0.0,260,145.8435974809515,0.0,0.0,0.0,0.8266104756170981,0.1733895243829019,245.073837445626,318.96424255743017,284.02797236928967,142.95838661785328,0.20232540132307267,4532565.0,4031662.0,2398106.0,0.47091635751500527,0.5290836424849947,0.827212522576761,0.17278747742323902,0.0,100.0,0.0
