algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,garrido_cf_s2_reward_mean,best_static_reward_mean,best_garrido_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,garrido_cf_s2_fill_rate_mean,best_static_fill_rate_mean,best_garrido_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,garrido_cf_s2_backorder_rate_mean,best_static_backorder_rate_mean,best_garrido_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,garrido_cf_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,best_garrido_ret_thesis_corrected_total_mean,ppo_ret_garrido2024_sigmoid_total_mean,static_s2_ret_garrido2024_sigmoid_total_mean,garrido_cf_s2_ret_garrido2024_sigmoid_total_mean,best_static_ret_garrido2024_sigmoid_total_mean,best_garrido_ret_garrido2024_sigmoid_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_garrido_policy,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_garrido_cf_s2,ppo_beats_best_garrido,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,ReT_seq_v1,resilience_index,1,v1,ppo,1.0,0.02,0.0,heuristic_disruption,37.634478995737,133.2644865206108,0.7927444325876056,0.20725556741239426,242.39980370341195,122.87973901542627,0.7470165165357564,0.2529834834642435,242.06376660302215,122.87973901542627,134.01672187558665,130.98454211750908,135.86243937358037,132.17503140660526,0.7470165165357564,0.7923327108980157,0.7873181426142667,0.8028466940442357,0.7946254838274732,0.2529834834642435,0.20766728910198431,0.21268185738573323,0.19715330595576439,0.20537451617252667,242.06376660302215,242.67508211862443,242.4258404623246,242.52806473593003,242.45098965166957,151.95049930448383,147.597700585197,146.18434514501658,146.5591587857099,139.1228690030073,75.14102564102564,22.91025641025641,1.9487179487179487,garrido_cf_s3,heuristic_disruption,135.86243937358037,0.8028466940442357,heuristic_disruption,135.86243937358037,False,False,False,False,False,False,False,False,False,False,False
