state_id,campaign_id,campaign_sha256,family,risk_level,buffer_level,reference_shift,decision_week,branch_action,branch_shift,late_backlog_hours_increment,total_backlog_hours_increment,shift_hours_increment,extra_shift_hours_increment,ret_excel_final,obs_buffer_level_fraction,obs_effective_shift_fraction,obs_pending_shift_fraction,obs_raw_material_wdc,obs_raw_material_al,obs_rations_al,obs_rations_sb,obs_rations_sb_dispatch,obs_rations_cssu,obs_rations_theatre,obs_pending_batch,obs_in_transit,obs_pending_backorder_qty,obs_pending_backorder_count,obs_oldest_backorder_age_hours,obs_previous_week_demanded,obs_previous_week_produced,obs_previous_week_delivered,obs_rolling_fill_rate_4w,obs_previous_week_capacity_utilization,obs_fraction_operations_down,obs_previous_week_downtime_hours,obs_week_phase_sin,obs_week_phase_cos
I0:l-cal-006-700006:w99,l-cal-006-700006,c4ffa94f05917bd9b7a1e3bbdee45f056e3ab65403700d50c5c795cc0e545d2b,R1,current,0,2,99,1,2,197002586.0,199892618.0,1344.0,672.0,0.004156915941639153,0.0,0.5,0.5,2280000.0,34116.0,0.0,5485.0,0.0,0.0,0.0,878.0,9828.0,151490.0,59.0,16032.0,14901.0,12657.0,12463.0,0.7436984777450562,0.4113689661026001,0.0,25.0,-0.5680647492408752,0.8229838609695435
I0:l-cal-006-700006:w99,l-cal-006-700006,c4ffa94f05917bd9b7a1e3bbdee45f056e3ab65403700d50c5c795cc0e545d2b,R1,current,0,2,99,2,3,197070016.0,199960048.0,1512.0,840.0,0.004141790715099297,0.0,0.5,0.5,2280000.0,34116.0,0.0,5485.0,0.0,0.0,0.0,878.0,9828.0,151490.0,59.0,16032.0,14901.0,12657.0,12463.0,0.7436984777450562,0.4113689661026001,0.0,25.0,-0.5680647492408752,0.8229838609695435
I0:l-cal-007-700007:w1,l-cal-007-700007,d66daaac88f1607478ff75579ee551296c1a77012a4ec9ff7084a7d271a05488,R2,current,0,2,1,0,1,5676808.0,8700880.0,1176.0,504.0,0.0008070458217314376,0.0,0.0,0.5,1909392.0,153840.0,0.0,2475.0,0.0,0.0,0.0,3064.0,5076.0,0.0,0.0,0.0,12525.0,10372.0,7449.0,1.0,0.6742069721221924,0.0,0.0,0.1205366775393486,0.9927088618278503
I0:l-cal-007-700007:w1,l-cal-007-700007,d66daaac88f1607478ff75579ee551296c1a77012a4ec9ff7084a7d271a05488,R2,current,0,2,1,1,2,5435176.0,8459248.0,1344.0,672.0,0.000901699425503868,0.0,0.0,0.5,1909392.0,153840.0,0.0,2475.0,0.0,0.0,0.0,3064.0,5076.0,0.0,0.0,0.0,12525.0,10372.0,7449.0,1.0,0.6742069721221924,0.0,0.0,0.1205366775393486,0.9927088618278503
I0:l-cal-007-700007:w1,l-cal-007-700007,d66daaac88f1607478ff75579ee551296c1a77012a4ec9ff7084a7d271a05488,R2,current,0,2,1,2,3,6036592.0,9060664.0,1512.0,840.0,0.0009063666159330161,0.0,0.0,0.5,1909392.0,153840.0,0.0,2475.0,0.0,0.0,0.0,3064.0,5076.0,0.0,0.0,0.0,12525.0,10372.0,7449.0,1.0,0.6742069721221924,0.0,0.0,0.1205366775393486,0.9927088618278503
I0:l-cal-007-700007:w99,l-cal-007-700007,d66daaac88f1607478ff75579ee551296c1a77012a4ec9ff7084a7d271a05488,R2,current,0,2,99,0,1,254874482.0,257886794.0,1176.0,504.0,0.19972594872855948,0.0,0.5,0.5,2094000.0,0.0,0.0,1480.0,0.0,0.0,0.0,2884.0,2540.0,150861.0,59.0,16176.0,17595.0,12295.0,12380.0,0.6725618243217468,0.3996034860610962,0.0,0.0,-0.5680647492408752,0.8229838609695435
I0:l-cal-007-700007:w99,l-cal-007-700007,d66daaac88f1607478ff75579ee551296c1a77012a4ec9ff7084a7d271a05488,R2,current,0,2,99,1,2,254874482.0,257886794.0,1344.0,672.0,0.19972594872855948,0.0,0.5,0.5,2094000.0,0.0,0.0,1480.0,0.0,0.0,0.0,2884.0,2540.0,150861.0,59.0,16176.0,17595.0,12295.0,12380.0,0.6725618243217468,0.3996034860610962,0.0,0.0,-0.5680647492408752,0.8229838609695435
I0:l-cal-007-700007:w99,l-cal-007-700007,d66daaac88f1607478ff75579ee551296c1a77012a4ec9ff7084a7d271a05488,R2,current,0,2,99,2,3,255424872.0,258437184.0,1512.0,840.0,0.19913774791212505,0.0,0.5,0.5,2094000.0,0.0,0.0,1480.0,0.0,0.0,0.0,2884.0,2540.0,150861.0,59.0,16176.0,17595.0,12295.0,12380.0,0.6725618243217468,0.3996034860610962,0.0,0.0,-0.5680647492408752,0.8229838609695435
I0:l-cal-008-700008:w1,l-cal-008-700008,e72717bb81b6c4b0ad6a8315aab0772898ef98c56731ea306dfc1fcf6d0846e4,mixed,current,0,2,1,0,1,4774690.0,7768666.0,1176.0,504.0,0.004626692551283406,0.0,0.0,0.5,1914858.0,148374.0,0.0,2666.0,0.0,0.0,0.0,3064.0,4992.0,0.0,0.0,0.0,12334.0,10372.0,7342.0,1.0,0.6885517835617065,0.0,21.737348556518555,0.1205366775393486,0.9927088618278503
I0:l-cal-008-700008:w1,l-cal-008-700008,e72717bb81b6c4b0ad6a8315aab0772898ef98c56731ea306dfc1fcf6d0846e4,mixed,current,0,2,1,1,2,4169194.0,7163170.0,1344.0,672.0,0.004640986206416639,0.0,0.0,0.5,1914858.0,148374.0,0.0,2666.0,0.0,0.0,0.0,3064.0,4992.0,0.0,0.0,0.0,12334.0,10372.0,7342.0,1.0,0.6885517835617065,0.0,21.737348556518555,0.1205366775393486,0.9927088618278503
