state_id,campaign_id,buffer_level,reference_action,optimal_action,budget_lambda,obs_buffer_level_fraction,obs_effective_shift_fraction,obs_pending_shift_fraction,obs_raw_material_wdc,obs_raw_material_al,obs_rations_al,obs_rations_sb,obs_rations_sb_dispatch,obs_rations_cssu,obs_rations_theatre,obs_pending_batch,obs_in_transit,obs_pending_backorder_qty,obs_pending_backorder_count,obs_oldest_backorder_age_hours,obs_previous_week_demanded,obs_previous_week_produced,obs_previous_week_delivered,obs_rolling_fill_rate_4w,obs_previous_week_capacity_utilization,obs_fraction_operations_down,obs_previous_week_downtime_hours,obs_week_phase_sin,obs_week_phase_cos
I1344:l-cal-014-700014:w1,l-cal-014-700014,1344,0,0,0.0,1.0,0.0,0.0,1294830.0,1380354.0,0.0,133473.0,0.0,0.0,0.0,2828.0,5005.0,0.0,0.0,0.0,12527.0,15136.0,7522.0,1.0,0.9838793277740479,0.0,1.0,0.1205366775393486,0.9927088618278503
I1344:l-cal-014-700014:w99,l-cal-014-700014,1344,0,0,0.0,1.0,0.0,0.0,1841178.0,1410546.0,0.0,118840.0,0.0,0.0,0.0,2122.5,10027.0,0.0,0.0,0.0,15017.0,15113.0,15029.0,1.0,0.9823843240737915,0.0,2.099695920944214,-0.5680647492408752,0.8229838609695435
I1344:l-cal-015-700015:w1,l-cal-015-700015,1344,0,0,0.0,1.0,0.0,0.0,1300260.0,1391526.0,0.0,128413.0,0.0,0.0,0.0,1444.5,10051.0,0.0,0.0,0.0,12587.0,13752.5,7536.0,1.0,0.9535447955131531,0.0,6.3279242515563965,0.1205366775393486,0.9927088618278503
I1344:l-cal-015-700015:w99,l-cal-015-700015,1344,0,0,0.0,1.0,0.0,0.0,1739376.0,1411926.0,0.0,118528.0,0.0,0.0,0.0,455.0,9981.0,0.0,0.0,0.0,15017.0,14337.5,15116.0,1.0,0.9518040418624878,0.07692307978868484,271.8017883300781,-0.5680647492408752,0.8229838609695435
I1344:l-cal-016-700016:w1,l-cal-016-700016,1344,0,0,0.0,1.0,0.0,0.0,1293798.0,1378410.0,0.0,133591.0,0.0,0.0,0.0,3076.0,4900.0,0.0,0.0,0.0,12409.0,15384.0,7509.0,1.0,1.0,0.0,0.0,0.1205366775393486,0.9927088618278503
I1344:l-cal-016-700016:w99,l-cal-016-700016,1344,0,0,0.0,1.0,0.0,0.0,2280000.0,1193802.0,0.0,123627.0,0.0,0.0,0.0,3212.5,5120.0,0.0,0.0,0.0,15092.0,15384.0,34875.0,1.0,1.0,0.0,23.681087493896484,-0.5680647492408752,0.8229838609695435
I1344:l-cal-017-700017:w1,l-cal-017-700017,1344,0,0,0.0,1.0,0.0,0.0,1300272.0,1403124.0,0.0,128497.0,0.0,0.0,0.0,477.0,9971.0,0.0,0.0,0.0,12503.0,12785.0,7532.0,1.0,0.9497808218002319,0.0,7.2266974449157715,0.1205366775393486,0.9927088618278503
I1344:l-cal-017-700017:w99,l-cal-017-700017,1344,0,0,0.0,1.0,0.0,0.0,2051610.0,1242324.0,0.0,118361.0,0.0,0.0,0.0,3914.5,5087.0,0.0,0.0,0.0,17630.0,14268.5,19977.0,1.0,0.947223424911499,0.07692307978868484,317.9521789550781,-0.5680647492408752,0.8229838609695435
I1344:l-cal-018-700018:w1,l-cal-018-700018,1344,0,0,0.0,1.0,0.0,0.0,1298496.0,1380414.0,0.0,128529.0,0.0,0.0,0.0,2517.5,9924.0,0.0,0.0,0.0,12471.0,14825.5,7547.0,1.0,0.9842002391815186,0.0,1.0,0.1205366775393486,0.9927088618278503
I1344:l-cal-018-700018:w99,l-cal-018-700018,1344,0,0,0.0,1.0,0.0,0.0,1713882.0,1411086.0,0.0,123591.0,0.0,0.0,0.0,936.5,10056.0,0.0,0.0,0.0,15015.0,14726.5,14981.0,1.0,0.9776280522346497,0.0,28.495241165161133,-0.5680647492408752,0.8229838609695435
I1344:l-cal-019-700019:w1,l-cal-019-700019,1344,0,0,0.0,1.0,0.0,0.0,1293798.0,1378410.0,0.0,131081.0,0.0,0.0,0.0,3076.0,4879.0,0.0,0.0,0.0,14919.0,15384.0,10040.0,1.0,1.0,0.0,0.0,0.1205366775393486,0.9927088618278503
I1344:l-cal-019-700019:w99,l-cal-019-700019,1344,0,0,0.0,1.0,0.0,0.0,2280000.0,1255338.0,0.0,123850.0,0.0,0.0,0.0,2120.0,9853.0,0.0,0.0,0.0,15102.0,15384.0,15367.0,1.0,1.0,0.0,0.0,-0.5680647492408752,0.8229838609695435
I1344:l-cal-020-700020:w1,l-cal-020-700020,1344,0,0,0.0,1.0,0.0,0.0,1294590.0,1380402.0,0.0,133680.0,0.0,0.0,0.0,2844.0,4885.0,0.0,0.0,0.0,12320.0,15152.0,7435.0,1.0,0.9849193692207336,0.0,1.0,0.1205366775393486,0.9927088618278503
I1344:l-cal-020-700020:w99,l-cal-020-700020,1344,0,0,0.0,1.0,0.0,0.0,2069760.0,1410738.0,0.0,120838.0,0.0,0.0,0.0,1048.0,10026.0,0.0,0.0,0.0,17608.0,15049.0,17548.0,1.0,0.9782241582870483,0.0,25.0,-0.5680647492408752,0.8229838609695435
