risk_level,learned_phase,static_phase,learned_policy,best_static_policy,learned_fill_rate,static_s2_fill_rate,best_static_fill_rate,delta_fill_rate_vs_static_s2,delta_fill_rate_vs_best_static,learned_backorder_rate,static_s2_backorder_rate,best_static_backorder_rate,delta_backorder_rate_vs_static_s2,delta_backorder_rate_vs_best_static,learned_order_level_ret_mean,static_s2_order_level_ret_mean,best_static_order_level_ret_mean,delta_order_level_ret_mean_vs_static_s2,delta_order_level_ret_mean_vs_best_static,learned_pct_steps_S1,learned_pct_steps_S2,learned_pct_steps_S3
current,cross_eval_current,cross_eval_current,ppo,static_s2,0.9981120201384519,0.9952800503461297,0.9952800503461297,0.002831969792322253,0.002831969792322253,0.0018879798615481502,0.004719949653870348,0.004719949653870348,-0.0028319697923221976,-0.0028319697923221976,0.616573861600778,0.6491804151072678,0.6491804151072678,-0.03260655350648978,-0.03260655350648978,0.0,100.0,0.0
increased,ppo_eval,static_screen,ppo,static_s3,0.7718691000629326,0.7957835116425425,0.8042794210195091,-0.02391441157960983,-0.03241032095657648,0.22813089993706737,0.20421648835745754,0.1957205789804909,0.02391441157960983,0.03241032095657648,0.19723481620981897,0.1940905715111197,0.20678751375379076,0.0031442446986992834,-0.009552697543971783,0.0,100.0,0.0
severe,cross_eval_severe,cross_eval_severe,ppo,static_s3,0.5185651353052234,0.4974826935179358,0.47388294524858404,0.02108244178728763,0.04468219005663937,0.4814348646947766,0.5025173064820643,0.526117054751416,-0.021082441787287687,-0.044682190056639426,0.17661292178905266,0.163183979267427,0.16368864594344362,0.013428942521625659,0.01292427584560904,0.0,100.0,0.0
