algo,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,best_static_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,best_static_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,best_static_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,1,v1,ppo,4.0,0.02,0.0,static_s2,185.45768296291425,-174.19519443054426,0.8334783148162922,0.1665216851837079,242.91295525591914,-187.04205371801564,0.820875985250856,0.1791240147491439,242.99820082993506,-187.04205371801564,-171.35247163859816,-171.35247163859816,0.820875985250856,0.8361561149878657,0.8361561149878657,0.1791240147491439,0.1638438850121342,0.1638438850121342,242.99820082993506,243.0354559935081,243.0354559935081,41.06153846153846,19.742307692307694,39.19615384615385,heuristic_hysteresis,-178.08742827833896,0.834747291760463,static_s2,-171.35247163859816,False,False,False,False,False,False,False,False,False
