state_id,sequence_days,family,best_sequence,optimal_first_action,long_ret,long_service,delta_ret_vs_all_hold,realized_departure_pattern
dra2-smoke-assembly_scarcity-840002|prefix=threshold_1000__wait_24h,7,assembly_scarcity,DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|HOLD,DISPATCH_NOW,0.42441050174601636,7368985.0,0.14804265875389933,"[true, false, true, false, true, false, false]"
dra2-smoke-assembly_scarcity-840002|prefix=threshold_1000__wait_24h,10,assembly_scarcity,HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|HOLD|HOLD|HOLD|HOLD|DISPATCH_NOW,HOLD,0.47504455960842906,8214457.0,0.29483059626609576,"[false, true, false, true, false, false, false, false, false, true]"
dra2-smoke-op8_interruption-840003|prefix=threshold_1000__wait_24h,7,op8_interruption,HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD,HOLD,0.9354577080689965,7145443.0,0.036865520863833656,"[false, true, false, true, false, true, false]"
dra2-smoke-op8_interruption-840003|prefix=threshold_1000__wait_24h,10,op8_interruption,HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW,HOLD,0.9354577080689965,7145443.0,0.07849464350834723,"[false, true, false, true, false, true, false, true, false, true]"
dra2-smoke-r24_mixed-840004|prefix=threshold_1000__wait_24h,7,r24_mixed,HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|HOLD|DISPATCH_NOW,HOLD,0.2673549520444625,9771489.0,0.1361935932088195,"[false, true, false, true, false, false, true]"
dra2-smoke-r24_mixed-840004|prefix=threshold_1000__wait_24h,10,r24_mixed,HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD,HOLD,0.2673549520444625,9771489.0,0.0760249667308718,"[false, true, false, true, false, false, true, false, true, false]"
dra2-smoke-routine-840001|prefix=threshold_1000__wait_24h,7,routine,HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD,HOLD,0.9319957265479435,7521540.0,0.03788001759146864,"[false, true, false, true, false, true, false]"
dra2-smoke-routine-840001|prefix=threshold_1000__wait_24h,10,routine,HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW|HOLD|DISPATCH_NOW,HOLD,0.9319957265479435,7521540.0,0.07216225595188519,"[false, true, false, true, false, true, false, true, false, true]"
