op3_inventory_target,op5_inventory_target,op9_inventory_target,risk_frequency_scale,risk_impact_scale,demand_level
52662.857142857145,35108.571428571435,36000.00000000001,0.7142857142857143,0.7142857142857143,0.75
52662.857142857145,35108.571428571435,36000.00000000001,0.7142857142857143,1.5714285714285714,0.75
52662.857142857145,35108.571428571435,36000.00000000001,0.7142857142857143,1.5714285714285714,1.1785714285714286
122880.0,35108.571428571435,36000.00000000001,0.7142857142857143,1.5714285714285714,1.1785714285714286
122880.0,35108.571428571435,108000.00000000001,0.7142857142857143,1.5714285714285714,1.1785714285714286
122880.0,105325.71428571429,108000.00000000001,0.7142857142857143,1.5714285714285714,1.1785714285714286
122880.0,105325.71428571429,108000.00000000001,1.5714285714285714,1.5714285714285714,1.1785714285714286
35108.571428571435,35108.571428571435,54000.00000000001,0.9285714285714286,0.9285714285714286,1.0714285714285714
105325.71428571429,35108.571428571435,54000.00000000001,0.9285714285714286,0.9285714285714286,1.0714285714285714
105325.71428571429,105325.71428571429,54000.00000000001,0.9285714285714286,0.9285714285714286,1.0714285714285714
105325.71428571429,105325.71428571429,54000.00000000001,0.9285714285714286,0.9285714285714286,1.5
105325.71428571429,105325.71428571429,126000.0,0.9285714285714286,0.9285714285714286,1.5
105325.71428571429,105325.71428571429,126000.0,0.9285714285714286,1.7857142857142858,1.5
105325.71428571429,105325.71428571429,126000.0,1.7857142857142858,1.7857142857142858,1.5
35108.571428571435,0.0,36000.00000000001,0.5,1.1428571428571428,0.8571428571428572
105325.71428571429,0.0,36000.00000000001,0.5,1.1428571428571428,0.8571428571428572
105325.71428571429,0.0,36000.00000000001,1.3571428571428572,1.1428571428571428,0.8571428571428572
105325.71428571429,70217.14285714286,36000.00000000001,1.3571428571428572,1.1428571428571428,0.8571428571428572
105325.71428571429,70217.14285714286,36000.00000000001,1.3571428571428572,1.1428571428571428,1.2857142857142856
105325.71428571429,70217.14285714286,36000.00000000001,1.3571428571428572,2.0,1.2857142857142856
105325.71428571429,70217.14285714286,108000.00000000001,1.3571428571428572,2.0,1.2857142857142856
52662.857142857145,35108.571428571435,0.0,0.9285714285714286,0.9285714285714286,1.0714285714285714
