phase,policy,algo,reward_mode,reward_family,frame_stack,observation_version,w_bo,w_cost,w_disr,seed_count,reward_total_mean,reward_total_std,reward_total_ci95_low,reward_total_ci95_high,service_loss_total_mean,service_loss_total_std,service_loss_total_ci95_low,service_loss_total_ci95_high,shift_cost_total_mean,shift_cost_total_std,shift_cost_total_ci95_low,shift_cost_total_ci95_high,mean_disruption_fraction_mean,mean_disruption_fraction_std,mean_disruption_fraction_ci95_low,mean_disruption_fraction_ci95_high,fill_rate_mean,fill_rate_std,fill_rate_ci95_low,fill_rate_ci95_high,backorder_rate_mean,backorder_rate_std,backorder_rate_ci95_low,backorder_rate_ci95_high,ret_thesis_corrected_total_mean,ret_thesis_corrected_total_std,ret_thesis_corrected_total_ci95_low,ret_thesis_corrected_total_ci95_high,order_level_ret_mean_mean,order_level_ret_mean_std,order_level_ret_mean_ci95_low,order_level_ret_mean_ci95_high,pct_steps_S1_mean,pct_steps_S1_std,pct_steps_S1_ci95_low,pct_steps_S1_ci95_high,pct_steps_S2_mean,pct_steps_S2_std,pct_steps_S2_ci95_low,pct_steps_S2_ci95_high,pct_steps_S3_mean,pct_steps_S3_std,pct_steps_S3_ci95_low,pct_steps_S3_ci95_high
cross_eval_current,heuristic_disruption,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,213.15539018774172,3.04845858309342,211.2659359825898,215.04484439289362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984682190056638,0.0004143181098446863,0.9982114219806827,0.998725016030645,0.0015317809943360603,0.00041431810984470847,0.0012749839693548988,0.0017885780193172217,255.14007925551363,0.08184674697085328,255.08935011617098,255.19080839485628,0.6509908413553985,0.023009981735442924,0.6367291069196354,0.6652525757911617,75.29538461538462,0.7687280408499192,74.81892203936098,75.77184719140826,18.040769230769232,0.7128763121491725,17.598923914840213,18.48261454669825,6.663846153846154,0.16641203428389306,6.560702906399925,6.766989401292383
cross_eval_current,heuristic_hysteresis,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,215.14050791129776,1.2864549697780554,214.3431548601964,215.93786096239913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985349276274386,0.00020810748603244865,0.9984059412712557,0.9986639139836214,0.0014650723725613572,0.0002081074860324594,0.0013360860163784843,0.00159405872874423,255.14020883291883,0.05855335209626666,255.1039170892955,255.17650057654217,0.6806480352615859,0.022940985680491667,0.6664290650237322,0.6948670054994396,72.29230769230767,0.6851481649173026,71.8676484600863,72.71696692452905,0.0,0.0,0.0,0.0,27.70769230769231,0.6851481649173016,27.283033075470932,28.132351539913685
cross_eval_current,heuristic_tuned,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,215.7240881868403,0.9315384321832528,215.14671468479875,216.30146168888186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989074889867842,0.0003375652823584936,0.998698263857139,0.9991167141164293,0.0010925110132158594,0.0003375652823585268,0.0008832858835707025,0.0013017361428610164,255.15102589516295,0.05285792716568847,255.11826421248412,255.18378757784177,0.6740261595578614,0.006691548907709104,0.669878694575798,0.6781736245399248,72.93692307692308,0.38840525952653643,72.69618700296571,73.17765915088044,5.202307692307693,0.13708000226763978,5.117344626657642,5.287270757957744,21.860769230769233,0.43790563049917364,21.589352509021694,22.13218595251677
cross_eval_current,ppo,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,204.50435251386358,19.69992923423575,192.29420987349653,216.71449515423063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766784140969165,0.02968741336678558,0.9582779646576343,0.9950788635361987,0.023321585903083704,0.029687413366785584,0.004921136463801549,0.04172203534236586,255.19646559987487,0.08739310530864954,255.1422987920191,255.25063240773065,0.6086784837001649,0.12457303799612422,0.5314673148177326,0.6858896525825972,71.82153846153848,28.917486002636693,53.898294946562,89.74478197651496,17.145384615384614,17.73837089768615,6.151028427947985,28.139740802821244,11.033076923076923,18.274515313071348,-0.29358501580944996,22.359738861963294
cross_eval_current,random,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,211.25678508480732,1.7970903615525817,210.14293693889357,212.37063323072107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982265575833859,0.0006476447376822522,0.997825143216189,0.9986279719505827,0.0017734424166142258,0.0006476447376822656,0.0013720280494173712,0.0021748567838110805,255.15055455392653,0.1488371303856498,255.05830434477178,255.24280476308127,0.6597980838446158,0.011942697913307616,0.6523959229891909,0.6672002447000407,33.68307692307692,0.37517999186855344,33.45053795493861,33.915615891215225,32.62692307692307,0.30872156910732024,32.43557546596783,32.81827068787831,33.690000000000005,0.16899945341072203,33.58525305356413,33.79474694643588
cross_eval_current,static_s1,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,155.42373188402098,0.4124168648669946,155.16811326288564,155.67935050515632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848230333543109,0.0009864795983567382,0.8476189071534742,0.8488417599327437,0.1517696664568911,0.0009864795983567294,0.15115824006725642,0.1523810928465258,255.2035926611436,0.04614156443996828,255.1749938232106,255.2321914990766,0.3740946203405911,0.001079885583458163,0.373425300321594,0.3747639403595882,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross_eval_current,static_s2,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,212.01757739790827,1.2987253664826686,211.21261907613632,212.82253571968022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988835745752045,0.00025924386830572575,0.9987228935609218,0.9990442555894872,0.0011164254247954682,0.0002592438683057014,0.0009557444105128326,0.0012771064390781038,255.25388874331117,0.08827257990362074,255.19917683145397,255.30860065516836,0.6624037997472932,0.010926171704942374,0.6556316883633274,0.6691759111312591,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
cross_eval_current,static_s3,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,211.49634123802088,0.907772031165265,210.9336983039437,212.05898417209806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998712397734424,0.00036906427893946013,0.9984836493244306,0.9989411461444174,0.0012876022655758353,0.000369064278939453,0.0010588538555823842,0.0015163506755692864,255.2461583283592,0.07419824985937137,255.20016977664025,255.29214688007815,0.6871223972432301,0.0072290011679004874,0.6826418158991079,0.6916029785873523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
cross_eval_severe,heuristic_disruption,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,86.31937662387126,0.650148559298664,85.91641037195855,86.72234287578398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49219005663939586,0.0024788635116192942,0.4906536411171374,0.49372647216165433,0.5078099433606041,0.0024788635116192916,0.5062735278383457,0.5093463588828626,229.34310698103513,0.12310711087200371,229.26680440319754,229.41940955887273,0.16392084408118623,0.002207811294747496,0.16255242846347773,0.16528925969889474,0.0,0.0,0.0,0.0,60.089999999999996,0.3210774513774491,59.89099413387176,60.289005866128235,39.91,0.32107745137744864,39.71099413387176,40.109005866128236
cross_eval_severe,heuristic_hysteresis,ppo,ReT_seq_v1,resilience_index,1,v1,4.0,0.02,0.0,10,85.66809418892083,0.3203081700525235,85.46956512829763,85.86662324954403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939735682819383,0.0011734806967070447,0.49324623741073853,0.49470089915313803,0.5060264317180618,0.0011734806967070497,0.505299100846862,0.5067537625892616,229.36743835744338,0.09785111711769702,229.30678960671335,229.4280871081734,0.164956365601392,0.00035669717130632465,0.16473528240412363,0.1651774487986604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
