algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,best_static_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,best_static_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,best_static_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,ReT_seq_v1,resilience_index,1,v1,ppo,4.0,0.02,0.0,static_s2,40.21519899718996,132.07424124081103,0.7915770925110132,0.20842290748898679,242.55118870783522,133.07923031705292,0.7883209565764631,0.2116790434235368,242.66687067119193,133.07923031705292,132.52777942723105,132.52777942723105,0.7883209565764631,0.7922328508495908,0.7922328508495908,0.2116790434235368,0.20776714915040903,0.20776714915040903,242.66687067119193,242.6420209359237,242.6420209359237,72.86846153846152,13.438461538461539,13.693076923076925,heuristic_disruption,132.3463086566175,0.7933404657016991,static_s2,132.52777942723105,True,True,True,True,True,True,False,False,False
