algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,garrido_cf_s2_reward_mean,best_static_reward_mean,best_garrido_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,garrido_cf_s2_fill_rate_mean,best_static_fill_rate_mean,best_garrido_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,garrido_cf_s2_backorder_rate_mean,best_static_backorder_rate_mean,best_garrido_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,garrido_cf_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,best_garrido_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_garrido_policy,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_garrido_cf_s2,ppo_beats_best_garrido,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,ReT_garrido2024_train,resilience_index,1,v1,ppo,1.0,0.02,0.0,static_s3,37.91408893783864,300.23700790915694,0.7927444325876056,0.20725556741239426,242.39980370341195,305.52230891143745,0.7624063137820833,0.23759368621791668,242.17901787782367,305.52230891143745,302.9180155940178,298.62383531877333,308.43521757514264,301.1752080239112,0.7624063137820833,0.7923327108980157,0.7873181426142667,0.793371878417562,0.7946254838274732,0.23759368621791668,0.20766728910198431,0.21268185738573323,0.2066281215824379,0.20537451617252667,242.17901787782367,242.67508211862443,242.4258404623246,242.3968345232156,242.45098965166957,25.34615384615385,33.5,41.15384615384616,garrido_cf_s3,heuristic_hysteresis,308.43521757514264,0.793371878417562,static_s3,308.43521757514264,False,False,False,False,False,False,False,False,False,False,False
