policy,kind,order_ret_excel,order_level_ret_mean,flow_fill_rate,terminal_rolling_fill_rate_4w,ret_garrido2024_sigmoid_mean,assembly_cost_index,order_service_loss_auc_per_order,order_ctj_p99,order_rpj_p99,order_dpj_p99,pareto_nondominated_ret_cost_tail_flow
S1_op10_0.75_op12_2.50,dense_static,0.0039174408856841,0.0037689320331016,0.3494775701285297,0.5978731974959374,0.3239108740752779,0.3333333333333333,6500209.903551381,9429.926425364038,2390.9148103304674,9429.926425364038,False
S2_op10_0.75_op12_1.50,dense_static,0.0039167302258736,0.0037682153452022,0.3605406716177671,0.6465932155648867,0.5887224450344215,0.6666666666666666,6530779.048542611,8427.699075246466,2250.4787128188464,8427.699075246466,False
S3_op10_0.75_op12_2.00,dense_static,0.0039052489657054,0.0037589649739872,0.3486185029026613,0.6138597284754117,0.6797351641405722,1.0,6522156.092415513,9000.394124688904,2380.854778057146,9000.394124688904,False
S1_op10_2.50_op12_0.75,dense_static,0.0038979947004227,0.0037487964150673,0.3625611529186116,0.5480277669926484,0.3246215638816838,0.3333333333333333,6691928.641570753,8910.899838124347,2250.3938252465023,8910.899838124347,False
S3_op10_0.75_op12_2.50,dense_static,0.0038868809341831,0.0037413244584972,0.3420475320417863,0.6334853718678157,0.6794499030330092,1.0,6590966.667469064,10134.727088596792,2747.68601222662,10134.727088596792,False
S2_op10_2.00_op12_0.75,dense_static,0.0038726799844903,0.0037248441455312,0.3596376317578503,0.6513200948635738,0.5871880045924558,0.6666666666666666,6935759.865568395,7263.901124050963,1935.1986858835403,7263.901124050963,False
S2_op10_0.75_op12_0.75,dense_static,0.0038592991736029,0.0037133490064293,0.3593660412783935,0.6213836600383122,0.5833100116082404,0.6666666666666666,6912771.675624905,8234.894662612445,2223.732548181998,8234.894662612445,False
S2_op10_1.25_op12_0.75,dense_static,0.003852873606285,0.0037067584549365,0.3588979180426476,0.6208865543206533,0.5836857319568098,0.6666666666666666,6836363.2606329145,8198.76598407134,2221.309947349816,8198.76598407134,False
S2_op10_1.00_op12_0.75,dense_static,0.0038371381621755,0.0036923903398334,0.3561430212124884,0.5894731163978577,0.5836922421649988,0.6666666666666666,6921792.72488412,7995.842342655783,2160.827196003027,7995.842342655783,False
S3_op10_1.50_op12_0.75,dense_static,0.0038320963585493,0.0036869793818211,0.3513919298173955,0.6466096684336662,0.6770497180096516,1.0,6929202.858797429,8302.437411096698,2137.110899385875,8302.437411096698,False
S2_op10_1.50_op12_0.75,dense_static,0.003830558934561,0.0036859084988188,0.3492311054564429,0.5484253590305647,0.5862528070921595,0.6666666666666666,6930413.485671587,9457.95273546834,2567.795536998399,9457.95273546834,False
S3_op10_2.50_op12_0.75,dense_static,0.003821111170769,0.0036769062658656,0.3492214810784348,0.6249039381742477,0.6766314740477222,1.0,6927761.8015103955,7327.131273797764,1947.1925785988583,7327.131273797764,False
S3_op10_1.25_op12_0.75,dense_static,0.0038191143279334,0.0036739199114861,0.358587169202662,0.6528398235638936,0.6775320708072714,1.0,6835769.385373471,8479.621216537633,2315.948428935314,8479.621216537633,False
S1_op10_1.50_op12_0.75,dense_static,0.0038153138787781,0.0036708427516878,0.3526353669132376,0.6086267843842507,0.3327316807135193,0.3333333333333333,6765936.9395888625,7778.35970195522,2207.0330484060064,7778.35970195522,False
S3_op10_0.75_op12_0.75,dense_static,0.0038084617868857,0.0036641164571963,0.3512125341030749,0.6014932990074158,0.6775238120754544,1.0,6825020.026071655,8988.237952059495,2505.5990782352787,8988.237952059495,False
S3_op10_2.00_op12_0.75,dense_static,0.0038051682057321,0.0036617583704084,0.3585217948105489,0.6051136900981268,0.677518928485458,1.0,6883504.590741783,7560.13766201861,2082.4298275784713,7560.13766201861,False
S2_op10_2.50_op12_0.75,dense_static,0.0038023720083837,0.0036589666188277,0.3509118704852579,0.5588278549412886,0.5868399655246328,0.6666666666666666,6792442.851951068,7364.188127125152,2011.2543722577896,7364.188127125152,False
S3_op10_1.00_op12_0.75,dense_static,0.0038020138735138,0.0036580763308711,0.3602377614606903,0.6365934684872627,0.6774046625836887,1.0,6768108.633420577,8885.670748274666,2501.3754644849414,8885.670748274666,False
S1_op10_1.25_op12_0.75,dense_static,0.0037927559319034,0.0036498254709286,0.3540344249852762,0.5981201519568762,0.3236335888366324,0.3333333333333333,6884399.970593346,8765.176727307193,2378.670282938941,8765.176727307193,False
S1_op10_0.75_op12_0.75,dense_static,0.0037684868615622,0.0036264440809729,0.3496934425357472,0.6265346412857373,0.3291238406479956,0.3333333333333333,6905660.266766938,8997.640242696685,2366.7550201351687,8997.640242696685,False
S1_op10_2.00_op12_0.75,dense_static,0.0037302685509691,0.0035892941427254,0.3529266381677781,0.5166006252169609,0.324663639344643,0.3333333333333333,6957559.717556223,9107.504686579978,2505.261571209415,9107.504686579978,False
S3_op10_0.50_op12_1.00,dense_static,0.0023900596011433,0.0023102602348744,0.1448474052656735,0.3736100781708956,0.6773100862526367,1.0,12240595.392442131,7510.575642593339,1901.6981777738151,7510.575642593339,False
S2_op10_0.50_op12_2.00,dense_static,0.0023871525580839,0.0023051337823813,0.1376461835829527,0.3737935048838456,0.5869969257241487,0.6666666666666666,12109388.148906704,6734.907909108329,1634.3376566615746,6734.907909108329,False
S1_op10_0.50_op12_1.00,dense_static,0.002376630148542,0.0022964593687258,0.1337575530019008,0.3742652197678883,0.3430692704920509,0.3333333333333333,12255981.964591438,7333.877617218018,1893.0260286257476,7333.877617218018,False
S2_op10_0.50_op12_1.25,dense_static,0.0023725424705419,0.0022915737815871,0.1421977528068975,0.3771363481879234,0.5872320752492305,0.6666666666666666,12134000.145256452,7125.28603933763,1749.1952400483067,7125.28603933763,False
S2_op10_0.50_op12_2.50,dense_static,0.0023714694698666,0.0022902252537495,0.1370051900889102,0.3667684001227219,0.5870314967094359,0.6666666666666666,12135462.667826883,7529.774445346959,1855.756452708254,7529.774445346959,False
S3_op10_0.50_op12_0.75,dense_static,0.0023719000555085,0.0022901882518778,0.139383170111817,0.3569764574368795,0.6788451584225177,1.0,11915820.483162774,7902.852415447303,2178.594085545688,7902.852415447303,False
S1_op10_0.50_op12_0.75,dense_static,0.0023674689918324,0.0022881395474671,0.1435000601339212,0.3721646338701248,0.3373700660601465,0.3333333333333333,12154778.581797265,6972.61569642337,1928.2372900036432,6972.61569642337,False
S1_op10_0.50_op12_2.50,dense_static,0.0023670732586953,0.0022861048266792,0.1372551376778412,0.3504611824949582,0.3395100283813131,0.3333333333333333,12079910.241121575,7932.285511812812,2083.619658827307,7932.285511812812,False
S1_op10_0.50_op12_2.00,dense_static,0.0023660505640571,0.0022855960389345,0.1357062110621313,0.3685157681504885,0.3393663533743019,0.3333333333333333,12085487.01264206,7486.673128010763,1902.7879891102375,7486.673128010763,False
S3_op10_0.50_op12_1.50,dense_static,0.0023611829835432,0.002282928198024,0.1394372327580674,0.3325359125932057,0.6772679335765481,1.0,12203216.856019923,6943.448328992532,1824.993856116865,6943.448328992532,False
S2_op10_0.50_op12_1.50,dense_static,0.0023627441176406,0.0022819907584826,0.1386317789440302,0.3472069256007671,0.5871189659782716,0.6666666666666666,12151464.790901853,7326.559580050287,1807.7004801503667,7326.559580050287,False
S2_op10_0.50_op12_1.00,dense_static,0.0023621433142101,0.0022819885818976,0.1410886102666975,0.3785556813081105,0.5871141473744048,0.6666666666666666,12124860.283238787,7420.845711054602,2008.4928985413403,7420.845711054602,False
