policy,kind,order_ret_excel,order_level_ret_mean,flow_fill_rate,terminal_rolling_fill_rate_4w,ret_garrido2024_sigmoid_mean,assembly_cost_index,order_service_loss_auc_per_order,order_ctj_p99,order_rpj_p99,order_dpj_p99,pareto_nondominated_ret_cost_tail_flow
S1_op10_0.50_op12_1.25,dense_static,0.0023613445295718,0.0022813257860293,0.136774972559749,0.3271509359280268,0.3443670112477007,0.3333333333333333,12084843.024485309,8207.873689711021,2128.7955058140496,8207.873689711021,False
S1_op10_0.50_op12_1.50,dense_static,0.0023557166894902,0.0022761105918613,0.136109753214125,0.3599943459033966,0.3391799904179647,0.3333333333333333,12103807.018992111,7347.376852166044,1882.6190683632435,7347.376852166044,False
S2_op10_0.50_op12_0.75,dense_static,0.0023558311990408,0.0022753727703834,0.1402428927847898,0.3471000984311104,0.5853079860976474,0.6666666666666666,12258161.75709412,7034.398874676995,1893.1856741854256,7034.398874676995,False
S3_op10_0.50_op12_1.25,dense_static,0.002347508996858,0.0022700561717586,0.1337417416199687,0.357380926857392,0.6771684418719297,1.0,12198507.970834022,7198.569692059702,1861.040894929592,7198.569692059702,False
S1_op10_1.00_op12_0.50,dense_static,0.0023483370403481,0.0022685419927235,0.1322781497489637,0.3676198874910673,0.3354782937802935,0.3333333333333333,12360691.668999914,8200.24607185727,2060.7328591920914,8200.24607185727,False
S3_op10_0.50_op12_2.00,dense_static,0.0023426084385033,0.0022652639321948,0.1353144989857591,0.3680093576510747,0.676951991329752,1.0,12198290.867128458,7385.320407988732,1920.240709245122,7385.320407988732,False
S1_op10_1.50_op12_0.50,dense_static,0.0023277900092409,0.0022481395614316,0.1363795784808675,0.378776125361522,0.3447390915650981,0.3333333333333333,12358792.819036389,7364.593030522301,2083.67963831253,7364.593030522301,False
S3_op10_0.50_op12_2.50,dense_static,0.0023220566572201,0.0022455417813805,0.1351600863068165,0.3673018882671992,0.6770057114433553,1.0,12238823.806567464,7534.683748964436,2012.2305370693823,7534.683748964436,False
S2_op10_0.75_op12_0.50,dense_static,0.0023231712790918,0.0022439939480015,0.1346801761016482,0.3373406576613585,0.5860120067224702,0.6666666666666666,12493756.599736352,6955.857381066577,1876.2090148516656,6955.857381066577,False
S2_op10_1.00_op12_0.50,dense_static,0.0023223081562049,0.0022432316862236,0.1374982393142063,0.3381024281183878,0.585838911367396,0.6666666666666666,12483466.620775858,7332.451773967036,1892.0474220992244,7332.451773967036,False
S2_op10_0.50_op12_0.50,dense_static,0.0023204672982444,0.0022414254610407,0.1324277208369231,0.3373406576613585,0.5860999457686766,0.6666666666666666,12496393.891319169,6958.236660212245,1878.6716273306677,6958.236660212245,False
S2_op10_2.00_op12_0.50,dense_static,0.0023201359996582,0.0022402004728114,0.1357716937926531,0.3562573815385501,0.5855392780427544,0.6666666666666666,12446337.16519574,6581.242095572285,1738.7772288967346,6581.242095572285,False
S2_op10_1.25_op12_0.50,dense_static,0.0023168660772742,0.0022380628758591,0.1401568435434424,0.3577250065902869,0.5857097252750249,0.6666666666666666,12433761.360716878,6397.793854419222,1860.0067402421616,6397.793854419222,False
S1_op10_2.50_op12_0.50,dense_static,0.0023150122118705,0.0022361482853533,0.1360044924263228,0.3299241519222656,0.338668591817004,0.3333333333333333,12301402.958545525,8322.207727968573,2075.5985745199346,8322.207727968573,False
S3_op10_2.00_op12_0.50,dense_static,0.0023136394646563,0.0022351140921667,0.135936610910585,0.3683929478128751,0.6766281760496127,1.0,12463122.106111538,7527.799208740692,2064.82592209162,7527.799208740692,False
S3_op10_2.50_op12_0.50,dense_static,0.0023040612269202,0.0022262090782691,0.1344087597525318,0.3821046714981397,0.6764943567448177,1.0,12490258.672748294,7698.581120032647,2084.7673668525754,7698.581120032647,False
S2_op10_1.50_op12_0.50,dense_static,0.0022976151860208,0.0022191691924879,0.1344919366712676,0.332485040773948,0.5855658905948445,0.6666666666666666,12462807.893536411,7826.696717146893,2075.240579195278,7826.696717146893,False
S2_op10_2.50_op12_0.50,dense_static,0.0022915085155931,0.002214360213613,0.1332805968116231,0.3220548834651708,0.5861506684355291,0.6666666666666666,12378393.811217522,6922.891882539445,1923.923581725826,6922.891882539445,False
S1_op10_1.25_op12_0.50,dense_static,0.0022829407597329,0.0022057630138678,0.1351073718692357,0.3442092639704545,0.3428056089517062,0.3333333333333333,12403229.648619676,7177.281349470385,1978.438515947651,7177.281349470385,False
S3_op10_1.00_op12_0.50,dense_static,0.0022827452060554,0.002205184192805,0.1379249884089794,0.3895593389868736,0.6766752335384462,1.0,12385174.15879418,7955.461030569112,2333.279146213911,7955.461030569112,False
S3_op10_0.75_op12_0.50,dense_static,0.0022800844133882,0.0022026230027116,0.1353702567138484,0.3613614581525325,0.6767683035744274,1.0,12410030.734545264,7856.184737403724,2258.708844337746,7856.184737403724,False
S3_op10_0.50_op12_0.50,dense_static,0.0022789285484787,0.0022015010733442,0.1346068737806655,0.3583920292556286,0.6768373562831596,1.0,12409043.166196648,7839.593940180402,2244.167602228358,7839.593940180402,False
S1_op10_0.75_op12_0.50,dense_static,0.0022782429583388,0.0022011917741869,0.1335173455582434,0.3580699389179547,0.3435902167433892,0.3333333333333333,12416334.87642754,8963.051189729322,2362.454470979391,8963.051189729322,False
S1_op10_0.50_op12_0.50,dense_static,0.0022754946588504,0.0021985985017364,0.1326233402132653,0.3583055506149928,0.3442736383754254,0.3333333333333333,12457673.897126518,9226.36553514616,2383.9539572708063,9226.36553514616,False
S3_op10_1.50_op12_0.50,dense_static,0.0022718690724494,0.0021949341031717,0.1340775188339648,0.3489550751944383,0.6765072254858613,1.0,12489194.68143528,7319.255315179677,2030.2864688302457,7319.255315179677,False
S3_op10_1.25_op12_0.50,dense_static,0.002259869251685,0.0021832525519301,0.1373448769519072,0.3634136572480201,0.6769570691748147,1.0,12406892.971436149,7652.363758758154,2148.856043501162,7652.363758758154,False
S1_op10_2.00_op12_0.50,dense_static,0.0022505068807214,0.0021742400564687,0.1329594524188185,0.2812158644199371,0.3428087086429769,0.3333333333333333,12493019.817379495,7197.266926609571,1997.1740326860236,7197.266926609571,False
ppo,ppo,0.0058926521894338,0.0056660208639699,0.9613204626333758,0.9960367242495218,0.9385255968544496,0.6820512820512821,113169.94034865825,1206.9374607759098,328.1738132742468,1206.9374607759098,True
