phase,policy,algo,reward_mode,reward_family,frame_stack,observation_version,w_bo,w_cost,w_disr,seed_count,reward_total_mean,reward_total_std,reward_total_ci95_low,reward_total_ci95_high,service_loss_total_mean,service_loss_total_std,service_loss_total_ci95_low,service_loss_total_ci95_high,shift_cost_total_mean,shift_cost_total_std,shift_cost_total_ci95_low,shift_cost_total_ci95_high,mean_disruption_fraction_mean,mean_disruption_fraction_std,mean_disruption_fraction_ci95_low,mean_disruption_fraction_ci95_high,fill_rate_mean,fill_rate_std,fill_rate_ci95_low,fill_rate_ci95_high,backorder_rate_mean,backorder_rate_std,backorder_rate_ci95_low,backorder_rate_ci95_high,ret_thesis_corrected_total_mean,ret_thesis_corrected_total_std,ret_thesis_corrected_total_ci95_low,ret_thesis_corrected_total_ci95_high,ret_unified_total_mean,ret_unified_total_std,ret_unified_total_ci95_low,ret_unified_total_ci95_high,ret_garrido2024_raw_total_mean,ret_garrido2024_raw_total_std,ret_garrido2024_raw_total_ci95_low,ret_garrido2024_raw_total_ci95_high,ret_garrido2024_train_total_mean,ret_garrido2024_train_total_std,ret_garrido2024_train_total_ci95_low,ret_garrido2024_train_total_ci95_high,ret_garrido2024_sigmoid_total_mean,ret_garrido2024_sigmoid_total_std,ret_garrido2024_sigmoid_total_ci95_low,ret_garrido2024_sigmoid_total_ci95_high,order_level_ret_mean_mean,order_level_ret_mean_std,order_level_ret_mean_ci95_low,order_level_ret_mean_ci95_high,pct_steps_S1_mean,pct_steps_S1_std,pct_steps_S1_ci95_low,pct_steps_S1_ci95_high,pct_steps_S2_mean,pct_steps_S2_std,pct_steps_S2_ci95_low,pct_steps_S2_ci95_high,pct_steps_S3_mean,pct_steps_S3_std,pct_steps_S3_ci95_low,pct_steps_S3_ci95_high
heuristic_eval,heuristic_cycle_guard,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,451.7931830798603,2.4117357924351053,449.06404711426603,454.52231904545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7951094791495512,0.0030737332250046208,0.7916312225679991,0.7985877357311033,0.20489052085044868,0.003073733225004619,0.20141226426889658,0.20836877743200077,849.4272158455473,1.3483584623695979,847.9014046079694,850.9530270831251,451.7931830798603,2.4117357924351053,449.06404711426603,454.52231904545454,1108.4534900315646,18.472010851551527,1087.5504419738354,1129.3565380892937,1019.8984194376029,17.57007701021283,1000.0160056022064,1039.7808332729994,497.5194760688203,3.8994947829699056,493.10678231802393,501.9321698196167,0.1789191749070507,0.0029691169249099615,0.17555930281358031,0.18227904700052108,0.0,0.0,0.0,0.0,54.67032967032967,0.8978768446512257,53.65428637193098,55.686372968728364,45.32967032967033,0.8978768446512274,44.313627031271636,46.34571362806902
heuristic_eval,heuristic_disruption,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,450.20721191909087,5.996820406733732,443.4211708019161,456.9932530362656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7911882284913717,0.00928351533045658,0.780682941944244,0.8016935150384994,0.2088117715086282,0.009283515330456533,0.1983064849615006,0.2193170580557558,848.7141357491579,1.3062304435291998,847.2359968526952,850.1922746456206,450.20721191909087,5.996820406733732,443.4211708019161,456.9932530362656,1135.9280308188263,11.166960582782856,1123.291425329767,1148.5646363078856,1015.0501915429253,14.72097902905801,998.3918355808088,1031.7085475050417,503.2686093426616,2.196215502301829,500.7833575442149,505.7538611411083,0.17765444184389897,0.0027882720292552194,0.17449921501483673,0.18080966867296122,0.0,0.0,0.0,0.0,77.23809523809523,1.2981149576767905,75.76913987839782,78.70705059779263,22.76190476190476,1.2981149576767859,21.292949402207366,24.230860121602152
heuristic_eval,heuristic_hysteresis,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,447.5496181207756,0.8706732845089027,446.56435854860825,448.534877692943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,849.1991026197587,1.762361927475386,847.2048023586133,851.1934028809042,447.5496181207756,0.8706732845089027,446.56435854860825,448.534877692943,1053.9826897997352,22.235998033707098,1028.820289276832,1079.1450903226385,1031.7661576394423,22.93923396513046,1005.8079707460895,1057.7243445327952,485.5906960680418,4.86123356056526,480.08969243866125,491.0916996974223,0.1793846552334523,0.002436250681466752,0.17662777805940613,0.18214153240749845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
heuristic_eval,heuristic_tuned,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,447.5496181207756,0.8706732845089027,446.56435854860825,448.534877692943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,849.1991026197587,1.762361927475386,847.2048023586133,851.1934028809042,447.5496181207756,0.8706732845089027,446.56435854860825,448.534877692943,1053.9826897997352,22.235998033707098,1028.820289276832,1079.1450903226385,1031.7661576394423,22.93923396513046,1005.8079707460895,1057.7243445327952,485.5906960680418,4.86123356056526,480.08969243866125,491.0916996974223,0.1793846552334523,0.002436250681466752,0.17662777805940613,0.18214153240749845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
ppo_eval,ppo,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,455.3646770056254,8.264728616307353,446.0122561544731,464.71709785677774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7992005325953365,0.010921806040127989,0.7868413455870191,0.8115597196036539,0.2007994674046635,0.010921806040127997,0.18844028039634614,0.21315865441298087,850.0703331706763,2.3656939940716297,847.3932984046531,852.7473679366996,455.3646770056254,8.264728616307353,446.0122561544731,464.71709785677774,1117.3343365698618,22.967023841940776,1091.3447024705088,1143.3239706692148,1013.568931373649,19.859110899667797,991.0962318470209,1036.0416309002771,499.9501413180378,4.671677320315743,494.66364076747317,505.2366418686025,0.18171444014929994,0.0056433648836082765,0.17532837160931436,0.18810050868928552,41.82783882783883,8.915239976811682,31.739295074854248,51.91638258082342,42.64102564102564,2.2096748911143833,40.14054311034101,45.14150817171028,15.531135531135531,11.1207289077579,2.946846107316931,28.11542495495413
random_eval,random,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,453.2347004656038,3.0173997643595776,449.8201911958406,456.649209735367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7938929570010586,0.006230702136431665,0.7868422537918686,0.8009436602102485,0.20610704299894153,0.006230702136431694,0.19905633978975146,0.2131577462081316,849.2415649213981,0.9754603432180797,848.1377276295862,850.34540221321,453.2347004656038,3.0173997643595776,449.8201911958406,456.649209735367,1160.495169709497,18.508414786998824,1139.550926720785,1181.4394126982093,1010.268645261734,18.10123269477746,989.7851721865061,1030.752118336962,508.3043927036701,3.7458681282026354,504.0655438782235,512.5432415291167,0.18109819530238172,0.005075939546344584,0.17535422897797598,0.18684216162678746,33.483516483516475,0.6466731859254693,32.75173688509178,34.21529608194117,33.27106227106227,0.29122606901539905,32.94150895035376,33.60061559177078,33.24542124542125,0.6997104075471613,32.45362438080306,34.03721811003943
static_screen,garrido_cf_s1,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,357.71084404838547,5.824910140318018,351.11933771085023,364.3023503859207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6352029740072862,0.007519364739344962,0.6266940117847505,0.6437119362298219,0.3647970259927138,0.0075193647393449895,0.356288063770178,0.3733059882152496,849.1821491900249,0.5884459753159352,848.5162598832106,849.8480384968392,357.71084404838547,5.824910140318018,351.11933771085023,364.3023503859207,1343.7987439260219,3.224581233550306,1340.1497867533224,1347.4477010987214,899.1700380257927,2.8532985951164354,895.9412267103337,902.3988493412517,542.4915541840182,0.5207794810885741,541.9022367237721,543.0808716442643,0.12465693102662763,0.0030400679312928805,0.12121677031119371,0.12809709174206155,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s2,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,446.2280579490416,4.77605367391788,440.82344443541245,451.63267146267077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7873181426142667,0.0032659224273940374,0.7836224034767543,0.7910138817517791,0.21268185738573323,0.003265922427394004,0.20898611824822083,0.21637759652324562,849.2982120909159,1.5891432882868324,847.4999271725802,851.0964970092515,446.2280579490416,4.77605367391788,440.82344443541245,451.63267146267077,1131.3741085692718,21.09781747726635,1107.4996805936378,1155.2485365449058,996.0301609619765,20.425212953983838,972.9168566553901,1019.143465268563,502.2907738411629,4.167539201999396,497.57475927610284,507.00678840622294,0.17460182767357746,0.004665124862147696,0.16932274192744765,0.17988091341970727,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s3,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,453.8518619449613,9.147927146267653,443.50000787212883,464.20371601779374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7946254838274732,0.01461522909497832,0.7780867951810558,0.8111641724738906,0.20537451617252667,0.014615229094978371,0.1888358275261092,0.22191320481894414,849.4678224577942,0.7999931401263064,848.5625449983827,850.3730999172058,453.8518619449613,9.147927146267653,443.50000787212883,464.20371601779374,1022.9327067122587,20.444824605319052,999.797209733004,1046.0682036915134,1008.8519337394342,24.03004366518622,981.6593794691162,1036.0444880097523,478.4312973846883,4.55538847148235,473.27639005455194,483.5862047148247,0.18108805900653932,0.009690870814021724,0.17012180633515095,0.1920543116779277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
static_screen,static_s1,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,361.5070982463756,8.012635092170946,352.4399480727047,370.57424842004656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435042787912637,0.015844391485861878,0.6255746619598277,0.6614338956226997,0.35649572120873635,0.01584439148586191,0.3385661043773003,0.3744253380401724,849.2532191557639,2.2593423233303187,846.6965326345739,851.8099056769538,361.5070982463756,8.012635092170946,352.4399480727047,370.57424842004656,1340.3871623370526,9.071338757842875,1330.121976184501,1350.6523484896043,899.7030933429172,2.188654117967624,897.2263980563409,902.1797886294935,541.9275371832445,1.4850215692352646,540.2470770818537,543.6079972846352,0.12445162121588149,0.006664409511522401,0.11691013190996546,0.13199311052179752,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,static_s2,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,452.11449207168863,4.5451961602023125,446.9711184275282,457.25786571584905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7923327108980157,0.005358291922925457,0.7862692327811844,0.798396189014847,0.20766728910198431,0.005358291922925531,0.20160381098515293,0.2137307672188157,850.1162544245932,1.2628931289048395,848.6871563162485,851.5453525329378,452.11449207168863,4.5451961602023125,446.9711184275282,457.25786571584905,1153.781033127979,6.451179547979187,1146.480836240691,1161.0812300152672,1009.2068040153208,9.293805200926004,998.6898733836017,1019.7237346470399,507.0400469449148,1.15512540459704,505.73289949686273,508.3471943929669,0.1799466276380474,0.0030884385498234045,0.17645173041493972,0.18344152486115506,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s3,ppo,ReT_unified_v1,resilience_index,1,v5,1.0,0.02,0.0,3,447.5496181207756,0.8706732845089027,446.56435854860825,448.534877692943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,849.1991026197587,1.762361927475386,847.2048023586133,851.1934028809042,447.5496181207756,0.8706732845089027,446.56435854860825,448.534877692943,1053.9826897997352,22.235998033707098,1028.820289276832,1079.1450903226385,1031.7661576394423,22.93923396513046,1005.8079707460895,1057.7243445327952,485.5906960680418,4.86123356056526,480.08969243866125,491.0916996974223,0.1793846552334523,0.002436250681466752,0.17662777805940613,0.18214153240749845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
