w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,ppo_reward_mean,static_s2_reward_mean,best_static_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,best_static_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,best_static_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,ppo_beats_static_s2,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
4.0,0.02,0.0,static_s2,186.07181945386063,-172.04797610868877,-170.09987474342088,-170.09987474342088,0.8379189510193011,0.8373501686955921,0.8373501686955921,0.16208104898069897,0.16264983130440794,0.16264983130440794,243.1763300259523,242.99667234002877,242.99667234002877,12.00769230769231,24.569230769230767,63.42307692307693,False,False,False,False,False
