family,state_id,tape_id,decision_week,prefix,horizon_weeks,action,ret_excel,service_loss,lost_orders,resource,mass_residual
production,production|1100026|w36|pS1,1100026,36,S1,8,S2,0.005404304180343087,373808262.0,0.0,1344.0,0.0
production,production|1100026|w36|pS1,1100026,36,S1,8,S3,0.0054536771240057515,374116536.0,0.0,2688.0,0.0
production,production|1100026|w44|pS2,1100026,44,S2,4,S1,0.00559037725836348,95822358.0,0.0,0.0,0.0
production,production|1100026|w44|pS2,1100026,44,S2,4,S2,0.00557502124102523,95822670.0,0.0,672.0,0.0
production,production|1100026|w44|pS2,1100026,44,S2,4,S3,0.005550991179439023,95822298.0,0.0,1344.0,0.0
production,production|1100026|w44|pS2,1100026,44,S2,8,S1,0.005650648548934846,96196260.0,0.0,0.0,0.0
production,production|1100026|w44|pS2,1100026,44,S2,8,S2,0.005618193814314204,96196236.0,0.0,1344.0,0.0
production,production|1100026|w44|pS2,1100026,44,S2,8,S3,0.005507148915602645,96196560.0,0.0,2688.0,0.0
production,production|1100027|w12|pS3,1100027,12,S3,4,S1,0.00446679950802004,85252026.0,0.0,0.0,0.0
production,production|1100027|w12|pS3,1100027,12,S3,4,S2,0.004468272882687565,84162756.0,0.0,672.0,0.0
production,production|1100027|w12|pS3,1100027,12,S3,4,S3,0.004519782626884402,83448948.0,0.0,1344.0,0.0
production,production|1100027|w12|pS3,1100027,12,S3,8,S1,0.004445770721219867,122833224.0,0.0,0.0,0.0
production,production|1100027|w12|pS3,1100027,12,S3,8,S2,0.004383557934460706,118887780.0,0.0,1344.0,0.0
production,production|1100027|w12|pS3,1100027,12,S3,8,S3,0.004515754798268405,117079248.0,0.0,2688.0,0.0
production,production|1100027|w24|pS1,1100027,24,S1,4,S1,0.004845962958541534,282992640.0,0.0,0.0,0.0
production,production|1100027|w24|pS1,1100027,24,S1,4,S2,0.004938144063506074,280241640.0,0.0,672.0,0.0
production,production|1100027|w24|pS1,1100027,24,S1,4,S3,0.004927736672511066,280241640.0,0.0,1344.0,0.0
production,production|1100027|w24|pS1,1100027,24,S1,8,S1,0.004858519952207569,345722274.0,0.0,0.0,0.0
production,production|1100027|w24|pS1,1100027,24,S1,8,S2,0.004776546729224835,328875078.0,0.0,1344.0,0.0
production,production|1100027|w24|pS1,1100027,24,S1,8,S3,0.004811368387322763,329166234.0,0.0,2688.0,0.0
production,production|1100027|w36|pS2,1100027,36,S2,4,S1,0.004930904567724635,230338794.0,0.0,0.0,0.0
production,production|1100027|w36|pS2,1100027,36,S2,4,S2,0.00494892377998692,230338794.0,0.0,672.0,0.0
production,production|1100027|w36|pS2,1100027,36,S2,4,S3,0.004924845311395676,230338794.0,0.0,1344.0,0.0
production,production|1100027|w36|pS2,1100027,36,S2,8,S1,0.0050193981143802505,237991554.0,0.0,0.0,0.0
production,production|1100027|w36|pS2,1100027,36,S2,8,S2,0.0050654715623827925,238052454.0,0.0,1344.0,0.0
production,production|1100027|w36|pS2,1100027,36,S2,8,S3,0.005002683807549153,238052028.0,0.0,2688.0,0.0
production,production|1100027|w44|pS3,1100027,44,S3,4,S1,0.005044536525178572,224094000.0,0.0,0.0,0.0
production,production|1100027|w44|pS3,1100027,44,S3,4,S2,0.005060667461729476,224093904.0,0.0,672.0,0.0
production,production|1100027|w44|pS3,1100027,44,S3,4,S3,0.005032346946157684,224093070.0,0.0,1344.0,0.0
production,production|1100027|w44|pS3,1100027,44,S3,8,S1,0.005131020659121005,224469816.0,0.0,0.0,0.0
production,production|1100027|w44|pS3,1100027,44,S3,8,S2,0.005092064648052816,224515068.0,0.0,1344.0,0.0
production,production|1100027|w44|pS3,1100027,44,S3,8,S3,0.005077925153473671,224469096.0,0.0,2688.0,0.0
production,production|1100028|w12|pS1,1100028,12,S1,4,S1,0.004395658222248988,122797968.0,0.0,0.0,0.0
production,production|1100028|w12|pS1,1100028,12,S1,4,S2,0.004216581760668674,122797968.0,0.0,672.0,0.0
production,production|1100028|w12|pS1,1100028,12,S1,4,S3,0.004302519727313943,122797968.0,0.0,1344.0,0.0
production,production|1100028|w12|pS1,1100028,12,S1,8,S1,0.004511134392930657,165756756.0,0.0,0.0,0.0
production,production|1100028|w12|pS1,1100028,12,S1,8,S2,0.004323896474145852,161916690.0,0.0,1344.0,0.0
production,production|1100028|w12|pS1,1100028,12,S1,8,S3,0.004405832152487846,162210156.0,0.0,2688.0,0.0
production,production|1100028|w24|pS2,1100028,24,S2,4,S1,0.004474629479998238,252836982.0,0.0,0.0,0.0
production,production|1100028|w24|pS2,1100028,24,S2,4,S2,0.004477495893759824,252836982.0,0.0,672.0,0.0
production,production|1100028|w24|pS2,1100028,24,S2,4,S3,0.004461698750333686,252836982.0,0.0,1344.0,0.0
production,production|1100028|w24|pS2,1100028,24,S2,8,S1,0.004635264586715098,283200204.0,0.0,0.0,0.0
production,production|1100028|w24|pS2,1100028,24,S2,8,S2,0.004589743258716837,283326252.0,0.0,1344.0,0.0
production,production|1100028|w24|pS2,1100028,24,S2,8,S3,0.004574278081405229,283495716.0,0.0,2688.0,0.0
production,production|1100028|w36|pS3,1100028,36,S3,4,S1,0.004823177479909292,269585184.0,0.0,0.0,0.0
production,production|1100028|w36|pS3,1100028,36,S3,4,S2,0.004831574743640005,269585184.0,0.0,672.0,0.0
production,production|1100028|w36|pS3,1100028,36,S3,4,S3,0.004845196790965492,269585184.0,0.0,1344.0,0.0
production,production|1100028|w36|pS3,1100028,36,S3,8,S1,0.004903806474718729,276317676.0,0.0,0.0,0.0
production,production|1100028|w36|pS3,1100028,36,S3,8,S2,0.004873499924659632,277189776.0,0.0,1344.0,0.0
production,production|1100028|w36|pS3,1100028,36,S3,8,S3,0.004918721146733335,276654906.0,0.0,2688.0,0.0
production,production|1100028|w44|pS1,1100028,44,S1,4,S1,0.004937025581124364,550454592.0,0.0,0.0,0.0
production,production|1100028|w44|pS1,1100028,44,S1,4,S2,0.00494191113908832,548340156.0,0.0,672.0,0.0
production,production|1100028|w44|pS1,1100028,44,S1,4,S3,0.00497701830736439,546774174.0,0.0,1344.0,0.0
production,production|1100028|w44|pS1,1100028,44,S1,8,S1,0.0048694020687661006,626549880.0,0.0,0.0,0.0
production,production|1100028|w44|pS1,1100028,44,S1,8,S2,0.00491281725866627,616929480.0,0.0,1344.0,0.0
production,production|1100028|w44|pS1,1100028,44,S1,8,S3,0.005034874998808479,609017484.0,0.0,2688.0,0.0
production,production|1100029|w12|pS2,1100029,12,S2,4,S1,0.005027556193268547,92622168.0,0.0,0.0,0.0
production,production|1100029|w12|pS2,1100029,12,S2,4,S2,0.005351777527961567,92621784.0,0.0,672.0,0.0
production,production|1100029|w12|pS2,1100029,12,S2,4,S3,0.0050616731145062,92622168.0,0.0,1344.0,0.0
production,production|1100029|w12|pS2,1100029,12,S2,8,S1,0.0053254406699412195,116072886.0,0.0,0.0,0.0
production,production|1100029|w12|pS2,1100029,12,S2,8,S2,0.005497014240293017,117002934.0,0.0,1344.0,0.0
production,production|1100029|w12|pS2,1100029,12,S2,8,S3,0.005272215984100436,117434106.0,0.0,2688.0,0.0
production,production|1100029|w24|pS3,1100029,24,S3,4,S1,0.0053420881279156295,103989312.0,0.0,0.0,0.0
production,production|1100029|w24|pS3,1100029,24,S3,4,S2,0.00537045382820233,103989312.0,0.0,672.0,0.0
production,production|1100029|w24|pS3,1100029,24,S3,4,S3,0.005341002813232232,103989312.0,0.0,1344.0,0.0
production,production|1100029|w24|pS3,1100029,24,S3,8,S1,0.005386429463192141,106920744.0,0.0,0.0,0.0
production,production|1100029|w24|pS3,1100029,24,S3,8,S2,0.005425542659200886,107465550.0,0.0,1344.0,0.0
production,production|1100029|w24|pS3,1100029,24,S3,8,S3,0.005412768329703457,106718952.0,0.0,2688.0,0.0
production,production|1100029|w36|pS1,1100029,36,S1,4,S1,0.005278897209906869,362386476.0,0.0,0.0,0.0
production,production|1100029|w36|pS1,1100029,36,S1,4,S2,0.00533135417623997,360491868.0,0.0,672.0,0.0
production,production|1100029|w36|pS1,1100029,36,S1,4,S3,0.00529203949320619,360491616.0,0.0,1344.0,0.0
production,production|1100029|w36|pS1,1100029,36,S1,8,S1,0.005372071097571233,410834958.0,0.0,0.0,0.0
production,production|1100029|w36|pS1,1100029,36,S1,8,S2,0.005347574802760687,401887530.0,0.0,1344.0,0.0
production,production|1100029|w36|pS1,1100029,36,S1,8,S3,0.005276479624923556,401905488.0,0.0,2688.0,0.0
production,production|1100029|w44|pS2,1100029,44,S2,4,S1,0.005606598471951966,169033470.0,0.0,0.0,0.0
production,production|1100029|w44|pS2,1100029,44,S2,4,S2,0.005619712626575224,169033572.0,0.0,672.0,0.0
production,production|1100029|w44|pS2,1100029,44,S2,4,S3,0.00563757915157165,169033434.0,0.0,1344.0,0.0
production,production|1100029|w44|pS2,1100029,44,S2,8,S1,0.0056349772097847245,169408830.0,0.0,0.0,0.0
production,production|1100029|w44|pS2,1100029,44,S2,8,S2,0.005629539642392952,169409124.0,0.0,1344.0,0.0
production,production|1100029|w44|pS2,1100029,44,S2,8,S3,0.005699479851500589,169408794.0,0.0,2688.0,0.0
production,production|1100030|w12|pS3,1100030,12,S3,4,S1,0.005626510743325914,71163570.0,0.0,0.0,0.0
production,production|1100030|w12|pS3,1100030,12,S3,4,S2,0.005564734115624241,71163870.0,0.0,672.0,0.0
production,production|1100030|w12|pS3,1100030,12,S3,4,S3,0.00557717746714545,71162886.0,0.0,1344.0,0.0
production,production|1100030|w12|pS3,1100030,12,S3,8,S1,0.005663034785661725,86907852.0,0.0,0.0,0.0
production,production|1100030|w12|pS3,1100030,12,S3,8,S2,0.0056469969292906414,86518554.0,0.0,1344.0,0.0
production,production|1100030|w12|pS3,1100030,12,S3,8,S3,0.005556600480653591,85478232.0,0.0,2688.0,0.0
production,production|1100030|w24|pS1,1100030,24,S1,4,S1,0.005999965718285321,210542448.0,0.0,0.0,0.0
production,production|1100030|w24|pS1,1100030,24,S1,4,S2,0.005974148187049663,209400618.0,0.0,672.0,0.0
production,production|1100030|w24|pS1,1100030,24,S1,4,S3,0.0059231942635588454,209400216.0,0.0,1344.0,0.0
production,production|1100030|w24|pS1,1100030,24,S1,8,S1,0.005976311838801389,255466458.0,0.0,0.0,0.0
production,production|1100030|w24|pS1,1100030,24,S1,8,S2,0.005814363206893649,246871752.0,0.0,1344.0,0.0
production,production|1100030|w24|pS1,1100030,24,S1,8,S3,0.0057970248358416585,245419620.0,0.0,2688.0,0.0
production,production|1100030|w36|pS2,1100030,36,S2,4,S1,0.005724088427034459,93113100.0,0.0,0.0,0.0
production,production|1100030|w36|pS2,1100030,36,S2,4,S2,0.005748141828762576,93113376.0,0.0,672.0,0.0
production,production|1100030|w36|pS2,1100030,36,S2,4,S3,0.0057020125415269225,93113376.0,0.0,1344.0,0.0
production,production|1100030|w36|pS2,1100030,36,S2,8,S1,0.005737814057078071,93486384.0,0.0,0.0,0.0
production,production|1100030|w36|pS2,1100030,36,S2,8,S2,0.005768320564646395,93486930.0,0.0,1344.0,0.0
production,production|1100030|w36|pS2,1100030,36,S2,8,S3,0.0057534167806478865,93471366.0,0.0,2688.0,0.0
production,production|1100030|w44|pS3,1100030,44,S3,4,S1,0.005798754470208818,103737030.0,0.0,0.0,0.0
production,production|1100030|w44|pS3,1100030,44,S3,4,S2,0.0058234099327225215,103737030.0,0.0,672.0,0.0
production,production|1100030|w44|pS3,1100030,44,S3,4,S3,0.005831821289824369,103736928.0,0.0,1344.0,0.0
production,production|1100030|w44|pS3,1100030,44,S3,8,S1,0.005848782001876251,104111352.0,0.0,0.0,0.0
production,production|1100030|w44|pS3,1100030,44,S3,8,S2,0.005866072417338074,104111580.0,0.0,1344.0,0.0
production,production|1100030|w44|pS3,1100030,44,S3,8,S3,0.00571769594386263,104110746.0,0.0,2688.0,0.0
production,production|1100031|w12|pS1,1100031,12,S1,4,S1,0.006175157582658206,91348242.0,0.0,0.0,0.0
production,production|1100031|w12|pS1,1100031,12,S1,4,S2,0.006082162744691503,89806434.0,0.0,672.0,0.0
production,production|1100031|w12|pS1,1100031,12,S1,4,S3,0.00590009392983645,89806434.0,0.0,1344.0,0.0
production,production|1100031|w12|pS1,1100031,12,S1,8,S1,0.0060171240533911175,126421938.0,0.0,0.0,0.0
production,production|1100031|w12|pS1,1100031,12,S1,8,S2,0.005885267191223107,117429672.0,0.0,1344.0,0.0
production,production|1100031|w12|pS1,1100031,12,S1,8,S3,0.005764288089100839,117201012.0,0.0,2688.0,0.0
production,production|1100031|w24|pS2,1100031,24,S2,4,S1,0.005599815045375116,87448746.0,0.0,0.0,0.0
production,production|1100031|w24|pS2,1100031,24,S2,4,S2,0.005621425046443305,87449334.0,0.0,672.0,0.0
production,production|1100031|w24|pS2,1100031,24,S2,4,S3,0.005609827004053293,87448776.0,0.0,1344.0,0.0
production,production|1100031|w24|pS2,1100031,24,S2,8,S1,0.005631165926955963,87827910.0,0.0,0.0,0.0
production,production|1100031|w24|pS2,1100031,24,S2,8,S2,0.005680958110597186,87828096.0,0.0,1344.0,0.0
production,production|1100031|w24|pS2,1100031,24,S2,8,S3,0.0057123114704660085,87827880.0,0.0,2688.0,0.0
production,production|1100031|w36|pS3,1100031,36,S3,4,S1,0.005499169640777916,97709082.0,0.0,0.0,0.0
production,production|1100031|w36|pS3,1100031,36,S3,4,S2,0.005528706640593127,97709472.0,0.0,672.0,0.0
production,production|1100031|w36|pS3,1100031,36,S3,4,S3,0.005472366369481199,97709154.0,0.0,1344.0,0.0
production,production|1100031|w36|pS3,1100031,36,S3,8,S1,0.0053828170694142545,98083530.0,0.0,0.0,0.0
production,production|1100031|w36|pS3,1100031,36,S3,8,S2,0.00539393048151075,100179756.0,0.0,1344.0,0.0
production,production|1100031|w36|pS3,1100031,36,S3,8,S3,0.005485022479068802,98084256.0,0.0,2688.0,0.0
production,production|1100031|w44|pS1,1100031,44,S1,4,S1,0.005796643610192232,461781972.0,0.0,0.0,0.0
production,production|1100031|w44|pS1,1100031,44,S1,4,S2,0.005829360483686278,461414244.0,0.0,672.0,0.0
production,production|1100031|w44|pS1,1100031,44,S1,4,S3,0.005773771184447416,461414244.0,0.0,1344.0,0.0
production,production|1100031|w44|pS1,1100031,44,S1,8,S1,0.005674701232930939,522719856.0,0.0,0.0,0.0
production,production|1100031|w44|pS1,1100031,44,S1,8,S2,0.005809008313944048,521991480.0,0.0,1344.0,0.0
production,production|1100031|w44|pS1,1100031,44,S1,8,S3,0.005690346164473362,518082108.0,0.0,2688.0,0.0
production,production|1100032|w12|pS2,1100032,12,S2,4,S1,0.005418694387979362,92280066.0,0.0,0.0,0.0
production,production|1100032|w12|pS2,1100032,12,S2,4,S2,0.0054759475261949115,92280492.0,0.0,672.0,0.0
production,production|1100032|w12|pS2,1100032,12,S2,4,S3,0.005315092365796359,92280492.0,0.0,1344.0,0.0
production,production|1100032|w12|pS2,1100032,12,S2,8,S1,0.005374976390465937,115432314.0,0.0,0.0,0.0
production,production|1100032|w12|pS2,1100032,12,S2,8,S2,0.005417799033559144,115664676.0,0.0,1344.0,0.0
production,production|1100032|w12|pS2,1100032,12,S2,8,S3,0.005310944945588451,115679898.0,0.0,2688.0,0.0
production,production|1100032|w24|pS3,1100032,24,S3,4,S1,0.005447815639360109,97814202.0,0.0,0.0,0.0
production,production|1100032|w24|pS3,1100032,24,S3,4,S2,0.005442843258208206,97814664.0,0.0,672.0,0.0
production,production|1100032|w24|pS3,1100032,24,S3,4,S3,0.005483082987049171,97814406.0,0.0,1344.0,0.0
production,production|1100032|w24|pS3,1100032,24,S3,8,S1,0.005482815873465881,98999436.0,0.0,0.0,0.0
production,production|1100032|w24|pS3,1100032,24,S3,8,S2,0.005493096123618882,98563254.0,0.0,1344.0,0.0
production,production|1100032|w24|pS3,1100032,24,S3,8,S3,0.005546041294613535,99000096.0,0.0,2688.0,0.0
production,production|1100032|w36|pS1,1100032,36,S1,4,S1,0.005286719738141244,342603456.0,0.0,0.0,0.0
production,production|1100032|w36|pS1,1100032,36,S1,4,S2,0.005256903224096563,342250914.0,0.0,672.0,0.0
production,production|1100032|w36|pS1,1100032,36,S1,4,S3,0.005288481866146543,342542676.0,0.0,1344.0,0.0
production,production|1100032|w36|pS1,1100032,36,S1,8,S1,0.005268384105523338,397394364.0,0.0,0.0,0.0
production,production|1100032|w36|pS1,1100032,36,S1,8,S2,0.005202887544167328,391434030.0,0.0,1344.0,0.0
production,production|1100032|w36|pS1,1100032,36,S1,8,S3,0.0052704534365293435,395651130.0,0.0,2688.0,0.0
production,production|1100032|w44|pS2,1100032,44,S2,4,S1,0.00546723485141506,171582990.0,0.0,0.0,0.0
production,production|1100032|w44|pS2,1100032,44,S2,4,S2,0.005485735010931909,171582762.0,0.0,672.0,0.0
production,production|1100032|w44|pS2,1100032,44,S2,4,S3,0.005477945104792338,171582786.0,0.0,1344.0,0.0
production,production|1100032|w44|pS2,1100032,44,S2,8,S1,0.005528411390258471,171943674.0,0.0,0.0,0.0
production,production|1100032|w44|pS2,1100032,44,S2,8,S2,0.0055042725050308775,171958476.0,0.0,1344.0,0.0
production,production|1100032|w44|pS2,1100032,44,S2,8,S3,0.0055402668974161165,171958260.0,0.0,2688.0,0.0
production,production|1100033|w12|pS3,1100033,12,S3,4,S1,0.005110682051998451,63414144.0,0.0,0.0,0.0
production,production|1100033|w12|pS3,1100033,12,S3,4,S2,0.005086784358370183,63414018.0,0.0,672.0,0.0
production,production|1100033|w12|pS3,1100033,12,S3,4,S3,0.005110773938316317,63414018.0,0.0,1344.0,0.0
production,production|1100033|w12|pS3,1100033,12,S3,8,S1,0.005320523306382199,76451772.0,0.0,0.0,0.0
production,production|1100033|w12|pS3,1100033,12,S3,8,S2,0.005293048892222982,76140840.0,0.0,1344.0,0.0
production,production|1100033|w12|pS3,1100033,12,S3,8,S3,0.005207284239978918,76016292.0,0.0,2688.0,0.0
production,production|1100033|w24|pS1,1100033,24,S1,4,S1,0.005219905792281891,247842504.0,0.0,0.0,0.0
production,production|1100033|w24|pS1,1100033,24,S1,4,S2,0.005175722373820534,245162058.0,0.0,672.0,0.0
production,production|1100033|w24|pS1,1100033,24,S1,4,S3,0.005133186659695232,245162616.0,0.0,1344.0,0.0
production,production|1100033|w24|pS1,1100033,24,S1,8,S1,0.00526997438516778,299891856.0,0.0,0.0,0.0
production,production|1100033|w24|pS1,1100033,24,S1,8,S2,0.005192878791384968,283995210.0,0.0,1344.0,0.0
production,production|1100033|w24|pS1,1100033,24,S1,8,S3,0.005142104736598552,285371814.0,0.0,2688.0,0.0
production,production|1100033|w36|pS2,1100033,36,S2,4,S1,0.005542527691436872,78452226.0,0.0,0.0,0.0
production,production|1100033|w36|pS2,1100033,36,S2,4,S2,0.00560691413610656,78452214.0,0.0,672.0,0.0
production,production|1100033|w36|pS2,1100033,36,S2,4,S3,0.005599593034508279,78452532.0,0.0,1344.0,0.0
production,production|1100033|w36|pS2,1100033,36,S2,8,S1,0.0056263074539762625,78824832.0,0.0,0.0,0.0
production,production|1100033|w36|pS2,1100033,36,S2,8,S2,0.005638166436683051,78824736.0,0.0,1344.0,0.0
production,production|1100033|w36|pS2,1100033,36,S2,8,S3,0.005679346603624418,78825054.0,0.0,2688.0,0.0
production,production|1100033|w44|pS3,1100033,44,S3,4,S1,0.005634941480597066,90168732.0,0.0,0.0,0.0
production,production|1100033|w44|pS3,1100033,44,S3,4,S2,0.005562224749037339,90168192.0,0.0,672.0,0.0
production,production|1100033|w44|pS3,1100033,44,S3,4,S3,0.005661839398480666,90168066.0,0.0,1344.0,0.0
production,production|1100033|w44|pS3,1100033,44,S3,8,S1,0.00558334906632799,90544416.0,0.0,0.0,0.0
production,production|1100033|w44|pS3,1100033,44,S3,8,S2,0.00558114172503971,90528558.0,0.0,1344.0,0.0
production,production|1100033|w44|pS3,1100033,44,S3,8,S3,0.005662976546784434,90542844.0,0.0,2688.0,0.0
production,production|1100034|w12|pS1,1100034,12,S1,4,S1,0.005197665848531468,89640588.0,0.0,0.0,0.0
production,production|1100034|w12|pS1,1100034,12,S1,4,S2,0.005220546878203491,88978092.0,0.0,672.0,0.0
production,production|1100034|w12|pS1,1100034,12,S1,4,S3,0.005155404635409489,88977576.0,0.0,1344.0,0.0
production,production|1100034|w12|pS1,1100034,12,S1,8,S1,0.005364547973326909,126467922.0,0.0,0.0,0.0
production,production|1100034|w12|pS1,1100034,12,S1,8,S2,0.005402984301431567,118764966.0,0.0,1344.0,0.0
production,production|1100034|w12|pS1,1100034,12,S1,8,S3,0.0052623839712395825,117898164.0,0.0,2688.0,0.0
production,production|1100034|w24|pS2,1100034,24,S2,4,S1,0.005409174189472048,93955014.0,0.0,0.0,0.0
production,production|1100034|w24|pS2,1100034,24,S2,4,S2,0.005380644713359482,92155488.0,0.0,672.0,0.0
production,production|1100034|w24|pS2,1100034,24,S2,4,S3,0.0053718431351725245,93073740.0,0.0,1344.0,0.0
production,production|1100034|w24|pS2,1100034,24,S2,8,S1,0.005307191643007147,116342076.0,0.0,0.0,0.0
production,production|1100034|w24|pS2,1100034,24,S2,8,S2,0.00546597946788059,92532444.0,0.0,1344.0,0.0
production,production|1100034|w24|pS2,1100034,24,S2,8,S3,0.005450750295184088,94620660.0,0.0,2688.0,0.0
production,production|1100034|w36|pS3,1100034,36,S3,4,S1,0.004955166367426749,239508480.0,0.0,0.0,0.0
production,production|1100034|w36|pS3,1100034,36,S3,4,S2,0.004945048855097566,239508480.0,0.0,672.0,0.0
production,production|1100034|w36|pS3,1100034,36,S3,4,S3,0.004955813170324675,239508480.0,0.0,1344.0,0.0
production,production|1100034|w36|pS3,1100034,36,S3,8,S1,0.005037255275066768,254573502.0,0.0,0.0,0.0
production,production|1100034|w36|pS3,1100034,36,S3,8,S2,0.005020867450301227,254451342.0,0.0,1344.0,0.0
production,production|1100034|w36|pS3,1100034,36,S3,8,S3,0.005056537329050914,255505350.0,0.0,2688.0,0.0
production,production|1100034|w44|pS1,1100034,44,S1,4,S1,0.005475551242381831,453031434.0,0.0,0.0,0.0
production,production|1100034|w44|pS1,1100034,44,S1,4,S2,0.0054625396518311236,451686420.0,0.0,672.0,0.0
production,production|1100034|w44|pS1,1100034,44,S1,4,S3,0.005450627105999183,451686420.0,0.0,1344.0,0.0
production,production|1100034|w44|pS1,1100034,44,S1,8,S1,0.005369791266825592,512322402.0,0.0,0.0,0.0
production,production|1100034|w44|pS1,1100034,44,S1,8,S2,0.005459269546579323,501139458.0,0.0,1344.0,0.0
production,production|1100034|w44|pS1,1100034,44,S1,8,S3,0.005382754197029326,506027178.0,0.0,2688.0,0.0
production,production|1100035|w12|pS2,1100035,12,S2,4,S1,0.004871423836001478,65527866.0,0.0,0.0,0.0
production,production|1100035|w12|pS2,1100035,12,S2,4,S2,0.004982715582056995,65526990.0,0.0,672.0,0.0
production,production|1100035|w12|pS2,1100035,12,S2,4,S3,0.0049075741311755275,65527068.0,0.0,1344.0,0.0
production,production|1100035|w12|pS2,1100035,12,S2,8,S1,0.00508345186708935,78072294.0,0.0,0.0,0.0
production,production|1100035|w12|pS2,1100035,12,S2,8,S2,0.005113646643423279,76869054.0,0.0,1344.0,0.0
production,production|1100035|w12|pS2,1100035,12,S2,8,S3,0.00508503371419229,76868196.0,0.0,2688.0,0.0
production,production|1100035|w24|pS3,1100035,24,S3,4,S1,0.004888129224263448,161397078.0,0.0,0.0,0.0
production,production|1100035|w24|pS3,1100035,24,S3,4,S2,0.004941435686533022,161397318.0,0.0,672.0,0.0
production,production|1100035|w24|pS3,1100035,24,S3,4,S3,0.004934489058716006,161397078.0,0.0,1344.0,0.0
production,production|1100035|w24|pS3,1100035,24,S3,8,S1,0.0050067019838632145,171225306.0,0.0,0.0,0.0
production,production|1100035|w24|pS3,1100035,24,S3,8,S2,0.005059653971669856,171786222.0,0.0,1344.0,0.0
production,production|1100035|w24|pS3,1100035,24,S3,8,S3,0.005039370357645753,171957240.0,0.0,2688.0,0.0
production,production|1100035|w36|pS1,1100035,36,S1,4,S1,0.005254295268972764,421597950.0,0.0,0.0,0.0
production,production|1100035|w36|pS1,1100035,36,S1,4,S2,0.005170448626924906,417168390.0,0.0,672.0,0.0
production,production|1100035|w36|pS1,1100035,36,S1,4,S3,0.005186306915952869,417501012.0,0.0,1344.0,0.0
production,production|1100035|w36|pS1,1100035,36,S1,8,S1,0.005293182633568315,483378294.0,0.0,0.0,0.0
production,production|1100035|w36|pS1,1100035,36,S1,8,S2,0.005167999482176486,473655312.0,0.0,1344.0,0.0
production,production|1100035|w36|pS1,1100035,36,S1,8,S3,0.005186204669995972,474482400.0,0.0,2688.0,0.0
production,production|1100035|w44|pS2,1100035,44,S2,4,S1,0.005703189415335642,87514422.0,0.0,0.0,0.0
production,production|1100035|w44|pS2,1100035,44,S2,4,S2,0.005697419236184217,87514176.0,0.0,672.0,0.0
production,production|1100035|w44|pS2,1100035,44,S2,4,S3,0.005685263193319602,87513762.0,0.0,1344.0,0.0
production,production|1100035|w44|pS2,1100035,44,S2,8,S1,0.005673876190164602,87892920.0,0.0,0.0,0.0
production,production|1100035|w44|pS2,1100035,44,S2,8,S2,0.005629566706600295,87892164.0,0.0,1344.0,0.0
production,production|1100035|w44|pS2,1100035,44,S2,8,S3,0.005646941120502094,87891846.0,0.0,2688.0,0.0
production,production|1100036|w12|pS3,1100036,12,S3,4,S1,0.005415093841380122,71966226.0,0.0,0.0,0.0
production,production|1100036|w12|pS3,1100036,12,S3,4,S2,0.005492701582806416,71966406.0,0.0,672.0,0.0
production,production|1100036|w12|pS3,1100036,12,S3,4,S3,0.00547190597469024,71903526.0,0.0,1344.0,0.0
production,production|1100036|w12|pS3,1100036,12,S3,8,S1,0.005398027228324969,91937454.0,0.0,0.0,0.0
production,production|1100036|w12|pS3,1100036,12,S3,8,S2,0.005460945566753374,91862442.0,0.0,1344.0,0.0
production,production|1100036|w12|pS3,1100036,12,S3,8,S3,0.005452623276967261,93807798.0,0.0,2688.0,0.0
production,production|1100036|w24|pS1,1100036,24,S1,4,S1,0.005342389104884944,190694520.0,0.0,0.0,0.0
production,production|1100036|w24|pS1,1100036,24,S1,4,S2,0.005254263539203213,189952824.0,0.0,672.0,0.0
production,production|1100036|w24|pS1,1100036,24,S1,4,S3,0.005207367623393128,189210888.0,0.0,1344.0,0.0
production,production|1100036|w24|pS1,1100036,24,S1,8,S1,0.005474878990557042,232010946.0,0.0,0.0,0.0
production,production|1100036|w24|pS1,1100036,24,S1,8,S2,0.005325707792436155,223578264.0,0.0,1344.0,0.0
production,production|1100036|w24|pS1,1100036,24,S1,8,S3,0.005269956692506027,222431064.0,0.0,2688.0,0.0
production,production|1100036|w36|pS2,1100036,36,S2,4,S1,0.005511337862178711,118049502.0,0.0,0.0,0.0
production,production|1100036|w36|pS2,1100036,36,S2,4,S2,0.005511284833489272,118049502.0,0.0,672.0,0.0
production,production|1100036|w36|pS2,1100036,36,S2,4,S3,0.005475671758895651,118049502.0,0.0,1344.0,0.0
production,production|1100036|w36|pS2,1100036,36,S2,8,S1,0.0055971220908367335,118424334.0,0.0,0.0,0.0
production,production|1100036|w36|pS2,1100036,36,S2,8,S2,0.0055794033015527135,118423962.0,0.0,1344.0,0.0
production,production|1100036|w36|pS2,1100036,36,S2,8,S3,0.005529542867707583,118409160.0,0.0,2688.0,0.0
production,production|1100036|w44|pS3,1100036,44,S3,4,S1,0.005374812177604237,210173826.0,0.0,0.0,0.0
production,production|1100036|w44|pS3,1100036,44,S3,4,S2,0.005377107205739877,210173826.0,0.0,672.0,0.0
production,production|1100036|w44|pS3,1100036,44,S3,4,S3,0.005384534577855953,210173826.0,0.0,1344.0,0.0
production,production|1100036|w44|pS3,1100036,44,S3,8,S1,0.00535270331555118,210551238.0,0.0,0.0,0.0
