policy,seed,episodes,shift,op10_mult,op12_mult,reward_total_mean,reward_total_std,order_level_ret_mean_mean,order_level_ret_mean_std,flow_fill_rate_mean,flow_fill_rate_std,flow_backorder_rate_mean,flow_backorder_rate_std,terminal_rolling_fill_rate_4w_mean,terminal_rolling_fill_rate_4w_std,terminal_rolling_backorder_rate_4w_mean,terminal_rolling_backorder_rate_4w_std,assembly_cost_index_mean,assembly_cost_index_std,assembly_hours_total_mean,assembly_hours_total_std,ret_garrido2024_raw_total_mean,ret_garrido2024_raw_total_std,ret_garrido2024_train_total_mean,ret_garrido2024_train_total_std,ret_garrido2024_sigmoid_total_mean,ret_garrido2024_sigmoid_total_std,ret_garrido2024_sigmoid_mean_mean,ret_garrido2024_sigmoid_mean_std,terminal_kappa_dot_mean,terminal_kappa_dot_std,terminal_epsilon_avg_mean,terminal_epsilon_avg_std,order_ret_excel_mean,order_ret_excel_std,order_lost_rate_mean,order_lost_rate_std,order_service_loss_auc_per_order_mean,order_service_loss_auc_per_order_std,order_ctj_p99_mean,order_ctj_p99_std,order_rpj_p99_mean,order_rpj_p99_std,order_dpj_p99_mean,order_dpj_p99_std,order_delivered_rations_mean,order_delivered_rations_std,order_demanded_rations_mean,order_demanded_rations_std,op3_mult,op9_mult
S2_op3_1.00_op9_1.00_op10_2.00_op12_1.50,1,12,2,2.0,1.5,-135.30872769721884,18.283060381534302,0.0052632801670053145,0.00014180534310119047,0.6742105215364943,0.04400453244478675,0.3257894784635058,0.04400453244478674,0.9136534904440244,0.2486889106179148,0.07638888744016488,0.2395764654356374,0.6666666666666666,0.0,11648.0,0.0,350.0092312472616,59.65413451149929,321.78059524323766,53.98823987491349,78.59072329117855,2.954253601626139,0.7556800316459475,0.02840628463102056,0.5234277818146884,0.013489073149019705,52490.58126602564,10113.375734593676,0.005486575148784565,0.00015283213622490843,0.0,0.0,1082938.9327229238,265187.14413477073,8068.551644800839,1531.8221513103656,2007.813816225888,481.5638534449458,8068.551644800839,1531.8221513103656,1735018.3191666666,18819.315286956273,1748238.3308333333,12402.459733282292,1.0,1.0
S2_op3_1.00_op9_1.00_op10_2.00_op12_1.50,2,12,2,2.0,1.5,-135.8717302554124,18.697878746618358,0.005283455760673395,0.00013388907631472488,0.6732041844800344,0.04479861046183298,0.32679581551996567,0.04479861046183297,0.9168798650304476,0.24961244586200645,0.07638888744016488,0.2395764654356374,0.6666666666666666,0.0,11648.0,0.0,360.9790108109466,50.70113725828034,331.6172791335561,46.017988866748304,79.26619966758646,2.2406963573327925,0.7621749968037159,0.021545157282046073,0.520727769569249,0.01091656567391952,50625.07612179488,8408.585393858782,0.005498124775464029,0.0001513696941233846,0.0,0.0,1039577.1827869192,223326.94616160143,7976.776837156092,1519.8676560536733,2005.636148836388,482.04498145298,7976.776837156092,1519.8676560536733,1735613.8541666667,19077.395726635925,1748200.8358333332,12377.980723086725,1.0,1.0
S2_op3_1.00_op9_1.00_op10_2.00_op12_1.50,3,12,2,2.0,1.5,-137.9291645531289,19.673966317284524,0.00526007253177756,0.00013186650839502398,0.6682994165192513,0.04701861012860759,0.33170058348074866,0.047018610128607585,0.9097426210840543,0.24824039837697495,0.0833333320915699,0.2383656416283182,0.6666666666666666,0.0,11648.0,0.0,354.34546436212054,49.94518351990019,325.42045424209397,45.39208198811171,79.01849328582908,2.1851267932661527,0.7597932046714334,0.021010834550636077,0.521234420093964,0.010534081053701261,52274.81616987181,8789.417670455558,0.0054734843247155026,0.00014966327389954776,0.0,0.0,1090732.4712041675,243035.47678138365,8060.513607362416,1570.6569339156683,2009.9814538087642,483.1857091327794,8060.513607362416,1570.6569339156683,1735654.3724999998,19109.866926516068,1751040.1875,17028.50562793771,1.0,1.0
S2_op3_1.00_op9_1.00_op10_2.00_op12_1.50,4,12,2,2.0,1.5,-140.0312336568644,20.67521190539201,0.005220976740974868,0.00016172975927865478,0.6629331075378683,0.049336231526434446,0.3370668924621317,0.04933623152643444,0.9065925404429436,0.24722872254857173,0.0833333320915699,0.2383656416283182,0.6666666666666666,0.0,11648.0,0.0,336.1249522494665,77.43668639767348,308.65739703948884,70.76834124388203,77.41245633242518,5.744619841937621,0.7443505416579345,0.055236729249400186,0.5255163325099472,0.019431219044224797,57387.34083333335,18708.464128082494,0.005432535902429782,0.0001792776789088456,0.0003894080996884735,0.0013489492270785648,1212301.517555584,456708.48943778384,8240.515638236304,1647.9921945488375,2134.3581536087477,574.3982523419846,8240.515638236304,1647.9921945488375,1731640.8225,22929.84956669438,1752546.0508333333,17447.169487806394,1.0,1.0
S2_op3_1.00_op9_1.00_op10_2.00_op12_1.50,5,12,2,2.0,1.5,-139.1883675005261,20.97856108644241,0.005227796064307225,0.00016843539254214035,0.6646879174691859,0.04990075140110222,0.33531208253081407,0.04990075140110221,0.8964490120609602,0.24553920974666932,0.0868055544172724,0.23734266768263282,0.6666666666666666,0.0,11648.0,0.0,338.20011032376317,77.20796443991227,310.6079957413693,70.56593399014757,77.53246381004793,5.759192926382531,0.7455044597119994,0.05537685506137049,0.5255630581556768,0.019430659916843597,57210.90193108976,18728.663753784745,0.0054405581547670966,0.00018665358702256478,0.0003894080996884735,0.0013489492270785648,1201842.0273961097,460671.4814007249,8218.2377620582,1641.0293131249998,2080.444340607639,592.737225452472,8218.2377620582,1641.0293131249998,1732642.0108333332,23809.89819883126,1753550.1324999996,17830.443416191796,1.0,1.0
S2_op3_1.00_op9_1.25_op10_2.00_op12_1.50,1,12,2,2.0,1.5,-27.931266789237526,6.735812689012116,0.005630601327601303,0.0001091312351662279,0.937219801998339,0.01714476815194459,0.06278019800166103,0.017144768151944587,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1839.5271003227974,318.7303012513036,1615.9391582097087,282.7925272386817,93.77855654195594,1.4049170672589841,0.9017168898264992,0.013508817954413298,0.39965574847453267,0.015830852703433443,10530.441161858975,1491.803339472112,0.005865466446141668,0.000102017708692223,0.0,0.0,183003.04311478135,23428.95759770867,1859.0667383218727,374.0819711419918,491.1429902610665,134.40027761132797,1859.0667383218727,374.0819711419918,1748949.7533333336,10569.557448965965,1755022.3333333337,9709.334019717637,1.0,1.25
S2_op3_1.00_op9_1.25_op10_2.00_op12_1.50,2,12,2,2.0,1.5,-28.15987930628462,6.8853057846623065,0.0056400192019401075,9.836711822191383e-05,0.9364992554366413,0.017556307509152207,0.06350074456335865,0.01755630750915221,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1896.8486407359933,273.78138988447495,1666.4050068760955,245.03329881270892,94.09943113819644,1.0803554360374186,0.9048022224826578,0.010388033038821319,0.3996133125638348,0.01580704884133715,10211.727668269232,1169.673251618815,0.005865083512936728,0.00010232206157801581,0.0,0.0,179402.56143234353,20242.864515305428,1815.310259199168,389.7304258632497,470.93077008442623,127.665021558565,1815.310259199168,389.7304258632497,1749193.0374999999,10478.840158399222,1755183.3866666667,9629.322397856773,1.0,1.25
S2_op3_1.00_op9_1.25_op10_2.00_op12_1.50,3,12,2,2.0,1.5,-28.937499209392417,7.864773672275161,0.005621063976470486,0.00010566184161409255,0.9342367951150989,0.02044857653503402,0.06576320488490105,0.020448576535034017,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1880.6550659895572,280.86630381559553,1649.01699263989,252.94685681442976,94.03984441316656,1.09081844078509,0.9042292732035246,0.010488638853702778,0.3936688720035679,0.020909405071310113,10323.819278846155,1223.2138872951875,0.005845275156648779,0.000111098738609126,0.0,0.0,185607.0196039686,25680.244154718363,1841.7757902635196,363.02411606536594,467.3697720348702,128.1685176111215,1841.7757902635196,363.02411606536594,1751490.633333333,14778.875638098358,1757686.4574999998,14581.29079024189,1.0,1.25
S2_op3_1.00_op9_1.25_op10_2.00_op12_1.50,4,12,2,2.0,1.5,-32.705358794238045,14.945026920556831,0.005592406389235594,0.0001283698102487165,0.9248538411912842,0.037200274239781984,0.07514615880871585,0.03720027423978198,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1760.2233826483798,475.59251894001386,1542.5277464995988,422.4364589690941,93.16828380731475,3.1496879196545287,0.8958488827626417,0.030285460765908937,0.3888965540137703,0.026008304210631845,11514.215000000002,4112.78237270519,0.005815018525647325,0.00013612632465495367,0.0,0.0,209050.23452787488,76888.34974022237,1957.823120594571,430.207479532846,538.8381606070388,244.68120155539563,1957.823120594571,430.207479532846,1752975.6491666667,14094.405363939744,1758931.515,14044.87689496393,1.0,1.25
S2_op3_1.00_op9_1.25_op10_2.00_op12_1.50,5,12,2,2.0,1.5,-33.11004640604669,14.800338691219427,0.005575974807999537,0.00012229254953199643,0.9237492834604747,0.036877693318123475,0.07625071653952527,0.036877693318123475,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1742.2361723897714,479.5249367800498,1526.8772066794184,425.46901446217805,93.11803255091422,3.1476474377770347,0.8953656976049444,0.03026584074785611,0.38854453695126717,0.025665759285895907,11618.55919070513,4105.271876229092,0.005799563883241977,0.00013010861495985778,0.0,0.0,208190.95647857036,77352.79269498138,1974.096799645353,418.105831236225,567.020551583123,241.05395691214696,1974.096799645353,418.105831236225,1754295.0475,13389.91247822557,1760047.6933333334,13525.583702144879,1.0,1.25
S2_op3_1.25_op9_0.75_op10_2.00_op12_1.50,1,12,2,2.0,1.5,-273.94017597205436,9.269204584754071,0.0037420493444027584,0.0001865965836382224,0.3396269505986334,0.02268262958857279,0.6603730494013665,0.02268262958857279,0.5742121438185374,0.1991934610293302,0.375,0.18802536387618118,0.6666666666666666,0.0,11648.0,0.0,128.80315051793767,6.592538808471544,126.53750872721442,6.033628181979812,57.30824194435661,1.2346620984599321,0.5510407879265059,0.01187175094673012,1.1613470844248983,0.0158499161894323,154674.18467147436,1933.4224802211968,0.0038935192322045384,0.00018837009695752424,0.15186915887850466,0.013812639687637079,6543458.773026357,442152.3935052813,7866.717114336374,2618.269478820401,2129.565611022912,853.7858892510444,7866.717114336374,2618.269478820401,1320269.1358333335,20842.639103431327,1748733.925,11228.161316263968,1.25,0.75
S2_op3_1.25_op9_0.75_op10_2.00_op12_1.50,2,12,2,2.0,1.5,-272.9945245014031,8.822624518772344,0.0037766411449459154,0.00013058507264254233,0.34224088445701145,0.021397331429616417,0.6577591155429886,0.021397331429616417,0.5807085384925207,0.19961613790891952,0.3645833333333333,0.1889673287182447,0.6666666666666666,0.0,11648.0,0.0,130.001967997841,6.536249305405736,127.63976809538845,5.995847544034885,57.528918693311574,1.2344091302139244,0.5531626797433806,0.011869318559749277,1.1618700804694588,0.015538489912991444,154356.2616346154,2193.4666716454626,0.003922245092796922,0.00014692504099723152,0.1508307372793354,0.013576417002831027,6522343.451813734,434302.18669449264,7892.39074045774,2646.9949168378334,2137.6299625622005,869.2572799273222,7892.39074045774,2646.9949168378334,1320863.6083333334,20590.56163081789,1747263.8499999999,11635.981483125575,1.25,0.75
S2_op3_1.25_op9_0.75_op10_2.00_op12_1.50,3,12,2,2.0,1.5,-274.09980100247367,8.85451816460932,0.0037653105215124747,0.00013981698956328935,0.33987196919267365,0.02147837589275816,0.6601280308073264,0.02147837589275816,0.5736122777064642,0.1996906663535507,0.375,0.18802536387618118,0.6666666666666666,0.0,11648.0,0.0,130.0878409368507,6.62605972430278,127.75431690878663,6.117665184308997,57.55690926043283,1.2628235296414818,0.5534318198118542,0.01214253393886041,1.162559773724794,0.015790631190308886,154126.97559294873,2333.496808635461,0.003910671603719583,0.00015585656378338145,0.15199896157840082,0.013763983532514604,6554181.004361815,430939.7562138447,8130.834605500782,2850.8795352525426,2169.0074264702425,889.1537818918325,8130.834605500782,2850.8795352525426,1318202.8091666668,20481.653905358493,1745696.7258333333,11528.846318563283,1.25,0.75
S2_op3_1.25_op9_0.75_op10_2.00_op12_1.50,4,12,2,2.0,1.5,-276.16010816326667,9.667406775395744,0.0037323019234422696,0.0001684840257675383,0.3347559918081126,0.023432151831515664,0.6652440081918874,0.023432151831515664,0.5860122243563334,0.2034310310105148,0.3715277786056201,0.19007768510207645,0.6666666666666666,0.0,11648.0,0.0,129.50495585567765,7.095726879606997,127.1104056857497,6.683734545998257,57.4334000280565,1.3612202356049623,0.5522442310390048,0.01308865611158618,1.1568315659254507,0.02674463102839525,154247.2048798077,2354.7988798760066,0.0038761102330340715,0.00018461688981463828,0.15472481827622012,0.01475210033464934,6655324.817911133,488739.62734824576,7758.962304984557,2536.225061435157,2175.1837982323013,896.7668519986677,7758.962304984557,2536.225061435157,1316346.7875000003,20810.318519379834,1747964.5233333334,12760.13414288121,1.25,0.75
S2_op3_1.25_op9_0.75_op10_2.00_op12_1.50,5,12,2,2.0,1.5,-277.68760076776704,9.354800022969334,0.0037290283303016308,0.00016481977195545038,0.3312430399743697,0.02235627008125285,0.6687569600256302,0.02235627008125285,0.5863498002290726,0.20361009236722077,0.3715277786056201,0.19007768510207645,0.6666666666666666,0.0,11648.0,0.0,129.50697905521608,7.094772922360074,127.10928131725065,6.684231145851502,57.425425174127184,1.364757090857109,0.552167549751223,0.013122664335164512,1.1564397874622931,0.026548567293792864,154377.49556089743,2424.799428248362,0.003874274881076549,0.00018262928246554308,0.1551142263759086,0.014436615307255044,6665909.827530499,478087.55134428025,7347.026433718541,2840.0258522682325,2070.1638925841758,978.1801007843784,7347.026433718541,2840.0258522682325,1316738.316666667,21085.7024956109,1748559.9283333337,12294.665979037873,1.25,0.75
S2_op3_1.25_op9_1.00_op10_2.00_op12_1.50,1,12,2,2.0,1.5,-144.0572028282676,13.660074295181323,0.005223813825118006,0.0001971016095095615,0.6540672849424384,0.03133148212321843,0.34593271505756157,0.03133148212321842,0.8604376359532276,0.26561318844704435,0.11111110945542653,0.23990562969244206,0.6666666666666666,0.0,11648.0,0.0,289.68668482271784,42.87449600256125,274.55812103058014,39.98308097356258,75.28367076932872,3.033502905964993,0.7238814497050838,0.02916829717274034,0.7234241432110883,0.0240477968059912,54734.77780448719,9132.76559787946,0.005443953384010328,0.00019489144232072452,0.0,0.0,1129859.1243868216,221907.38453947238,8084.930703361567,1357.17273480597,1967.3074292669362,456.4929570077257,8084.930703361567,1357.17273480597,1733175.5466666662,23695.325423674614,1752567.3449999997,7977.250597318264,1.25,1.0
S2_op3_1.25_op9_1.00_op10_2.00_op12_1.50,2,12,2,2.0,1.5,-141.11881116568466,12.140299972916857,0.005273189332715411,0.00013609983481866852,0.6607173386747288,0.028159532428139827,0.33928266132527113,0.028159532428139834,0.8812705669552088,0.26596789636381013,0.09374999875823657,0.23976853299459525,0.6666666666666666,0.0,11648.0,0.0,298.24927067707114,35.58221330298148,282.58894473235915,33.28230793913255,75.96925137099653,2.3203902493260737,0.7304735708749668,0.022311444705058425,0.7210672723236685,0.021511875201345794,52642.14001602565,7171.190783899652,0.005486943220806852,0.00015046588128102671,0.0,0.0,1087409.4377345038,184066.81834127245,7952.605113091847,1324.2929304817053,1917.2978177905989,444.2550556839972,7952.605113091847,1324.2929304817053,1737816.990833333,17863.122575305188,1752341.9116666664,8189.33182715194,1.25,1.0
S2_op3_1.25_op9_1.00_op10_2.00_op12_1.50,3,12,2,2.0,1.5,-143.42989308443484,15.163828566474837,0.00524220292726585,0.0001453376351051978,0.65537574972657,0.035880185253850956,0.34462425027343,0.03588018525385096,0.8716005974759659,0.26335537654218644,0.09722222108393908,0.23858624869099895,0.6666666666666666,0.0,11648.0,0.0,290.40568218143375,35.775466898172645,275.11517028974265,33.6723034965235,75.49831903130776,2.2996711570987665,0.7259453753010362,0.02211222266441124,0.7233941107539428,0.021476077343882863,55159.88694711539,9329.482977821363,0.005454486666343304,0.0001604008466835839,0.0,0.0,1163729.7717240478,259199.32553579207,8014.887696579853,1407.5803759286498,2033.7807145751447,539.0351318770986,8014.887696579853,1407.5803759286498,1736860.9725,18045.59386452419,1754458.2891666666,9334.714015819822,1.25,1.0
S2_op3_1.25_op9_1.00_op10_2.00_op12_1.50,4,12,2,2.0,1.5,-144.65692503188086,16.322413367748688,0.005221420255535633,0.00018375261768291144,0.6515803450657529,0.0393616709800309,0.3484196549342471,0.0393616709800309,0.8864574873199066,0.25992094900526225,0.08333333178112905,0.23902685134756113,0.6666666666666666,0.0,11648.0,0.0,280.7639644933775,52.465663308363176,265.8548419820438,49.83744890080647,74.48231203545323,4.402979261476276,0.7161760772639735,0.042336339052656526,0.7246633763244739,0.022087030897137504,59755.71989583335,20322.954482004054,0.005432722387126065,0.00019936411336673844,0.0003894080996884735,0.0013489492270785648,1279667.1794604773,525358.818585187,8265.01027085769,1608.3164537459338,2096.9726273328474,575.7466482133484,8265.01027085769,1608.3164537459338,1732150.8308333328,25609.484822085113,1754492.9216666662,9358.40473506433,1.25,1.0
S2_op3_1.25_op9_1.00_op10_2.00_op12_1.50,5,12,2,2.0,1.5,-144.16913252460523,16.19868531606156,0.005205696417939293,0.0001789266425644589,0.652743423827796,0.038984416814430156,0.34725657617220396,0.038984416814430156,0.8922785663356384,0.259783115696717,0.0798611097658674,0.23866892343832116,0.6666666666666666,0.0,11648.0,0.0,276.06754941503135,52.28044226067458,261.4268863845164,49.629380978667825,74.196890605983,4.365574758906691,0.7134316404421442,0.041976680374102814,0.7269847230579268,0.022261733935652905,60838.90933493591,20088.594303895858,0.005416778244017057,0.0001947605093231884,0.0003894080996884735,0.0013489492270785648,1311165.279141921,509147.70115065924,8465.132285713635,1512.9576876972942,2189.5228158170626,523.4697264772462,8465.132285713635,1512.9576876972942,1732474.6166666662,25890.695298428032,1754613.2958333332,9492.334272630678,1.25,1.0
S2_op3_1.25_op9_1.25_op10_2.00_op12_1.50,1,12,2,2.0,1.5,-28.97453237242998,8.893395912167199,0.005575144005404473,0.00012638633206851863,0.9335068720320628,0.0215615181203046,0.0664931279679372,0.02156151812030459,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1482.56067894155,275.5491169707248,1371.2588622425767,257.8138629375363,92.20462392765523,1.6266070046441585,0.8865829223813003,0.015640451967732293,0.597660389939291,0.01848763072774047,10785.303285256412,1728.2856483839726,0.00580655019432499,0.00011147378826288625,0.0,0.0,193411.62845264643,36643.18892871579,1789.463914947128,356.58390174834346,472.3072661461994,126.61777936859855,1789.463914947128,356.58390174834346,1754595.9333333333,12463.73983048144,1760570.5941666665,11918.384994055652,1.25,1.25
S2_op3_1.25_op9_1.25_op10_2.00_op12_1.50,2,12,2,2.0,1.5,-26.896296487156103,7.522710439861433,0.005603313876301311,8.515894726688615e-05,0.9382114530024515,0.01871704596013015,0.0617885469975486,0.01871704596013014,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1557.5077663209895,261.7973272511373,1442.0342869257904,246.585860307773,92.66065243491187,1.357067361594838,0.8909678118741526,0.013048724630719601,0.6023322559062345,0.01978758990700765,10297.402876602566,1446.4944508623366,0.005826693788314254,8.737502457717338e-05,0.0,0.0,184069.30471841083,34151.8268772206,1729.2785467157685,371.32749848339773,441.69776633879906,119.45629392146483,1729.2785467157685,371.32749848339773,1752728.2058333333,12755.187931386325,1758705.0041666664,12430.755729616063,1.25,1.25
S2_op3_1.25_op9_1.25_op10_2.00_op12_1.50,3,12,2,2.0,1.5,-27.32726979361966,7.795090895366466,0.005608098760894281,8.408832559198837e-05,0.937000410474016,0.0195526966081795,0.06299958952598385,0.019552696608179487,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1551.9324311574574,259.93174545628574,1435.9135046959225,244.6992188488675,92.63358577278957,1.3417379062075656,0.8907075555075922,0.012901326021226596,0.6001877930190388,0.021245924628155406,10316.681346153848,1438.2409489130666,0.005832599816174536,8.546817448512806e-05,0.0,0.0,185452.4908970406,33759.787883456214,1739.977605962452,363.96590887724057,429.7470288776537,122.68379776365977,1739.977605962452,363.96590887724057,1752068.4091666664,12846.402761052703,1758290.8616666663,12481.002385160042,1.25,1.25
S2_op3_1.25_op9_1.25_op10_2.00_op12_1.50,4,12,2,2.0,1.5,-30.02118097984341,13.097035168064192,0.005585238048235973,0.00011653458802362136,0.9306297224573369,0.03187433071937186,0.06937027754266305,0.03187433071937186,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1492.0634097328539,370.12083803236106,1378.8175700753563,348.85759214305756,92.11925227392335,2.513022569282724,0.8857620410954169,0.02416367855079543,0.5908347498551718,0.03496480137398533,11175.783621794873,3561.038998848116,0.0058083390479284625,0.00012149100384633863,0.0,0.0,200714.43167840582,71467.50985750029,1860.8989425102052,579.3552325898027,533.2546412635862,408.4463504716989,1860.8989425102052,579.3552325898027,1751628.543333333,12912.327440798499,1757842.8191666666,12580.701349208695,1.25,1.25
S2_op3_1.25_op9_1.25_op10_2.00_op12_1.50,5,12,2,2.0,1.5,-30.165183331460266,13.08179473960353,0.0055949872065031575,0.0001209421295105221,0.9304615591225872,0.03185701656278668,0.06953844087741273,0.03185701656278668,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,11648.0,0.0,1492.9692561112206,370.1517655015168,1380.32940945043,348.93104607796914,92.14679699079814,2.5165083867801834,0.8860268941422899,0.024197196026732544,0.5917187600180674,0.03550898721853491,11174.583661858976,3561.294944250827,0.005819487816869903,0.0001265357765868518,0.0,0.0,198458.41821431174,72779.34761509915,1871.3678428616988,572.1073032128896,537.4743041736016,407.1013405986457,1871.3678428616988,572.1073032128896,1751003.138333333,13357.398350558304,1757065.9041666666,13145.801644047964,1.25,1.25
