metric,label,definition,learned_policy,static_policy,n_pairs,ppo_mean,static_mean,raw_delta_ppo_minus_static,raw_delta_ci95_low,raw_delta_ci95_high,direction,win,ci95_directional_win
order_ret_excel_cvar05,Excel ReT CVaR05,conditional mean of the lowest 5% of per-episode order_ret_excel,ppo,S2_op10_2.00_op12_1.50,60,0.0056449438290801,0.005110321135262933,0.0005346226938171671,0.0004696269958773345,0.0005977522040058339,higher,True,True
