reward_mode,reward_family,action_contract,observation_version,risk_level,learned_policy,baseline_policy,best_static_policy,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_order_level_ret_mean,baseline_reward_mean,baseline_fill_rate_mean,baseline_backorder_rate_mean,baseline_order_level_ret_mean,best_static_reward_mean,best_static_fill_rate_mean,best_static_backorder_rate_mean,best_static_order_level_ret_mean,learned_fill_gap_vs_baseline_pp,learned_fill_gap_vs_best_static_pp,learned_reward_gap_vs_best_static,learned_order_level_ret_gap_vs_best_static,learned_beats_s2_neutral_by_fill,learned_matches_best_static_by_fill,promote_to_long_run,ppo_reward_mean,ppo_fill_rate_mean,ppo_backorder_rate_mean,ppo_order_level_ret_mean,ppo_fill_gap_vs_baseline_pp,ppo_fill_gap_vs_best_static_pp,ppo_reward_gap_vs_best_static,ppo_order_level_ret_gap_vs_best_static,ppo_beats_s2_neutral_by_fill,ppo_matches_best_static_by_fill
control_v1,operational_penalty,track_b_v1,v7,adaptive_benchmark_v2,ppo,s2_d1.00,s3_d2.00,-25.94621048366299,0.003373642796661737,0.9966263572033383,0.005613095929458878,-133.27782765335883,0.003373642796661737,0.9966263572033383,0.005111605985341794,-150.54496754571375,0.003373642796661737,0.9966263572033383,0.005210023703003592,0.0,0.0,124.59875706205075,0.0004030722264552859,False,True,False,-25.94621048366299,0.003373642796661737,0.9966263572033383,0.005613095929458878,0.0,0.0,124.59875706205075,0.0004030722264552859,False,True
