risk_level,best_static_policy,ppo_fill_rate,ppo_backorder_rate,ppo_order_level_ret,ppo_service_continuity,ppo_pct_recovery,best_static_fill_rate,best_static_backorder_rate,best_static_order_level_ret,best_static_service_continuity,best_static_pct_recovery,ppo_fill_gap_vs_best_static_pp,ppo_ret_gap_vs_best_static
current,s3_d2.00,0.0033795405977145236,0.9966204594022855,0.005648123028467706,0.9838716067649453,4.407051282051282,0.0033795405977145236,0.9966204594022855,0.005439251364179813,0.8247093541971562,45.785256410256416,0.0,0.00020887166428789315
increased,s3_d1.50,0.003184098987934225,0.9968159010120659,0.0036601030843726036,0.9411560554338644,13.76602564102564,0.0031115300474407583,0.9968884699525592,0.003095182513573469,0.6051802964304376,87.86858974358975,0.007256894049346681,0.0005649205707991345
severe,s3_d1.00,0.0007222761692769179,0.9992777238307231,0.00012822867516515767,0.07590522843753492,99.74358974358975,0.000939780683749201,0.9990602193162508,0.0001188033237087743,0.07562427631305657,99.88782051282051,-0.02175045144722831,9.425351456383377e-06
