tape_id,family,seed,policy_id,inventory_threshold,maximum_wait_hours,n_orders,n_served,n_lost,n_late,ret_excel,ret_excel_visible,ret_excel_visible_clipped_0_1,ret_excel_full_ledger,ret_excel_contract_version,ret_excel_visible_n,ret_excel_omitted_n,ret_thesis,ret_continuous,ret_excel_cvar05,ret_excel_cvar10,ret_excel_p05,ret_excel_p10,ret_excel_p25,ret_excel_p50,ret_excel_p75,ret_excel_p90,ret_excel_p95,ret_excel_rolling_4w_mean,ret_excel_rolling_4w_min,ret_excel_rolling_4w_final,ret_excel_risk_conditional,ret_excel_risk_conditional_n,ration_ret_excel,excel_case_pct_fill_rate,excel_case_pct_autotomy,excel_case_pct_recovery,excel_case_pct_risk_no_recovery,excel_case_pct_unfulfilled,fill_rate,fill_rate_on_time,lost_orders,lost_rate,backorder_qty_final,service_loss_auc_ration_hours,service_loss_auc_per_order,rpj_mean,rpj_p95,ttr_mean,ttr_p95,backlog_age_mean,backlog_age_max,apj_p50,apj_p90,apj_p99,apj_positive_p50,apj_positive_p90,apj_positive_p99,ctj_p50,ctj_p90,ctj_p99,rpj_p50,rpj_p90,rpj_p99,dpj_p99,delivered_rations,demanded_rations,flow_fill_rate,op8_convoy_departures,op8_convoy_dispatched_rations,op8_convoy_capacity_committed,op8_convoy_vehicle_hours,op8_convoy_idle_hours,op8_convoy_route_wait_hours,op8_convoy_ration_hours_in_transit,op8_convoy_masked_dispatch_attempts,op8_convoy_load_factor,op8_convoy_resource_residual,risk_sha256,demand_sha256,backlog_auc,live_epochs,decision_epochs,live_fraction,mass_residual
dra2-smoke-routine-840001,routine,840001,threshold_1000__wait_24h,1000.0,24.0,95.0,76.0,0.0,76.0,0.8452387454804484,0.8452387454804484,0.8452387454804487,0.05058980405872343,ret_excel_visible_v1,76.0,19.0,0.0,1.0,0.7492685475444096,0.7738887734900344,0.7878787878787878,0.8028169014084507,0.813953488372093,0.8243243243243243,0.8571428571428572,1.0,1.0,0.03049833761141125,0.0,0.16353958714796252,0.0,0,0.050091134571722026,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,58147638.0,612080.4,0.0,0.0,0.0,0.0,904.6842105263158,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,189095.0,237812.0,0.7951449043782484,55.0,190432.0,275000.0,2664.0,24.0,0.0,4570368.0,0.0,0.69248,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,56442552.0,55,112,0.49107142857142855,0.0
dra2-smoke-routine-840001,routine,840001,threshold_1000__wait_48h,1000.0,48.0,95.0,75.0,0.0,75.0,0.8460638362206513,0.8460638362206513,0.8460638362206515,0.04700391626230933,ret_excel_visible_v1,75.0,20.0,0.0,1.0,0.7492685475444096,0.7738887734900344,0.7878787878787878,0.8028169014084507,0.8148148148148149,0.8255813953488372,0.8571428571428572,1.0,1.0,0.029781160052128434,0.0,0.14991321352158887,0.0,0,0.046504221425997715,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,58093078.0,611506.0842105263,0.0,0.0,0.0,0.0,866.6,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,186591.0,237812.0,0.7846155786924125,54.0,192868.0,270000.0,2592.0,96.0,0.0,4628832.0,0.0,0.7143259259259259,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,56443080.0,56,112,0.5,0.0
dra2-smoke-routine-840001,routine,840001,threshold_1000__wait_72h,1000.0,72.0,95.0,75.0,0.0,75.0,0.8460638362206513,0.8460638362206513,0.8460638362206515,0.04700391626230933,ret_excel_visible_v1,75.0,20.0,0.0,1.0,0.7492685475444096,0.7738887734900344,0.7878787878787878,0.8028169014084507,0.8148148148148149,0.8255813953488372,0.8571428571428572,1.0,1.0,0.029781160052128434,0.0,0.14991321352158887,0.0,0,0.046504221425997715,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,58093078.0,611506.0842105263,0.0,0.0,0.0,0.0,866.6,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,186591.0,237812.0,0.7846155786924125,54.0,192868.0,270000.0,2592.0,96.0,0.0,4628832.0,0.0,0.7143259259259259,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,56443080.0,56,112,0.5,0.0
dra2-smoke-routine-840001,routine,840001,threshold_2500__wait_24h,2500.0,24.0,95.0,76.0,0.0,76.0,0.8452387454804484,0.8452387454804484,0.8452387454804487,0.05058980405872343,ret_excel_visible_v1,76.0,19.0,0.0,1.0,0.7492685475444096,0.7738887734900344,0.7878787878787878,0.8028169014084507,0.813953488372093,0.8243243243243243,0.8571428571428572,1.0,1.0,0.03049833761141125,0.0,0.16353958714796252,0.0,0,0.050091134571722026,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,58147638.0,612080.4,0.0,0.0,0.0,0.0,904.6842105263158,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,189095.0,237812.0,0.7951449043782484,55.0,190432.0,275000.0,2664.0,24.0,0.0,4570368.0,0.0,0.69248,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,56442552.0,55,112,0.49107142857142855,0.0
dra2-smoke-routine-840001,routine,840001,threshold_2500__wait_48h,2500.0,48.0,95.0,75.0,0.0,75.0,0.8460638362206513,0.8460638362206513,0.8460638362206515,0.04700391626230933,ret_excel_visible_v1,75.0,20.0,0.0,1.0,0.7492685475444096,0.7738887734900344,0.7878787878787878,0.8028169014084507,0.8148148148148149,0.8255813953488372,0.8571428571428572,1.0,1.0,0.029781160052128434,0.0,0.14991321352158887,0.0,0,0.046504221425997715,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,58093078.0,611506.0842105263,0.0,0.0,0.0,0.0,866.6,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,186591.0,237812.0,0.7846155786924125,54.0,192868.0,270000.0,2592.0,96.0,0.0,4628832.0,0.0,0.7143259259259259,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,56443080.0,56,112,0.5,0.0
dra2-smoke-routine-840001,routine,840001,threshold_2500__wait_72h,2500.0,72.0,95.0,75.0,0.0,75.0,0.8460638362206513,0.8460638362206513,0.8460638362206515,0.04700391626230933,ret_excel_visible_v1,75.0,20.0,0.0,1.0,0.7492685475444096,0.7738887734900344,0.7878787878787878,0.8028169014084507,0.8148148148148149,0.8255813953488372,0.8571428571428572,1.0,1.0,0.029781160052128434,0.0,0.14991321352158887,0.0,0,0.046504221425997715,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,58093078.0,611506.0842105263,0.0,0.0,0.0,0.0,866.6,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,186591.0,237812.0,0.7846155786924125,54.0,192868.0,270000.0,2592.0,96.0,0.0,4628832.0,0.0,0.7143259259259259,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,56443080.0,56,112,0.5,0.0
dra2-smoke-routine-840001,routine,840001,threshold_5000__wait_24h,5000.0,24.0,95.0,75.0,0.0,75.0,0.8434056208242549,0.8434056208242549,0.843405620824255,0.04700391626230933,ret_excel_visible_v1,75.0,20.0,0.0,1.0,0.7482447965206586,0.7693509442241693,0.7837837837837838,0.7941176470588236,0.8113207547169812,0.8225806451612903,0.8421052631578947,1.0,1.0,0.029781160052128434,0.0,0.14991321352158887,0.0,0,0.046504221425997715,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,58750774.0,618429.2,0.0,0.0,0.0,0.0,866.6,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,186591.0,237812.0,0.7846155786924125,50.0,192868.0,250000.0,2400.0,288.0,0.0,4628832.0,0.0,0.771472,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,57100776.0,60,112,0.5357142857142857,0.0
dra2-smoke-routine-840001,routine,840001,threshold_5000__wait_48h,5000.0,48.0,95.0,75.0,0.0,75.0,0.8419486517704283,0.8419486517704283,0.8419486517704285,0.04700391626230933,ret_excel_visible_v1,75.0,20.0,0.0,1.0,0.7416927899686521,0.7653549633275226,0.7758620689655172,0.7941176470588236,0.8095238095238095,0.8214285714285714,0.8409090909090909,1.0,1.0,0.029781160052128434,0.0,0.14991321352158887,0.0,0,0.046504221425997715,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,59049070.0,621569.1578947369,0.0,0.0,0.0,0.0,866.6,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,186591.0,237812.0,0.7846155786924125,49.0,190304.0,245000.0,2376.0,312.0,0.0,4567296.0,0.0,0.7767510204081632,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,57399072.0,60,112,0.5357142857142857,0.0
dra2-smoke-routine-840001,routine,840001,threshold_5000__wait_72h,5000.0,72.0,95.0,75.0,0.0,75.0,0.8381090787995195,0.8381090787995195,0.8381090787995199,0.04700391626230933,ret_excel_visible_v1,75.0,20.0,0.0,1.0,0.7416927899686521,0.7643628998354591,0.7758620689655172,0.7941176470588236,0.8076923076923077,0.8214285714285714,0.8409090909090909,0.9230769230769231,1.0,0.029781160052128434,0.0,0.14991321352158887,0.0,0,0.046504221425997715,100.0,0.0,0.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46296.0,59294974.0,624157.6210526315,0.0,0.0,0.0,0.0,866.6,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,237.0,1053.0,0.0,0.0,0.0,0.0,186591.0,237812.0,0.7846155786924125,49.0,190304.0,245000.0,2376.0,312.0,0.0,4567296.0,0.0,0.7767510204081632,0.0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,abd6a09ecc67ef38cf0e449b042307b323a4efdba88710e3f7b2f910d0000c20,57644976.0,62,112,0.5535714285714286,0.0
dra2-smoke-assembly_scarcity-840002,assembly_scarcity,840002,threshold_1000__wait_24h,1000.0,24.0,95.0,76.0,0.0,76.0,0.3934118704056915,0.3934118704056915,0.3934118704056917,0.03964628869508371,ret_excel_visible_v1,76.0,19.0,0.012083198973986096,0.5849870074520129,0.0012227852218449874,0.0028340053634265507,0.0020161290322580645,0.005681818181818182,0.008928571428571428,0.05,0.8225806451612903,0.875,0.9090909090909091,0.02456462462143748,0.0,0.1206104018332973,0.02733104529830188,42,0.03926175934373251,44.73684210526316,0.0,55.26315789473684,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46391.0,59184694.0,622996.7789473684,94.14285714285714,417.0,94.14285714285714,417.0,972.8947368421053,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,165.0,1029.0,50.0,154.0,1001.0,1029.0,188858.0,237746.0,0.7943687801266899,55.0,189150.0,275000.0,2664.0,24.0,0.0,4539600.0,0.0,0.6878181818181818,0.0,30713d47efe1716e68502778e6875cb98d48d00ee1bb43e344fc7d97ed179fe2,f55bf5d08a0f8e79d607d1bfe96af006ff0a1b58294060a7e48e01d84cb17e0c,57489336.0,55,112,0.49107142857142855,0.0
dra2-smoke-assembly_scarcity-840002,assembly_scarcity,840002,threshold_1000__wait_48h,1000.0,48.0,95.0,75.0,0.0,75.0,0.38842680814360864,0.38842680814360864,0.3884268081436088,0.03657012710316369,ret_excel_visible_v1,75.0,20.0,0.012592925178480194,0.5804124454778349,0.0012227852218449874,0.002676875435832021,0.0020161290322580645,0.0045045045045045045,0.008771929824561403,0.05,0.8222222222222222,0.875,0.9090909090909091,0.024244892564894358,0.0,0.10749196471486018,0.028483997427514722,42,0.0361122346005891,44.0,0.0,56.0,0.0,0.0,0.021052631578947323,0.0,0.0,0.0,46434.0,59309298.0,624308.4,94.71428571428571,417.0,94.71428571428571,417.0,931.4,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,165.0,1029.0,50.0,154.0,1001.0,1029.0,186316.0,237746.0,0.783676696979129,54.0,191586.0,270000.0,2592.0,96.0,0.0,4598064.0,0.0,0.7095777777777778,0.0,30713d47efe1716e68502778e6875cb98d48d00ee1bb43e344fc7d97ed179fe2,f55bf5d08a0f8e79d607d1bfe96af006ff0a1b58294060a7e48e01d84cb17e0c,57671928.0,56,112,0.5,0.0
