algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,garrido_cf_s2_reward_mean,best_static_reward_mean,best_garrido_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,garrido_cf_s2_fill_rate_mean,best_static_fill_rate_mean,best_garrido_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,garrido_cf_s2_backorder_rate_mean,best_static_backorder_rate_mean,best_garrido_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,garrido_cf_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,best_garrido_ret_thesis_corrected_total_mean,ppo_ret_unified_total_mean,static_s2_ret_unified_total_mean,garrido_cf_s2_ret_unified_total_mean,best_static_ret_unified_total_mean,best_garrido_ret_unified_total_mean,ppo_ret_garrido2024_sigmoid_total_mean,static_s2_ret_garrido2024_sigmoid_total_mean,garrido_cf_s2_ret_garrido2024_sigmoid_total_mean,best_static_ret_garrido2024_sigmoid_total_mean,best_garrido_ret_garrido2024_sigmoid_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_garrido_policy,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_garrido_cf_s2,ppo_beats_best_garrido,ppo_beats_best_static,ppo_meets_garrido_cf_s2_fill_rate,ppo_meets_unified_acceptance_gate,shift_collapse_flag,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
recurrent_ppo,control_v1,operational_penalty,1,v4,recurrent_ppo,4.0,0.02,0.0,heuristic_disruption,153.57521109950335,-606.696030164255,0.7924500212334683,0.20754997876653164,242.51239644626156,-652.3645624289175,0.7513973195162056,0.24860268048379455,242.33700745759793,-652.3645624289175,-605.165735041099,-610.3809984892799,-598.6684136676695,-610.3809984892799,0.7513973195162056,0.793870828419219,0.791621970089675,0.800709401123561,0.791621970089675,0.24860268048379455,0.20612917158078092,0.20837802991032484,0.199290598876439,0.20837802991032484,242.33700745759793,242.5713036724507,242.4475928583754,242.55665875756227,242.4475928583754,127.36515028553654,139.18680041475866,138.00821512562996,140.80809018259532,138.00821512562996,151.39671878993914,147.60874890230417,146.33978848932318,146.4737043116363,146.33978848932318,50.68076923076923,21.56153846153846,27.757692307692302,garrido_cf_s2,heuristic_disruption,-598.6684136676695,0.800709401123561,heuristic_disruption,-598.6684136676695,False,False,False,False,False,False,False,False,False,False,none,False,False,False
