algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,best_static_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,best_static_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,best_static_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,ReT_garrido2024_train,resilience_index,1,v1,ppo,1.0,0.02,0.0,static_s3,62.631281165886065,291.0718229997804,0.7927444325876056,0.20725556741239426,242.39980370341195,309.5513432305545,0.7292333590169481,0.27076664098305187,242.43861124332184,309.5513432305545,293.81404976159894,308.02539940915744,0.7292333590169481,0.7923327108980157,0.793371878417562,0.27076664098305187,0.20766728910198431,0.2066281215824379,242.43861124332184,242.67508211862443,242.3968345232156,0.30769230769230765,11.397435897435896,88.29487179487178,heuristic_hysteresis,308.02539940915744,0.793371878417562,static_s3,308.02539940915744,False,False,False,False,False,False,False,False,False
