algo,reward_mode,reward_family,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,best_static_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,best_static_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,best_static_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,ReT_cd_v1,resilience_index,1,v1,ppo,1.0,0.02,0.0,heuristic_disruption,1.708976478337614,2.7138563674021468,0.2584269662921348,0.7415730337078652,9.630775767338323,0.92489739407244,0.3370786516853933,0.6629213483146067,9.546433119503716,0.92489739407244,2.641779015010291,3.455533815542132,0.3370786516853933,0.3820224719101124,0.4719101123595506,0.6629213483146067,0.6179775280898876,0.5280898876404494,9.546433119503716,9.653043241621816,9.69653133218836,0.0,100.0,0.0,heuristic_disruption,3.455533815542132,0.4719101123595506,heuristic_disruption,3.455533815542132,False,False,False,False,False,False,False,True,False
