phase,policy,w_bo,w_cost,w_disr,seed_count,reward_total_mean,reward_total_std,reward_total_ci95_low,reward_total_ci95_high,service_loss_total_mean,service_loss_total_std,service_loss_total_ci95_low,service_loss_total_ci95_high,shift_cost_total_mean,shift_cost_total_std,shift_cost_total_ci95_low,shift_cost_total_ci95_high,mean_disruption_fraction_mean,mean_disruption_fraction_std,mean_disruption_fraction_ci95_low,mean_disruption_fraction_ci95_high,fill_rate_mean,fill_rate_std,fill_rate_ci95_low,fill_rate_ci95_high,backorder_rate_mean,backorder_rate_std,backorder_rate_ci95_low,backorder_rate_ci95_high,ret_thesis_corrected_total_mean,ret_thesis_corrected_total_std,ret_thesis_corrected_total_ci95_low,ret_thesis_corrected_total_ci95_high,pct_steps_S1_mean,pct_steps_S1_std,pct_steps_S1_ci95_low,pct_steps_S1_ci95_high,pct_steps_S2_mean,pct_steps_S2_std,pct_steps_S2_ci95_low,pct_steps_S2_ci95_high,pct_steps_S3_mean,pct_steps_S3_std,pct_steps_S3_ci95_low,pct_steps_S3_ci95_high
static_screen,static_s1,4.0,0.02,0.0,3,-359.40601418804744,9.222452574061714,-369.84220172144467,-348.9698266546502,89.85150354701186,2.3056131435154286,87.24245666366255,92.46055043036117,0.0,0.0,0.0,0.0,0.07397209042954485,0.0021387434484651194,0.07155187438237504,0.07639230647671466,0.6495236310802083,0.00883615215249732,0.6395245836254724,0.6595226785349442,0.3504763689197918,0.008836152152497279,0.340477321465056,0.36047541637452757,243.00849141474202,0.4201934083827746,242.5329978109567,243.48398501852736,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,static_s1,4.0,0.06,0.0,3,-359.40601418804744,9.222452574061714,-369.84220172144467,-348.9698266546502,89.85150354701186,2.3056131435154286,87.24245666366255,92.46055043036117,0.0,0.0,0.0,0.0,0.07397209042954485,0.0021387434484651194,0.07155187438237504,0.07639230647671466,0.6495236310802083,0.00883615215249732,0.6395245836254724,0.6595226785349442,0.3504763689197918,0.008836152152497279,0.340477321465056,0.36047541637452757,243.00849141474202,0.4201934083827746,242.5329978109567,243.48398501852736,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,static_s1,4.0,0.1,0.0,3,-359.40601418804744,9.222452574061714,-369.84220172144467,-348.9698266546502,89.85150354701186,2.3056131435154286,87.24245666366255,92.46055043036117,0.0,0.0,0.0,0.0,0.07397209042954485,0.0021387434484651194,0.07155187438237504,0.07639230647671466,0.6495236310802083,0.00883615215249732,0.6395245836254724,0.6595226785349442,0.3504763689197918,0.008836152152497279,0.340477321465056,0.36047541637452757,243.00849141474202,0.4201934083827746,242.5329978109567,243.48398501852736,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,static_s2,1.0,0.02,0.0,3,-48.794923823252226,2.1870565070145935,-51.26981124284551,-46.32003640365894,43.59492382325212,2.1870565070145687,41.12003640365886,46.069811242845375,260.0,0.0,260.0,260.0,0.07448794003174465,0.0017227288623659145,0.07253848880578637,0.07643739125770294,0.8273708416241904,0.008590483620083422,0.8176497942843629,0.8370918889640179,0.17262915837580958,0.008590483620083338,0.16290811103598218,0.18235020571563698,242.872083626267,0.37739246795680265,242.4450238460556,243.2991434064784,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s2,1.0,0.06,0.0,3,-59.19492382325222,2.187056507014593,-61.669811242845505,-56.72003640365893,43.59492382325212,2.1870565070145687,41.12003640365886,46.069811242845375,260.0,0.0,260.0,260.0,0.07448794003174465,0.0017227288623659145,0.07253848880578637,0.07643739125770294,0.8273708416241904,0.008590483620083422,0.8176497942843629,0.8370918889640179,0.17262915837580958,0.008590483620083338,0.16290811103598218,0.18235020571563698,242.872083626267,0.37739246795680265,242.4450238460556,243.2991434064784,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s2,1.0,0.1,0.0,3,-69.5949238232522,2.1870565070145562,-72.06981124284545,-67.12003640365896,43.59492382325212,2.1870565070145687,41.12003640365886,46.069811242845375,260.0,0.0,260.0,260.0,0.07448794003174465,0.0017227288623659145,0.07253848880578637,0.07643739125770294,0.8273708416241904,0.008590483620083422,0.8176497942843629,0.8370918889640179,0.17262915837580958,0.008590483620083338,0.16290811103598218,0.18235020571563698,242.872083626267,0.37739246795680265,242.4450238460556,243.2991434064784,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s2,2.0,0.02,0.0,3,-92.38984764650422,4.37411301402913,-97.33962248569073,-87.44007280731772,43.59492382325212,2.1870565070145687,41.12003640365886,46.069811242845375,260.0,0.0,260.0,260.0,0.07448794003174465,0.0017227288623659145,0.07253848880578637,0.07643739125770294,0.8273708416241904,0.008590483620083422,0.8176497942843629,0.8370918889640179,0.17262915837580958,0.008590483620083338,0.16290811103598218,0.18235020571563698,242.872083626267,0.37739246795680265,242.4450238460556,243.2991434064784,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s2,2.0,0.06,0.0,3,-102.78984764650443,4.374113014029151,-107.73962248569096,-97.8400728073179,43.59492382325212,2.1870565070145687,41.12003640365886,46.069811242845375,260.0,0.0,260.0,260.0,0.07448794003174465,0.0017227288623659145,0.07253848880578637,0.07643739125770294,0.8273708416241904,0.008590483620083422,0.8176497942843629,0.8370918889640179,0.17262915837580958,0.008590483620083338,0.16290811103598218,0.18235020571563698,242.872083626267,0.37739246795680265,242.4450238460556,243.2991434064784,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s2,2.0,0.1,0.0,3,-113.189847646504,4.374113014029152,-118.13962248569054,-108.24007280731747,43.59492382325212,2.1870565070145687,41.12003640365886,46.069811242845375,260.0,0.0,260.0,260.0,0.07448794003174465,0.0017227288623659145,0.07253848880578637,0.07643739125770294,0.8273708416241904,0.008590483620083422,0.8176497942843629,0.8370918889640179,0.17262915837580958,0.008590483620083338,0.16290811103598218,0.18235020571563698,242.872083626267,0.37739246795680265,242.4450238460556,243.2991434064784,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s2,4.0,0.02,0.0,3,-179.5796952930087,8.748226028058387,-189.47924497138186,-169.68014561463556,43.59492382325212,2.1870565070145687,41.12003640365886,46.069811242845375,260.0,0.0,260.0,260.0,0.07448794003174465,0.0017227288623659145,0.07253848880578637,0.07643739125770294,0.8273708416241904,0.008590483620083422,0.8176497942843629,0.8370918889640179,0.17262915837580958,0.008590483620083338,0.16290811103598218,0.18235020571563698,242.872083626267,0.37739246795680265,242.4450238460556,243.2991434064784,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
