w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,ppo_reward_mean,static_s2_reward_mean,best_static_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,best_static_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,best_static_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,ppo_beats_static_s2,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
4.0,0.02,0.0,static_s2,179.82631889503872,-178.46472908673468,-179.5796952930087,-179.5796952930087,0.8271764651544121,0.8273708416241904,0.8273708416241904,0.17282353484558777,0.17262915837580958,0.17262915837580958,242.89157220674898,242.872083626267,242.872083626267,37.9102564102564,56.833333333333336,5.256410256410256,True,True,False,False,False
4.0,0.06,0.0,static_s2,169.42631889503872,-236.12856444182344,-189.97969529300872,-189.97969529300872,0.7789304344184492,0.8273708416241904,0.8273708416241904,0.22106956558155078,0.17262915837580958,0.17262915837580958,242.97252980163117,242.872083626267,242.872083626267,32.76923076923077,63.65384615384615,3.5769230769230766,False,False,False,False,False
4.0,0.1,0.0,static_s2,159.02631889503945,-266.62870616871487,-200.37969529300798,-200.37969529300798,0.7421795954508018,0.8273708416241904,0.8273708416241904,0.2578204045491982,0.17262915837580958,0.17262915837580958,243.13456840190452,242.872083626267,242.872083626267,85.6153846153846,14.038461538461538,0.3461538461538462,False,False,False,False,False
2.0,0.02,0.0,static_s2,87.3131594475195,-118.86500256841863,-92.38984764650422,-92.38984764650422,0.7692872518333913,0.8273708416241904,0.8273708416241904,0.23071274816660878,0.17262915837580958,0.17262915837580958,242.82937660760965,242.872083626267,242.872083626267,72.64102564102564,26.14102564102564,1.217948717948718,False,False,False,False,False
