algo,frame_stack,observation_version,learned_policy,w_bo,w_cost,w_disr,best_static_policy,static_reward_gap_best_minus_s1,random_reward_mean,random_fill_rate_mean,random_backorder_rate_mean,random_ret_thesis_corrected_total_mean,learned_reward_mean,learned_fill_rate_mean,learned_backorder_rate_mean,learned_ret_thesis_corrected_total_mean,ppo_reward_mean,static_s2_reward_mean,best_static_reward_mean,ppo_fill_rate_mean,static_s2_fill_rate_mean,best_static_fill_rate_mean,ppo_backorder_rate_mean,static_s2_backorder_rate_mean,best_static_backorder_rate_mean,ppo_ret_thesis_corrected_total_mean,static_s2_ret_thesis_corrected_total_mean,best_static_ret_thesis_corrected_total_mean,ppo_pct_steps_S1_mean,ppo_pct_steps_S2_mean,ppo_pct_steps_S3_mean,best_heuristic_policy,best_heuristic_reward_mean,best_heuristic_fill_rate_mean,best_baseline_policy,best_baseline_reward_mean,learned_beats_random,learned_beats_best_static,learned_beats_best_heuristic,learned_beats_best_baseline,ppo_beats_static_s2,ppo_beats_best_static,collapsed_to_S1,collapsed_to_S2,collapsed_to_S3
ppo,1,v1,ppo,4.0,0.02,0.0,static_s2,186.07181945386063,-177.5272664038355,0.8299749994976263,0.17002500050237374,242.92455004493377,-167.68917033350402,0.8400152882572647,0.15998471174273526,242.88269795293436,-167.68917033350402,-170.09987474342088,-170.09987474342088,0.8400152882572647,0.8373501686955921,0.8373501686955921,0.15998471174273526,0.16264983130440794,0.16264983130440794,242.88269795293436,242.99667234002877,242.99667234002877,33.40769230769231,26.084615384615386,40.50769230769231,heuristic_hysteresis,-178.47083311025307,0.8344011396738459,static_s2,-170.09987474342088,True,True,True,True,True,True,False,False,False
