phase,policy,algo,reward_mode,reward_family,frame_stack,observation_version,w_bo,w_cost,w_disr,seed_count,reward_total_mean,reward_total_std,reward_total_ci95_low,reward_total_ci95_high,service_loss_total_mean,service_loss_total_std,service_loss_total_ci95_low,service_loss_total_ci95_high,shift_cost_total_mean,shift_cost_total_std,shift_cost_total_ci95_low,shift_cost_total_ci95_high,mean_disruption_fraction_mean,mean_disruption_fraction_std,mean_disruption_fraction_ci95_low,mean_disruption_fraction_ci95_high,fill_rate_mean,fill_rate_std,fill_rate_ci95_low,fill_rate_ci95_high,backorder_rate_mean,backorder_rate_std,backorder_rate_ci95_low,backorder_rate_ci95_high,ret_thesis_corrected_total_mean,ret_thesis_corrected_total_std,ret_thesis_corrected_total_ci95_low,ret_thesis_corrected_total_ci95_high,ret_unified_total_mean,ret_unified_total_std,ret_unified_total_ci95_low,ret_unified_total_ci95_high,ret_garrido2024_raw_total_mean,ret_garrido2024_raw_total_std,ret_garrido2024_raw_total_ci95_low,ret_garrido2024_raw_total_ci95_high,ret_garrido2024_train_total_mean,ret_garrido2024_train_total_std,ret_garrido2024_train_total_ci95_low,ret_garrido2024_train_total_ci95_high,ret_garrido2024_sigmoid_total_mean,ret_garrido2024_sigmoid_total_std,ret_garrido2024_sigmoid_total_ci95_low,ret_garrido2024_sigmoid_total_ci95_high,order_level_ret_mean_mean,order_level_ret_mean_std,order_level_ret_mean_ci95_low,order_level_ret_mean_ci95_high,pct_steps_S1_mean,pct_steps_S1_std,pct_steps_S1_ci95_low,pct_steps_S1_ci95_high,pct_steps_S2_mean,pct_steps_S2_std,pct_steps_S2_ci95_low,pct_steps_S2_ci95_high,pct_steps_S3_mean,pct_steps_S3_std,pct_steps_S3_ci95_low,pct_steps_S3_ci95_high
heuristic_eval,heuristic_cycle_guard,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,140.93882063863262,1.3308888859092656,139.43277808781187,142.44486318945337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007311317726149,0.0066127841332252095,0.7932480620817703,0.8082142014634595,0.1992688682273852,0.00661278413322515,0.19178579853654076,0.20675193791822966,242.74205664819908,0.37072147994233223,242.32254580157047,243.1615674948277,140.93882063863262,1.3308888859092656,139.43277808781187,142.44486318945337,337.21892070078474,5.755174215495859,330.7063279909873,343.7315134105822,303.77326161192394,4.757237504796241,298.3899405980975,309.1565826257504,146.24918778166258,1.109530121003059,144.99363625415376,147.5047393091714,0.2044940115184041,0.001605515012012376,0.20267720025063238,0.20631082278617582,0.0,0.0,0.0,0.0,77.65384615384615,0.2773500981126165,77.33999497238817,77.96769733530412,22.34615384615385,0.2773500981126136,22.03230266469588,22.66000502761182
heuristic_eval,heuristic_disruption,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,141.62693300564726,0.82067580007811,140.69825091322593,142.55561509806859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8028466940442357,0.00624485501609858,0.7957799753440301,0.8099134127444413,0.19715330595576439,0.006244855016098562,0.1900865872555588,0.20422002465596997,242.52806473593003,0.25626105468044025,242.238078053681,242.81805141817907,141.62693300564726,0.82067580007811,140.69825091322593,142.55561509806859,338.87667323179573,4.503099696821459,333.7809362203865,343.972410243205,304.4412740592067,2.3972029886041866,301.72858350929204,307.1539646091214,146.5591587857099,0.8529163837698988,145.59399303832896,147.52432453309086,0.2074333143343623,0.003922444629813218,0.20299465038707032,0.21187197828165427,0.0,0.0,0.0,0.0,77.97435897435898,0.5107329304369779,77.39641025641026,78.55230769230769,22.025641025641022,0.5107329304369759,21.447692307692304,22.60358974358974
heuristic_eval,heuristic_hysteresis,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,242.3968345232156,0.531470923148377,241.7954185573451,242.9982504890861,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,312.8977908979755,3.7670543180144485,308.6349676418426,317.1606141541084,308.43521757514264,4.243310527007255,303.63345968409794,313.23697546618735,141.24959142791704,0.7890043144888856,140.35674899532765,142.14243386050643,0.20133911667118065,0.0013874624948785402,0.19976905505515974,0.20290917828720156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
heuristic_eval,heuristic_tuned,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,242.3968345232156,0.531470923148377,241.7954185573451,242.9982504890861,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,312.8977908979755,3.7670543180144485,308.6349676418426,317.1606141541084,308.43521757514264,4.243310527007255,303.63345968409794,313.23697546618735,141.24959142791704,0.7890043144888856,140.35674899532765,142.14243386050643,0.20133911667118065,0.0013874624948785402,0.19976905505515974,0.20290917828720156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
ppo_eval,ppo,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,137.7826728852102,2.101452276661527,135.4046557714756,140.16068999894478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7910639264284156,0.007806132233017618,0.782230456238133,0.7998973966186982,0.2089360735715844,0.0078061322330177435,0.20010260338130167,0.2177695437618671,242.42140596901137,0.658153434897434,241.6766352459114,243.16617669211135,137.7826728852102,2.101452276661527,135.4046557714756,140.16068999894478,343.8396091061186,5.3728483856297995,337.7596588010721,349.9195594111651,305.49495119330527,3.0822155312475745,302.0070959786394,308.9828064079711,147.76908815269533,1.0989992517824299,146.525453425538,149.01272287985267,0.19767879981833636,0.0020659455041159387,0.19534096240018878,0.20001663723648394,51.96153846153846,9.099385504969408,41.6646144268601,62.25846249621682,34.666666666666664,12.182921243270183,20.880393462403283,48.452939870930045,13.37179487179487,3.2889300910758514,9.650020111875005,17.093569631714736
random_eval,random,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,138.55704989806125,1.479332325317219,136.88302778222533,140.23107201389718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927444325876056,0.005633048698159632,0.7863700379104138,0.7991188272647974,0.20725556741239426,0.005633048698159702,0.20088117273520234,0.21362996208958618,242.39980370341195,0.6771109997535008,241.63358047617322,243.16602693065067,138.55704989806125,1.479332325317219,136.88302778222533,140.23107201389718,341.7020063769275,5.6390536115804455,335.32081650051094,348.08319625334406,300.23700790915694,4.395678308231048,295.2628296422817,305.2111861760322,147.13445679474577,1.0578418725510021,145.9373960265861,148.33151756290545,0.1991347598070986,0.0018856864381022252,0.19700090472471332,0.2012686148894839,33.60256410256411,0.7500821782723115,32.75376621338599,34.45136199174223,33.205128205128204,0.5443813780913439,32.5891026841698,33.82115372608661,33.192307692307686,1.2480754415067636,31.77997737574682,34.604638008868555
static_screen,garrido_cf_s1,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,100.41425613636467,1.6363061393502287,98.56260142790491,102.26591084482443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6352029740072862,0.007519364739344962,0.6266940117847505,0.6437119362298219,0.3647970259927138,0.0075193647393449895,0.356288063770178,0.3733059882152496,242.36074205375994,0.1598384969002602,242.17986776730396,242.5416163402159,100.41425613636467,1.6363061393502287,98.56260142790491,102.26591084482443,399.3050463128182,1.8985292680276897,397.1566582002563,401.4534344253801,269.39883295804003,1.0184171364804173,268.2463854785672,270.55128043751284,157.41901154366474,0.29034613617560906,157.09045396070158,157.7475691266279,0.14162658304480594,0.004068204260915872,0.13702297654749593,0.14623018954211595,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s2,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,136.3309263291073,1.303319410041141,134.85608157714177,137.80577108107286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7873181426142667,0.0032659224273940374,0.7836224034767543,0.7910138817517791,0.21268185738573323,0.003265922427394004,0.20898611824822083,0.21637759652324562,242.4258404623246,0.4621615539158596,241.90285543110227,242.94882549354693,136.3309263291073,1.303319410041141,134.85608157714177,137.80577108107286,336.9838169053391,5.57174896298535,330.67878940861135,343.28884440206684,298.62383531877333,5.500846059806527,292.3990420101093,304.84862862743734,146.18434514501658,1.069709845159732,144.97385450158336,147.3948357884498,0.19577169695680477,0.004766422170045371,0.19037798251582846,0.20116541139778107,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,garrido_cf_s3,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,139.43179860107261,3.7315619245134983,135.20913876910598,143.65445843303925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7946254838274732,0.01461522909497832,0.7780867951810558,0.8111641724738906,0.20537451617252667,0.014615229094978371,0.1888358275261092,0.22191320481894414,242.45098965166957,0.21343477382396206,242.20946546839104,242.6925138349481,139.43179860107261,3.7315619245134983,135.20913876910598,143.65445843303925,303.28358361604745,4.621107261249389,298.054308474424,308.5128587576709,301.1752080239112,5.7171779448775215,294.70561214197033,307.64480390585203,139.1228690030073,1.0055612532955205,137.98496932486472,140.2607686811499,0.20476679014033686,0.009444543972250781,0.19407928253102247,0.21545429774965125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
static_screen,static_s1,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,101.54844345814865,3.8314447316425793,97.21275558963858,105.88413132665873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435042787912637,0.015844391485861878,0.6255746619598277,0.6614338956226997,0.35649572120873635,0.01584439148586191,0.3385661043773003,0.3744253380401724,242.405886474108,0.6338172100121593,241.68865478194562,243.1231181662704,101.54844345814865,3.8314447316425793,97.21275558963858,105.88413132665873,399.7309214637323,2.337119907358708,397.08622132075396,402.3756216067106,270.521128637304,0.7899997412134302,269.62715977333534,271.41509750127267,157.461979641912,0.3774144098896327,157.03489503206617,157.88906425175782,0.14139110333516616,0.007004688272578281,0.1334645523620317,0.14931765430830063,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_screen,static_s2,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,139.4002210552537,2.087853171567446,137.03759277761324,141.76284933289415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7923327108980157,0.005358291922925457,0.7862692327811844,0.798396189014847,0.20766728910198431,0.005358291922925531,0.20160381098515293,0.2137307672188157,242.67508211862443,0.35939034301604234,242.2683936605069,243.08177057674197,139.4002210552537,2.087853171567446,137.03759277761324,141.76284933289415,344.04262701718307,2.1417986631116115,341.61895366917605,346.4663003651901,302.9180155940178,3.1731331659065303,299.3272773904969,306.5087537975387,147.597700585197,0.40910577027549727,147.13475382506965,148.06064734532436,0.20169827085645822,0.003550916101171489,0.1976800310173712,0.20571651069554525,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
static_screen,static_s3,ppo,ReT_unified_v1,resilience_index,1,v4,1.0,0.02,0.0,3,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793371878417562,0.0010061802316067448,0.792233278299522,0.794510478535602,0.2066281215824379,0.0010061802316067483,0.2054895214643979,0.2077667217004779,242.3968345232156,0.531470923148377,241.7954185573451,242.9982504890861,138.44601829550098,0.8477605937637599,137.48668687374595,139.405349717256,312.8977908979755,3.7670543180144485,308.6349676418426,317.1606141541084,308.43521757514264,4.243310527007255,303.63345968409794,313.23697546618735,141.24959142791704,0.7890043144888856,140.35674899532765,142.14243386050643,0.20133911667118065,0.0013874624948785402,0.19976905505515974,0.20290917828720156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0
