contract_id,split,campaign_id,campaign_sha256,seed,family,risk_level,horizon_weeks,policy,buffer_level,initial_shift,n_orders,n_served,n_lost,n_late,ret_excel,ret_thesis,ret_continuous,ret_excel_cvar05,ret_excel_cvar10,ret_excel_p05,ret_excel_p10,ret_excel_p25,ret_excel_p50,ret_excel_p75,ret_excel_p90,ret_excel_p95,ret_excel_rolling_4w_mean,ret_excel_rolling_4w_min,ret_excel_rolling_4w_final,ret_excel_risk_conditional,ret_excel_risk_conditional_n,ration_ret_excel,excel_case_pct_fill_rate,excel_case_pct_autotomy,excel_case_pct_recovery,excel_case_pct_risk_no_recovery,excel_case_pct_unfulfilled,fill_rate,fill_rate_on_time,lost_orders,lost_rate,backorder_qty_final,service_loss_auc_ration_hours,service_loss_auc_per_order,rpj_mean,rpj_p95,ttr_mean,ttr_p95,backlog_age_mean,backlog_age_max,apj_p50,apj_p90,apj_p99,apj_positive_p50,apj_positive_p90,apj_positive_p99,ctj_p50,ctj_p90,ctj_p99,rpj_p50,rpj_p90,rpj_p99,dpj_p99,delivered_rations,demanded_rations,flow_fill_rate,shift_hours,surge_hours,strategic_buffer_units,end_state_inventory,unit_surge_hours_per_ration,unit_buffer_units_per_ration,system_ttr_mean,system_ttr_p95,system_ttr_n_recovered,system_ttr_n_censored,system_ttr_n_clusters,system_ttr_censored_fraction,switches,late_backlog_hours,total_backlog_hours,l_program_return
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I0_S1,0,1,623.0,492.0,71.0,492.0,0.004166405654413816,0.004166405654413816,0.19540203782151214,0.0,0.0,0.0,0.0,0.0007462686567164179,0.005319148936170213,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.004216140665927471,0.0029521774668341346,0.0038150047970708463,0.0052757535014223604,492,0.004112109834428309,0.0,0.0,78.97271268057784,0.0,21.02728731942215,0.0032102728731941976,0.0,71.0,0.11396468699839486,153984.0,2918812193.4,4685091.803210273,200.84878048780482,670.0,200.84878048780482,670.0,8109.601526717588,17303.8,0.0,0.0,0.0,0.0,0.0,0.0,70.0,382.0,2518.0,70.0,382.0,2518.0,2518.0,1218753.0,1556675.0,0.7829206481764016,17472.0,0.0,0.0,2220647.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2918812193.4,2993473541.6,-5912285735.0
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I0_S2,0,2,623.0,621.0,0.0,621.0,0.008038626831667787,0.008038626831667787,0.2790697674418605,0.007560483870967737,0.007808499743983609,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008062962771190427,0.007419354838709673,0.007419354838709673,0.008064516129032294,621,0.008039343576077428,0.0,0.0,99.67897271268058,0.0,0.32102728731942215,0.0032102728731941976,0.0,0.0,0.0,0.0,21725424.0,34872.269662921346,62.0,62.0,62.0,62.0,35.79999999999927,47.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,1551816.0,1556675.0,0.9968786034336005,34944.0,17472.0,0.0,3122725.0,0.011259066796578976,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,21725424.0,96386772.2,-118116564.20000005
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I0_S3,0,3,623.0,621.0,0.0,621.0,0.008899908277917907,0.008899908277917907,0.3,0.008370535714285712,0.008645124716553295,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008926851639532208,0.008214285714285712,0.008214285714285712,0.008928571428571418,621,0.008900701816371434,0.0,0.0,99.67897271268058,0.0,0.32102728731942215,0.0032102728731941976,0.0,0.0,0.0,0.0,12414528.0,19927.011235955055,56.0,56.0,56.0,56.0,35.79999999999927,47.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1551816.0,1556675.0,0.9968786034336005,52416.0,34944.0,0.0,4355713.0,0.022518133593157953,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12414528.0,87075876.2,-99499140.2
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,heuristic_I0,0,1,623.0,503.0,60.0,503.0,0.004153990314710185,0.004153990314710185,0.19156694814786138,0.0,0.0,0.0,0.0,0.0012315270935960591,0.00423728813559322,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.004217008012767865,0.0029995933697332805,0.003595572319753778,0.005145001920605245,503,0.004102860298906045,0.0,0.0,80.73836276083468,0.0,19.261637239165328,0.0032102728731941976,0.0,60.0,0.09630818619582665,154120.0,2685762616.8,4311015.436276084,215.7797216699801,574.0,215.7797216699801,574.0,8015.000000000029,17303.8,0.0,0.0,0.0,0.0,0.0,0.0,94.0,286.0,3262.0,94.0,286.0,3238.2000000000007,3262.0,1247020.0,1556675.0,0.8010792233446288,51408.0,33936.0,0.0,2161844.0,0.02721367740693814,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2685762616.8,2760423965.0,-5446195065.900002
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I168_S1,168,1,624.0,623.0,0.0,623.0,0.009429407322640268,0.009429407322640268,0.3117708123645429,0.009139150943396226,0.009284216831386643,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009473667732074715,0.009056603773584904,0.009056603773584904,0.009444542807909302,623,0.009428895543271046,0.0,0.0,99.83974358974359,0.0,0.16025641025641027,0.0016025641025640969,0.0,0.0,0.0,0.0,7779655.0,12467.395833333334,52.96500802568218,53.0,52.96500802568218,53.0,45.79999999999927,45.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,1555931.0,1558461.0,0.9983766035852036,17472.0,0.0,384390.0,2455532.0,0.0,0.24704823028784695,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7779655.0,82580217.0,-90359872.0
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I168_S2,168,2,624.0,623.0,0.0,623.0,0.009429407322640268,0.009429407322640268,0.3117708123645429,0.009139150943396226,0.009284216831386643,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009473667732074715,0.009056603773584904,0.009056603773584904,0.009444542807909302,623,0.009429150826540101,0.0,0.0,99.83974358974359,0.0,0.16025641025641027,0.0016025641025640969,0.0,0.0,0.0,0.0,7780190.0,12468.253205128205,52.96500802568218,53.0,52.96500802568218,53.0,45.79999999999927,45.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,1556038.0,1558572.0,0.9983741527500815,34944.0,17472.0,384390.0,3693454.0,0.011228517555483864,0.24703124216760775,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7780190.0,82586071.2,-90370629.2
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I168_S3,168,3,624.0,622.0,0.0,622.0,0.009061771561771563,0.009061771561771563,0.3037974683544304,0.008522727272727274,0.0088023088023088,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.009089160839160806,0.008363636363636365,0.008363636363636365,0.009090909090909056,622,0.009061930493714686,0.0,0.0,99.67948717948718,0.0,0.32051282051282054,0.0032051282051281937,0.0,0.0,0.0,0.0,10874843.0,17427.63301282051,55.0,55.0,55.0,55.0,35.79999999999927,47.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,1553549.0,1558517.0,0.9968123543086151,52416.0,34944.0,384390.0,4918130.0,0.022493014381908778,0.24742702032571873,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10874843.0,85624249.4,-96507828.4
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,heuristic_I168,168,1,624.0,623.0,0.0,623.0,0.009429407322640268,0.009429407322640268,0.3117708123645429,0.009139150943396226,0.009284216831386643,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009473667732074715,0.009056603773584904,0.009056603773584904,0.009444542807909302,623,0.009428895543271046,0.0,0.0,99.83974358974359,0.0,0.16025641025641027,0.0016025641025640969,0.0,0.0,0.0,0.0,7779655.0,12467.395833333334,52.96500802568218,53.0,52.96500802568218,53.0,45.79999999999927,45.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,1555931.0,1558461.0,0.9983766035852036,27048.0,9576.0,384390.0,2566640.0,0.006154514563949173,0.24704823028784695,0.0,0.0,0.0,1.0,1.0,1.0,46.0,7779655.0,82580217.0,-90362270.59999998
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I336_S1,336,1,624.0,623.0,0.0,623.0,0.009429407322640268,0.009429407322640268,0.3117708123645429,0.009139150943396226,0.009284216831386643,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009473667732074715,0.009056603773584904,0.009056603773584904,0.009444542807909302,623,0.009428895543271046,0.0,0.0,99.83974358974359,0.0,0.16025641025641027,0.0016025641025640969,0.0,0.0,0.0,0.0,7779655.0,12467.395833333334,52.96500802568218,53.0,52.96500802568218,53.0,45.79999999999927,45.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,1555931.0,1558461.0,0.9983766035852036,17472.0,0.0,768780.0,2357708.0,0.0,0.4940964605756939,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7779655.0,82580217.0,-90359872.0
garrido_learning_v1,calibration,l-cal-000-700000,cf647092bef975a5c447e7d1826913797433464e01336a782edd033085f71991,700000,R1,current,104,static_I336_S2,336,2,624.0,623.0,0.0,623.0,0.009429407322640268,0.009429407322640268,0.3117708123645429,0.009139150943396226,0.009284216831386643,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.009473667732074715,0.009056603773584904,0.009056603773584904,0.009444542807909302,623,0.009429150826540101,0.0,0.0,99.83974358974359,0.0,0.16025641025641027,0.0016025641025640969,0.0,0.0,0.0,0.0,7780190.0,12468.253205128205,52.96500802568218,53.0,52.96500802568218,53.0,45.79999999999927,45.79999999999927,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,1556038.0,1558572.0,0.9983741527500815,34944.0,17472.0,768780.0,3849520.0,0.011228517555483864,0.4940624843352155,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7780190.0,82586071.2,-90370629.2
